고객번호,가공식품_구매지수,신선식품_구매지수,일상용품_구매지수,의약품/의료기기_구매지수,교육/문화용품_구매지수,외식_구매지수,기타_구매지수,디지털/가전_구매지수,가구/인테리어_구매지수,의류_구매지수,전문스포츠/레저_구매지수,패션잡화_구매지수,유아동_구매지수,명품_구매지수
00126,0.0,1.0,1.8,3.8,1.2000000000000002,0.0,0.0,6.6,7.000000000000001,0.8,2.0,7.600000000000001,0.0,6.4
00127,1.4000000000000001,0.8,-0.3999999999999999,0.0,0.0,0.0,0.0,0.0,4.0,-3.2000000000000006,0.0,-3.6000000000000005,1.6,2.0
00128,0.0,0.4,0.8,2.0,0.0,0.0,0.0,0.0,5.0,1.4000000000000001,1.8,-3.0,1.6,0.0
00129,0.0,1.4000000000000001,1.2000000000000002,1.4000000000000001,-3.0,0.0,0.0,0.0,4.4,2.0,-0.19999999999999973,3.0,2.0,0.0
00130,0.4,0.4,0.8,0.0,0.0,-0.6000000000000001,0.0,-1.0,6.0,0.4,4.0,-0.19999999999999996,-2.8000000000000007,-1.4000000000000004
00131,1.4000000000000001,-0.19999999999999996,1.4000000000000001,0.0,0.0,1.0,0.0,5.8,8.4,0.8,0.0,-0.19999999999999996,7.000000000000001,8.4
00132,0.4,-0.6000000000000001,1.0,5.0,-0.8,5.0,2.0,0.0,2.4000000000000004,0.4,-4.2,1.8,-0.3999999999999999,0.0
00133,0.4,0.4,1.0,2.0,2.0,0.4,0.0,6.000000000000001,2.4000000000000004,7.200000000000001,1.6,3.8000000000000007,0.0,0.0
00134,1.8,0.4,1.4000000000000001,0.0,0.0,1.0,0.0,0.19999999999999973,1.4000000000000001,-0.19999999999999996,0.8,0.0,-0.8000000000000007,1.4000000000000001
00135,1.0,0.4,2.0,0.0,0.0,1.4000000000000001,0.0,2.0,0.0,2.2,0.0,2.4000000000000004,2.0,0.0
00136,0.4,1.0,9.8,0.0,0.4,2.4000000000000004,0.0,5.0,2.8000000000000003,7.800000000000001,2.0,6.4,2.4000000000000004,0.0
00137,0.4,-0.19999999999999996,1.4000000000000001,-0.5999999999999996,5.0,2.0,0.0,4.4,-1.0,0.4,-0.8000000000000007,-0.19999999999999996,3.0000000000000004,1.2000000000000002
00138,1.4000000000000001,0.4,1.0,6.000000000000001,6.6,0.4,0.0,2.4000000000000004,5.0,1.0,0.0,0.4,6.000000000000001,4.6000000000000005
00139,0.4,0.4,0.0,2.4000000000000004,2.0,0.4,-3.0,2.0,4.800000000000001,2.8000000000000003,2.0,1.8,5.0,-2.8000000000000007
00140,1.8,0.4,0.0,0.0,-2.4000000000000004,0.19999999999999996,0.0,-0.6000000000000001,2.4000000000000004,0.0,2.4000000000000004,-3.6000000000000005,2.4000000000000004,-0.19999999999999996
00141,0.0,0.0,1.4000000000000001,5.0,3.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0
00143,0.0,0.0,1.4000000000000001,6.000000000000001,0.8,1.4000000000000001,0.0,0.0,0.0,-0.5999999999999996,1.4000000000000001,3.4000000000000004,6.0,0.0
00144,0.4,-0.6000000000000001,0.4,1.6,-0.19999999999999996,8.8,2.8000000000000003,2.0,2.0,7.800000000000001,2.4000000000000004,7.4,3.4000000000000004,2.8000000000000003
00145,0.8,0.4,2.4000000000000004,0.0,0.0,0.4,0.0,10.600000000000001,-0.8000000000000007,0.4,6.4,3.4000000000000004,9.4,2.8000000000000003
00146,0.3999999999999999,1.4000000000000001,1.2000000000000002,0.0,0.0,0.4,0.0,2.0,3.8,-0.19999999999999996,0.0,0.4,5.4,0.0
00147,1.0,0.4,0.4,0.0,1.0,0.4,7.000000000000001,4.4,2.8000000000000003,0.0,0.8,0.4,8.4,-0.19999999999999996
00148,1.0,1.0,1.0,5.6000000000000005,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,0.0
00149,0.4,0.0,3.0,0.0,2.0,2.0,0.0,-2.5999999999999996,8.0,-0.19999999999999996,0.0,1.2000000000000002,0.0,7.800000000000001
00150,1.0,0.4,0.4,2.4000000000000004,0.4,2.8000000000000003,0.0,-3.0,2.2,0.8,10.0,1.8,0.0,2.4000000000000004
00151,0.0,0.0,0.4,0.0,2.4000000000000004,1.4000000000000001,0.0,7.800000000000001,3.2,0.0,0.0,-0.8,-0.8000000000000007,0.0
00152,1.0,-0.19999999999999996,0.4,0.0,2.0,0.0,0.0,8.0,8.8,-0.19999999999999996,2.4000000000000004,-0.19999999999999996,0.0,2.0
00153,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-3.0,1.2000000000000002,0.0,4.4,-0.5999999999999996,0.0
00154,1.0,0.4,1.4000000000000001,0.0,0.0,1.4000000000000001,0.0,0.0,0.0,-2.2,0.0,1.4000000000000001,0.0,-4.800000000000001
00155,0.0,0.0,0.0,0.0,0.0,1.8,0.0,-1.0,1.6,0.0,6.000000000000001,-2.2,0.0,2.0
00156,2.0,0.0,1.0,0.0,0.0,0.4,0.0,-1.2000000000000006,-4.2,0.8,5.0,1.8,1.8,-3.2000000000000006
00157,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.4000000000000004,6.4,0.0,-3.6000000000000005
00158,0.8,1.4000000000000001,1.4000000000000001,0.0,0.0,0.0,0.0,0.0,-0.5999999999999996,2.0,0.0,6.0,0.0,0.0
00159,1.0,0.4,2.0,0.0,2.4000000000000004,0.4,2.4000000000000004,5.2,9.8,1.4000000000000001,1.1999999999999993,0.4,2.0,6.0
00160,0.0,0.0,0.4,0.0,0.0,1.0,0.0,2.0,9.8,0.4,6.000000000000001,2.2,6.000000000000001,4.4
00161,1.4000000000000001,-0.6000000000000001,-0.19999999999999996,0.0,0.0,0.0,0.0,1.0,3.0,-0.19999999999999996,-0.8000000000000007,0.6000000000000001,1.8,0.19999999999999996
00162,0.0,0.4,1.4000000000000001,0.0,2.0,0.0,0.0,2.8000000000000003,2.8000000000000003,0.4,0.0,2.8000000000000003,6.4,6.000000000000001
00163,0.0,1.0,0.0,3.2,-1.2000000000000006,1.8,0.0,-0.7999999999999998,0.0,-0.5999999999999996,0.0,6.0,6.000000000000001,0.0
00164,0.4,1.0,5.4,0.0,0.0,1.0,0.0,4.800000000000001,4.4,-0.19999999999999996,5.0,1.8,6.000000000000001,0.4
00165,2.0,1.4000000000000001,-2.2,0.0,0.0,0.8,0.0,5.2,3.8000000000000007,0.4,2.4000000000000004,0.19999999999999996,-1.6000000000000005,4.800000000000001
00166,2.0,2.4000000000000004,2.8000000000000003,4.4,2.8000000000000003,1.4000000000000001,0.0,4.2,-0.8,0.4,2.8000000000000003,-0.19999999999999996,2.0,5.0
00167,0.0,1.0,0.4,0.0,0.0,-0.6000000000000001,0.0,2.0,3.2,0.4,0.0,1.0,0.0,9.200000000000001
00168,1.0,1.4000000000000001,1.8,0.0,0.0,1.4000000000000001,0.0,6.800000000000001,10.4,0.4,2.4000000000000004,1.8,2.0,2.8000000000000003
00169,1.4000000000000001,0.4,1.4000000000000001,0.0,1.6,8.4,6.000000000000001,0.0,-4.2,1.8,-3.6000000000000005,8.4,-2.4000000000000004,-3.0
00170,0.4,1.0,1.0,0.0,4.800000000000001,0.0,0.0,0.0,2.4000000000000004,1.4000000000000001,1.0,2.0,5.0,0.0
00171,1.4000000000000001,0.0,1.8,8.0,1.6,1.4000000000000001,0.0,4.0,2.2,0.8,2.0,8.8,0.0,0.0
00172,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,2.0,6.4,2.0,0.0
00173,0.0,0.4,0.0,4.0,-3.0,6.2,0.0,6.000000000000001,-1.0,1.4000000000000001,2.0,0.4,8.4,5.0
00175,0.0,0.0,1.0,4.4,0.19999999999999996,3.0,2.0,0.0,1.4000000000000001,5.4,3.6,3.0,5.0,0.0
00176,1.0,0.4,2.4000000000000004,0.0,2.0,5.0,0.0,2.4000000000000004,0.0,5.0,0.0,6.6,0.8,0.0
