고객번호,A_count지수,B_count지수,C_count지수,D_count지수
00170,3.2,1.4000000000000001,0.8,0.0
00171,1.4000000000000001,1.8,0.19999999999999996,0.0
00172,0.8,2.4000000000000004,0.0,0.0
00173,3.4000000000000004,-1.2000000000000002,0.0,0.0
00175,2.6,1.0,0.4,0.0
00176,0.6000000000000001,0.19999999999999996,0.8,0.0
00177,0.4,1.0,-0.6000000000000001,0.0
00178,0.4,2.0,1.6,0.0
00179,0.0,2.0,0.0,0.8
00180,0.4,0.4,2.0,0.0
00181,0.4,7.200000000000001,3.0000000000000004,0.0
00182,0.0,6.800000000000001,0.0,0.8
00183,1.6,0.4,0.4,0.0
00184,-0.3999999999999999,2.0,3.0000000000000004,0.0
00185,0.8,5.4,1.6,0.0
00186,0.19999999999999996,2.4000000000000004,0.0,0.0
00187,1.2000000000000002,5.0,-0.3999999999999999,0.0
00188,3.2,2.6,1.2000000000000002,0.0
00189,0.4,-1.8000000000000003,0.0,6.000000000000001
00190,0.0,0.0,0.0,0.0
00191,1.4000000000000001,0.4,1.2000000000000002,0.0
00192,3.0000000000000004,2.8000000000000003,2.0,0.4
00193,-2.4000000000000004,1.4000000000000001,0.19999999999999996,0.0
00194,1.4000000000000001,1.4000000000000001,0.4,0.0
00195,0.4,2.0,0.8,0.0
00196,-0.19999999999999996,4.2,0.4,2.0
00197,1.8,1.2000000000000002,0.4,1.8
00198,1.8,1.4000000000000001,0.8,0.0
00199,1.8,1.4000000000000001,2.8000000000000003,0.0
00200,-1.8000000000000003,2.8000000000000003,-1.2000000000000002,0.0
00201,-0.6000000000000001,0.8,2.6,0.0
00202,1.0,0.4,0.4,0.0
00203,0.4,1.0,0.8,0.0
00204,0.8,0.4,0.4,0.0
00205,0.8,0.0,1.4000000000000001,0.8
00206,0.8,1.8,-3.2000000000000006,0.0
00207,-0.19999999999999996,1.0,0.0,0.4
00208,-0.3999999999999999,1.6,0.0,0.0
00209,0.0,2.8000000000000003,1.8,0.0
00210,1.8,1.0,3.0000000000000004,0.0
00211,0.0,-0.19999999999999996,-0.3999999999999999,0.0
00212,1.2000000000000002,0.4,0.0,0.0
00213,1.4000000000000001,0.0,1.0,0.0
00214,0.4,0.4,0.4,0.0
00215,4.4,1.8,0.0,0.0
00216,2.6,1.4000000000000001,0.4,0.0
00217,0.4,2.4000000000000004,0.4,0.0
00218,2.4000000000000004,2.6,0.0,2.4000000000000004
00219,0.0,5.2,0.8,0.0
00220,3.0000000000000004,0.4,0.4,0.0
00221,2.8000000000000003,1.0,3.0000000000000004,0.0
00222,0.8,1.4000000000000001,5.2,0.0
00223,0.0,-0.8,0.4,0.0
00224,1.0,0.5999999999999996,0.0,0.0
00225,-0.8,2.0,3.0000000000000004,0.0
00226,-1.4000000000000004,0.4,0.8,0.0
00227,-0.6000000000000003,0.0,0.4,0.0
00228,1.4000000000000001,2.0,1.0,0.0
00229,0.4,3.0000000000000004,1.0,0.0
00230,0.4,3.8000000000000007,0.8,0.4
00231,2.2,0.8,0.0,0.0
00232,0.6000000000000001,0.0,-0.19999999999999996,0.0
00233,2.4000000000000004,0.8,0.4,0.0
00234,1.4000000000000001,0.8,3.2,0.0
00235,0.0,3.4000000000000004,-0.6000000000000001,0.0
00236,0.0,0.0,-0.19999999999999996,0.0
00237,0.8,1.8,1.0,0.0
00238,2.4000000000000004,0.8,0.4,0.0
00239,0.8,5.2,1.2000000000000002,0.0
00240,1.2000000000000002,-0.8,0.0,4.800000000000001
00241,0.19999999999999996,4.0,0.4,0.0
00242,1.6,1.0,0.8,0.0
00243,2.8000000000000003,1.8,1.8,0.0
00245,0.4,0.8,1.0,0.0
00246,-0.19999999999999996,5.4,-0.6000000000000001,0.0
00247,-0.6000000000000001,3.6,1.2000000000000002,0.0
00248,0.4,1.0,2.4000000000000004,0.0
00249,2.0,2.8000000000000003,1.2000000000000002,2.0
00250,1.4000000000000001,-1.0000000000000002,0.19999999999999996,0.0
00251,2.4000000000000004,2.0,-0.6000000000000003,0.0
00252,-0.6000000000000001,3.2,0.8,0.8
00253,0.4,0.0,0.8,0.0
00254,-0.6000000000000001,3.8000000000000007,1.0,0.0
00255,-0.6000000000000001,5.6000000000000005,0.8000000000000003,0.0
00256,1.4000000000000001,4.800000000000001,2.4000000000000004,0.0
00257,2.6,0.0,0.6000000000000001,0.0
00258,2.4000000000000004,0.5999999999999996,-0.19999999999999996,0.0
00259,0.7999999999999998,1.2000000000000002,1.2000000000000002,0.0
00260,3.8000000000000007,0.8,-0.8,0.0
00261,0.19999999999999996,0.19999999999999996,3.0000000000000004,0.8
00262,0.8,2.8000000000000003,0.4,0.0
00263,1.4000000000000001,0.8,1.6,0.0
00264,4.0,0.4,0.4,0.0
00265,0.8,0.0,2.0,0.0
00266,2.4000000000000004,1.2000000000000002,2.0,0.0
00267,0.8,-0.3999999999999999,1.6,0.0
00268,0.4,0.8000000000000003,1.2000000000000002,0.0
00269,0.19999999999999996,3.0000000000000004,-0.19999999999999996,0.0
00270,1.8,1.0,0.8,0.0
00271,0.19999999999999996,0.8,0.0,0.4
00272,-0.19999999999999996,0.4,0.4,0.0
00273,2.4000000000000004,5.2,1.8,0.0
00274,1.4000000000000001,1.4000000000000001,-0.19999999999999996,0.0
00275,0.8,1.8,0.4,0.0
00276,1.2000000000000002,2.0,1.4000000000000001,0.0
00277,0.4,1.4000000000000001,0.4,0.0
00278,0.6000000000000001,0.8,-0.19999999999999996,0.0
00279,0.8,0.0,1.2000000000000002,0.0
00280,-0.6000000000000001,3.8000000000000007,0.8,0.0
00281,1.0,-0.3999999999999999,0.0,0.0
00282,0.4,4.6000000000000005,1.2000000000000002,0.0
00283,0.0,0.0,0.0,0.0
00284,0.0,1.4000000000000001,0.0,0.0
00285,0.4,1.0,0.8,0.0
00286,0.19999999999999996,0.8,1.2000000000000002,0.0
00287,3.2,1.4000000000000001,1.0,0.0
00288,1.4000000000000001,1.4000000000000001,0.8,0.0
00289,1.4000000000000001,4.2,2.2,0.0
00290,0.4,1.4000000000000001,0.0,0.0
00291,0.8,2.4000000000000004,-1.6,0.0
00292,0.4,2.0,1.8,0.0
00293,0.4,2.2,0.4,0.0
00294,2.2,0.8,2.0,0.8
00295,3.0000000000000004,3.8000000000000007,0.8,0.0
00296,-1.2000000000000002,1.4000000000000001,2.6,0.0
00297,2.4000000000000004,0.0,0.8,0.0
00298,3.4000000000000004,1.6,0.19999999999999996,0.0
00299,0.19999999999999996,0.8,0.0,0.0
00300,1.8,0.8,0.8,0.0
00301,-1.2000000000000002,0.0,0.0,1.6
00302,0.8,1.2000000000000002,0.19999999999999996,0.0
00303,0.4,1.4000000000000001,3.4000000000000004,3.0000000000000004
00304,3.8000000000000007,6.6,2.6,0.0
00305,1.4000000000000001,1.6,-0.19999999999999996,0.0
00306,0.8,-1.4000000000000004,0.8,0.0
00307,0.8,4.800000000000001,0.0,0.8
00308,0.8,4.6000000000000005,1.2000000000000002,0.0
00309,0.0,2.0,-2.4000000000000004,0.0
00310,1.8,1.4000000000000001,3.6,0.0
00311,-0.19999999999999996,2.4000000000000004,-1.7999999999999998,0.0
00312,1.8,2.0,0.4,0.0
00313,0.8,-0.19999999999999996,-1.2000000000000002,0.0
00314,0.8,0.0,0.8,0.0
00315,1.4000000000000001,1.6,0.6000000000000001,0.0
00316,0.8,3.0,-0.8,0.0
00317,0.4,1.4000000000000001,-0.19999999999999996,0.0
00318,-0.19999999999999996,0.4,0.8,0.0
00319,0.4,-0.6000000000000001,0.0,0.0
00320,0.0,5.4,-1.6,0.0
00321,1.4000000000000001,-2.0,0.4,0.0
00322,0.4,0.4,0.0,0.0
00323,1.4000000000000001,0.8,-1.0000000000000002,0.0
00324,2.2,-0.19999999999999996,3.8000000000000007,0.0
00325,0.8,3.2,1.0,0.0
00326,-0.19999999999999996,3.6,0.0,1.0
00327,0.8,2.8000000000000003,-1.2000000000000002,0.0
00328,1.8,0.4,0.0,0.0
00329,-0.6000000000000001,1.0,0.6000000000000001,0.0
00330,1.8,8.0,-1.8000000000000003,0.0
00331,0.8,1.0,-0.3999999999999999,0.0
00332,0.4,1.0,1.0,0.0
00333,0.4,1.0,0.8,0.0
00334,1.8,0.0,0.0,0.0
00335,0.8,4.0,2.0,0.0
00336,-0.8,0.8,0.0,0.0
00337,0.4,2.4000000000000004,0.19999999999999996,0.0
00338,1.8,1.4000000000000001,-0.3999999999999999,0.0
00339,0.4,1.4000000000000001,0.4,0.0
00340,0.8,3.6,0.0,1.8
00341,1.0,4.2,-0.3999999999999999,0.0
00342,0.0,0.4,1.2000000000000002,0.0
00343,0.4,0.0,2.4000000000000004,3.2
00344,-0.19999999999999996,-0.3999999999999999,0.0,0.0
00345,0.8,-0.3999999999999999,-0.6000000000000003,0.0
00346,1.4000000000000001,1.4000000000000001,2.0,0.0
00347,1.8,0.4,1.2000000000000002,0.0
00348,0.4,1.6,0.0,0.0
00349,-0.19999999999999996,0.4,4.2,0.4
00350,2.4000000000000004,2.8000000000000003,1.8,2.0
00351,-0.3999999999999999,1.2000000000000002,0.8,0.0
00352,0.4,1.8,0.4,0.0
00353,1.4000000000000001,1.8,0.8,0.0
00354,1.0,1.0,0.4,0.0
00355,2.6,1.0,0.0,0.0
00356,-0.19999999999999996,1.0,2.0,0.0
00357,2.6,2.6,0.4,0.0
00358,1.4000000000000001,2.4000000000000004,0.0,1.2000000000000002
00359,1.8,0.4,-0.19999999999999996,0.4
00360,4.6000000000000005,1.4000000000000001,0.4,0.0
00361,0.8,2.2,0.19999999999999996,0.0
00362,2.4000000000000004,0.4,0.0,0.0
00363,-0.8,0.8,0.4,0.0
00364,6.800000000000001,3.0000000000000004,0.0,1.8
00365,-0.8,0.8,0.4,-0.6000000000000001
00366,0.4,1.4000000000000001,0.0,0.0
00367,0.19999999999999996,1.2000000000000002,-1.2000000000000002,1.4000000000000001
00368,0.8,1.4000000000000001,0.4,0.0
00369,0.4,0.4,1.6,0.0
00370,-0.8,1.0,0.3999999999999999,0.0
00371,1.0,1.4000000000000001,0.4,0.0
00372,-0.6000000000000003,0.4,0.4,0.0
00373,3.0000000000000004,0.6000000000000001,1.8,1.6
00374,0.4,1.6,0.0,0.4
00375,0.8,1.8,0.0,0.4
00376,1.8,2.2,0.0,0.4
00377,1.4000000000000001,-1.2000000000000002,1.0,0.0
00378,-1.2000000000000002,3.2,2.0,0.0
00379,1.4000000000000001,0.0,1.2000000000000002,0.4
00380,1.6,0.8,1.0,0.0
00381,0.0,0.0,0.0,0.0
00382,1.4000000000000001,1.6,-0.6000000000000003,0.0
00383,1.6,2.4000000000000004,3.8000000000000007,0.0
00384,4.2,2.4000000000000004,2.6,0.0
00385,3.6,0.4,-0.8,0.0
00386,1.8,-3.0,-1.6,0.0
00387,1.0,1.4000000000000001,-0.19999999999999996,0.0
00388,-0.19999999999999996,1.0,0.0,0.0
00389,0.0,0.8,3.0000000000000004,0.0
00390,0.6000000000000001,1.0,0.8,0.0
00391,3.4000000000000004,1.6,-0.6000000000000003,0.0
00392,1.2000000000000002,0.8,3.2,0.0
00393,1.4000000000000001,0.0,0.4,0.0
00394,0.4,0.0,1.8,1.4000000000000001
00395,4.0,0.8,1.2000000000000002,0.0
00396,0.8,0.8,0.6000000000000001,0.0
00397,2.2,0.4,3.8000000000000007,0.0
00398,-0.19999999999999996,0.4,-0.3999999999999999,0.0
00399,1.8,0.4,1.8,0.0
00400,0.4,2.4000000000000004,0.8,0.0
00401,0.4,2.8000000000000003,0.4,0.0
00402,0.8,0.0,0.8,0.0
00403,2.2,0.4,0.0,0.0
00404,-0.6000000000000001,1.4000000000000001,1.4000000000000001,0.0
00405,-0.19999999999999996,0.4,1.0,0.0
00406,-0.6000000000000001,1.0,-0.6000000000000001,0.0
00407,-0.19999999999999996,0.0,1.0,0.0
00408,-0.19999999999999996,1.8,-0.8,0.0
00409,-0.6000000000000001,0.6000000000000001,0.8,0.0
00410,0.8,1.0,-1.2000000000000002,0.0
00411,1.2000000000000002,2.0,1.2000000000000002,0.0
00412,-0.19999999999999996,1.6,1.0,0.0
00413,0.8,3.4000000000000004,1.6,0.0
00414,-0.19999999999999996,-0.20000000000000018,3.0,0.0
00415,6.2,2.4000000000000004,0.8,0.0
00416,0.4,2.0,0.0,0.0
00417,-0.6000000000000001,-0.8,0.0,0.4
00418,1.2000000000000002,2.4000000000000004,0.0,0.4
00419,-0.19999999999999996,0.0,0.0,4.0
00420,0.19999999999999996,0.8,2.8000000000000003,0.0
00421,1.4000000000000001,1.0,0.8,2.0
00422,-0.19999999999999996,1.6,0.4,0.0
00423,0.4,-1.2000000000000002,3.4000000000000004,0.0
00424,0.4,1.6,0.4,0.0
00425,2.2,1.0,1.0,0.0
00426,2.0,0.0,0.4,0.0
00427,2.4000000000000004,-2.4000000000000004,0.8,0.0
00428,0.8,2.4000000000000004,0.0,2.4000000000000004
00429,0.19999999999999996,4.4,1.2000000000000002,0.0
00430,-0.19999999999999996,0.8,-1.8000000000000003,0.0
00431,1.0,2.2,0.8,0.0
00432,1.8,-3.2000000000000006,1.0,0.0
00433,0.8,-0.6000000000000003,0.0,0.8
00434,0.4,0.19999999999999996,2.0,0.0
00435,1.8,0.0,0.0,0.0
00436,0.4,2.4000000000000004,5.0,0.0
00437,0.8,0.0,3.8000000000000007,0.0
00438,-0.6000000000000001,1.0,-0.6000000000000003,0.0
00439,0.4,2.0,2.4000000000000004,0.0
00440,-0.19999999999999996,4.0,0.0,0.4
00441,2.0,0.0,-2.4000000000000004,0.0
00442,1.4000000000000001,0.4,5.0,0.0
00443,0.4,2.0,1.2000000000000002,0.0
00444,1.8,2.8000000000000003,-0.6000000000000003,0.0
00445,1.0,0.4,0.8,0.0
00446,3.6,1.0,2.4000000000000004,0.0
00447,0.4,1.2000000000000002,-0.6000000000000001,0.0
00448,1.8,-0.3999999999999999,0.4,0.0
00449,1.4000000000000001,1.0,0.0,1.0
00450,0.8,-1.6,1.8,0.0
00451,0.4,1.0,-0.6000000000000001,0.0
00452,0.6000000000000001,0.19999999999999996,3.0000000000000004,0.0
00453,1.8,2.4000000000000004,-0.19999999999999996,0.0
00454,1.4000000000000001,0.4,1.2000000000000002,0.0
00455,-0.6000000000000001,1.2000000000000002,0.8,0.0
00456,3.8000000000000007,2.0,0.8,0.0
00457,1.0,-3.2000000000000006,0.4,0.0
00458,2.6,0.0,0.4,0.0
00459,-0.6000000000000001,0.8,0.0,3.0000000000000004
00461,1.4000000000000001,3.4000000000000004,-0.8,2.0
00462,0.4,1.6,1.8,0.0
00463,0.4,0.0,0.0,0.0
00464,0.4,1.8,0.4,0.0
00465,1.8,0.0,0.19999999999999996,0.0
00466,0.8,2.0,1.6,0.0
00467,0.8,1.4000000000000001,-1.2000000000000002,-0.3999999999999999
00468,-0.19999999999999996,4.0,-0.8,0.0
00469,1.2000000000000002,0.19999999999999996,0.0,3.0000000000000004
00470,2.0,1.4000000000000001,-0.19999999999999996,0.0
00471,1.8,0.6000000000000001,2.2,0.0
00472,0.8,1.0,-0.19999999999999996,0.0
00473,-1.4000000000000004,0.0,0.0,0.0
00474,1.4000000000000001,-0.19999999999999996,0.4,0.0
00475,-0.19999999999999996,1.8,3.8000000000000007,0.0
00476,0.4,0.0,0.4,0.0
00477,0.4,0.19999999999999996,-0.19999999999999996,0.0
00478,0.8,2.2,-0.6000000000000003,0.0
00479,0.4,0.8,1.4000000000000001,0.0
00480,0.0,1.2000000000000002,0.0,0.0
00481,-0.6000000000000001,0.19999999999999996,0.0,1.0
00482,4.0,1.4000000000000001,1.4000000000000001,0.0
00483,0.0,1.2000000000000002,0.0,0.0
00484,0.0,0.8,-2.0,0.0
00485,0.8,4.4,0.0,0.0
00486,1.4000000000000001,0.4,0.4,0.0
00487,0.0,1.8,0.0,1.4000000000000001
00488,1.2000000000000002,0.0,0.4,2.8000000000000003
00489,1.0,2.2,0.8,0.0
00490,1.4000000000000001,1.2000000000000002,0.0,0.0
00491,1.8,0.4,0.4,0.0
00492,-0.19999999999999996,0.0,0.8,2.0
00493,2.8000000000000003,0.4,0.19999999999999996,0.0
00494,1.8,1.8,0.8000000000000003,0.0
00495,2.2,2.0,-0.19999999999999996,0.0
00496,-0.19999999999999996,1.4000000000000001,0.0,0.4
00497,0.19999999999999996,0.8,6.4,0.0
00498,2.2,1.8,0.4,0.0
00499,1.0,1.4000000000000001,-1.2000000000000002,0.0
00500,-0.8,2.4000000000000004,0.4,1.2000000000000002
00501,1.8,5.0,0.8,0.0
00502,0.4,0.4,0.4,0.0
00503,0.8,1.8,0.4,3.2
00504,-0.19999999999999996,3.2,0.4,0.8
00505,0.4,1.0,0.0,0.0
00506,2.6,1.8,-1.2000000000000002,0.0
00507,-0.6000000000000001,1.2000000000000002,1.2000000000000002,0.0
00508,0.8,-1.6000000000000005,0.4,0.0
00509,-0.19999999999999996,3.0000000000000004,-0.8,0.0
00510,0.8,0.4,1.4000000000000001,0.0
00511,-0.3999999999999999,0.8,0.8,0.0
00512,0.0,1.8,0.4,0.0
00513,0.4,0.0,0.4,0.0
00514,1.6,1.0,1.6,0.0
00515,0.4,0.3999999999999999,6.2,0.0
00516,3.8000000000000007,0.8,0.8,0.0
00517,0.8,2.4000000000000004,2.2,0.0
00518,0.4,2.2,0.8,0.0
00519,3.8000000000000007,3.2,0.0,0.0
00520,1.4000000000000001,2.6,0.0,0.0
00521,0.8,1.4000000000000001,0.8,0.0
00522,0.8,1.8,0.8,0.0
00523,0.4,0.8,1.2000000000000002,0.0
00524,0.19999999999999996,0.8,1.6,0.0
00525,0.8,5.4,1.2000000000000002,0.8
00526,0.8,2.2,1.4000000000000001,0.0
00527,0.6000000000000001,0.4,5.0,0.0
00528,0.4,1.4000000000000001,0.0,0.0
00529,-0.6000000000000001,2.4000000000000004,3.4000000000000004,0.0
00530,2.0,1.2000000000000002,3.0,0.0
00531,3.2,1.4000000000000001,0.6000000000000001,0.0
00532,0.8,3.8000000000000007,0.0,0.0
00533,0.4,1.4000000000000001,0.4,0.0
00534,2.8000000000000003,0.0,0.0,0.0
00535,0.8,7.0,0.19999999999999996,0.0
00536,1.4000000000000001,6.800000000000001,0.0,0.0
00537,0.4,1.0,2.0,0.0
00538,0.4,0.0,1.6,0.0
00539,1.8,6.4,0.8,0.0
00540,0.8,1.4000000000000001,0.19999999999999996,0.0
00541,3.4000000000000004,1.4000000000000001,-0.3999999999999999,0.0
00542,2.0,0.8,1.8,0.0
00543,1.2000000000000002,0.8,1.6,0.0
00544,0.4,1.2000000000000002,0.19999999999999996,0.0
00545,-1.2000000000000002,1.2000000000000002,0.0,2.0
00546,0.4,2.8000000000000003,0.0,0.0
00547,0.4,0.4,0.19999999999999996,0.0
00548,-0.6000000000000001,1.2000000000000002,-1.8000000000000003,0.6000000000000001
00549,-0.19999999999999996,0.19999999999999996,0.8,0.0
00550,3.0000000000000004,2.4000000000000004,0.3999999999999999,0.4
00551,4.2,1.8,1.2000000000000002,0.0
00552,0.4,1.6,1.2000000000000002,0.0
00553,2.4000000000000004,-3.0,0.0,2.0
00554,0.4,3.4000000000000004,-0.20000000000000018,1.6
00555,2.8000000000000003,1.4000000000000001,0.6000000000000001,0.0
00556,1.6,0.4,0.8,0.0
