고객번호,분기_count지수
00405,3.4000000000000004
00406,1.0
00407,1.8
00408,3.4000000000000004
00409,1.0
00410,1.8
00411,3.0000000000000004
00412,-0.8
00413,4.800000000000001
00414,3.0000000000000004
00415,-0.8
00416,4.800000000000001
00417,3.0000000000000004
00418,-0.8
00419,4.800000000000001
00420,3.0000000000000004
00421,-0.8
00422,4.800000000000001
00423,3.0000000000000004
00424,-0.8
00425,4.0
00426,-0.8
00427,0.6000000000000001
00428,4.0
00429,-0.8
00430,0.6000000000000001
00431,4.0
00432,-0.8
00433,0.6000000000000001
00434,4.0
00435,-0.8
00436,0.6000000000000001
00437,4.0
00438,-0.8
00439,0.6000000000000001
00440,4.0
00441,-0.8
00442,0.6000000000000001
00443,4.0
00444,-0.8
00445,0.6000000000000001
00446,4.0
00447,-0.8
00448,0.6000000000000001
00449,4.0
00450,-0.8
00451,0.6000000000000001
00452,4.0
00453,-0.8
00454,1.2000000000000002
00455,2.6
00456,-0.8
00457,1.2000000000000002
00458,2.6
00459,-0.8
00461,1.2000000000000002
00462,2.6
00463,-0.8
00464,1.2000000000000002
00465,2.6
00466,-0.8
00467,1.2000000000000002
00468,1.0
00469,3.8000000000000007
00470,-2.5999999999999996
00471,2.6
00472,2.2
00473,-1.0000000000000002
00474,1.0
00475,3.8000000000000007
00476,-2.5999999999999996
00477,2.6
00478,2.2
00479,-1.0000000000000002
00480,1.0
00481,3.8000000000000007
00482,-3.0
00483,2.2
00484,2.2
00485,-0.20000000000000018
00486,1.0
00487,4.6000000000000005
00488,-3.0
00489,2.2
00490,2.2
00491,-0.20000000000000018
00492,1.0
00493,4.6000000000000005
00494,-3.0
00495,2.2
00496,0.4
00497,0.19999999999999996
00498,-1.2000000000000002
00499,5.4
00500,-3.6000000000000005
00501,3.4000000000000004
00502,0.4
00503,0.19999999999999996
00504,-1.2000000000000002
00505,5.4
00506,-3.6000000000000005
00507,3.4000000000000004
00508,0.4
00509,0.19999999999999996
00510,-0.19999999999999996
00511,2.2
00512,0.19999999999999996
00513,3.8
00514,1.0
00515,3.0
00516,-0.19999999999999996
00517,2.2
00518,0.19999999999999996
00519,3.8
00520,1.0
00521,3.0
00522,-0.19999999999999996
00523,2.2
00524,1.2000000000000002
00525,-1.4000000000000004
00526,2.0
00527,-1.8000000000000003
00528,1.2000000000000002
00529,-1.0000000000000002
00530,1.2000000000000002
00531,-1.4000000000000004
00532,2.0
00533,-1.8000000000000003
00534,1.2000000000000002
00535,-1.0000000000000002
00536,1.2000000000000002
00537,-1.4000000000000004
00538,1.0
00539,-0.3999999999999999
00540,-0.19999999999999996
00541,1.0
00542,-0.8
00543,0.19999999999999996
00544,1.0
00545,-0.3999999999999999
00546,-0.19999999999999996
00547,1.0
00548,-0.8
00549,0.19999999999999996
00550,1.0
00551,-0.3999999999999999
00552,-0.19999999999999996
00553,1.4000000000000001
00554,-0.8
00555,1.4000000000000001
00556,1.0
00557,0.8000000000000003
00558,-0.19999999999999996
00559,1.4000000000000001
00560,-0.8
00561,1.4000000000000001
00562,1.0
00563,0.8000000000000003
00564,-0.19999999999999996
00565,1.4000000000000001
00566,-0.19999999999999996
00567,2.8000000000000003
00568,0.8
00569,3.4000000000000004
00570,1.2000000000000002
00571,3.2
00572,-0.19999999999999996
00573,2.8000000000000003
00574,0.8
00575,3.4000000000000004
00576,1.2000000000000002
00577,3.2
00578,-0.19999999999999996
00579,2.8000000000000003
00580,0.6000000000000001
00581,1.4000000000000001
00582,0.5999999999999996
00583,1.4000000000000001
00584,1.4000000000000001
00585,-0.6000000000000003
00586,0.6000000000000001
00587,1.4000000000000001
00588,0.5999999999999996
00589,1.4000000000000001
00590,1.4000000000000001
00591,-0.6000000000000003
00592,0.6000000000000001
00593,1.4000000000000001
00594,1.4
00595,1.4000000000000001
00596,1.8
00597,1.4
00598,1.4000000000000001
00599,1.8
00600,1.4
00601,1.4000000000000001
00602,1.8
00603,1.4
00604,1.4000000000000001
00605,1.8
00606,1.4
00607,1.4000000000000001
00608,2.2
00609,0.19999999999999973
00610,0.6000000000000001
00611,2.2
00612,0.19999999999999973
00613,0.6000000000000001
00614,2.2
00615,0.19999999999999973
00616,0.6000000000000001
00617,2.2
00618,0.19999999999999973
00619,0.6000000000000001
00620,2.2
00621,0.19999999999999973
00622,2.4000000000000004
00623,2.0
00624,2.4000000000000004
00625,2.0
00626,2.4000000000000004
00627,2.0
00628,2.4000000000000004
00629,2.0
00630,2.4000000000000004
00631,2.0
00632,2.4000000000000004
00633,2.0
00634,2.4000000000000004
00635,2.0
00636,3.8
00637,0.5999999999999996
00638,-0.20000000000000018
00639,3.6
00640,-1.2000000000000002
00641,1.2000000000000002
00642,3.8
00643,0.5999999999999996
00644,-0.20000000000000018
00645,3.6
00646,-1.2000000000000002
00647,1.2000000000000002
00648,3.8
00649,0.5999999999999996
00650,1.4
00651,4.4
00652,0.7999999999999998
00653,1.6
00654,3.0
00655,1.0
00656,1.4
00657,4.4
00658,0.7999999999999998
00659,1.6
00660,3.0
00661,1.0
00662,1.4
00663,4.4
00664,-1.2000000000000006
00665,1.4000000000000001
00666,1.4000000000000001
00667,0.3999999999999999
00668,-0.5999999999999996
00669,6.200000000000001
00670,-1.2000000000000006
00671,1.4000000000000001
00672,1.4000000000000001
00673,0.3999999999999999
00674,-0.5999999999999996
00675,6.200000000000001
00676,-1.2000000000000006
00677,1.4000000000000001
00678,-0.40000000000000036
00679,7.800000000000001
00680,0.7999999999999998
00681,8.2
00682,0.7999999999999998
00683,7.800000000000001
00684,-0.40000000000000036
00685,7.800000000000001
00686,0.7999999999999998
00687,8.2
00688,0.7999999999999998
00689,7.800000000000001
00690,-0.40000000000000036
00691,7.800000000000001
00692,-1.0
00693,3.6
00694,-1.0
00695,4.0
00696,-2.2
00697,4.0
00698,-1.0
00699,3.6
00700,-1.0
00701,4.0
00702,-2.2
00703,4.0
00704,-1.0
00705,3.6
00706,5.6000000000000005
00707,2.6000000000000005
00708,6.4
00709,2.6000000000000005
00710,5.6000000000000005
00711,1.4000000000000001
00712,5.6000000000000005
00713,2.6000000000000005
00714,6.4
00715,2.6000000000000005
00716,5.6000000000000005
00717,1.4000000000000001
00718,5.6000000000000005
00719,2.6000000000000005
00720,6.0
00721,-3.6000000000000005
00722,6.4
00723,-1.6000000000000005
00724,6.800000000000001
00725,-3.2000000000000006
00726,6.0
00727,-3.6000000000000005
00728,6.4
00729,-1.6000000000000005
00730,6.800000000000001
00731,-3.2000000000000006
00732,6.0
00733,-3.6000000000000005
00734,1.2000000000000002
00735,1.2000000000000002
00736,3.6
00737,0.0
00738,2.4000000000000004
00739,-0.3999999999999999
00740,1.2000000000000002
00741,1.2000000000000002
00742,3.6
00743,0.0
00744,2.4000000000000004
00745,-0.3999999999999999
00746,1.2000000000000002
00747,1.2000000000000002
00748,-0.3999999999999999
00749,4.2
00750,0.0
00751,4.2
00752,-2.4000000000000004
00753,4.2
00754,-0.3999999999999999
00755,4.2
00756,0.0
00757,4.2
00758,-2.4000000000000004
00759,4.2
00760,-0.3999999999999999
00761,4.2
00762,-0.3999999999999999
00763,2.2
00764,-0.3999999999999999
00765,3.4000000000000004
00766,0.0
00767,1.4000000000000001
00768,-0.3999999999999999
00769,2.2
00770,-0.3999999999999999
00771,3.4000000000000004
00772,0.0
00773,1.4000000000000001
00774,-0.3999999999999999
00775,2.2
00776,4.0
00777,-2.2
00778,3.0
00779,1.8
00780,-0.3999999999999999
00781,0.8000000000000003
00782,4.0
00783,-2.2
00784,3.0
00785,1.8
00786,-0.3999999999999999
00787,0.8000000000000003
00788,4.0
00789,-2.2
00790,2.6000000000000005
00791,2.8000000000000003
00792,-0.7999999999999998
00793,2.2
00794,3.6
00795,0.3999999999999999
00796,2.6000000000000005
00797,2.8000000000000003
00798,-0.7999999999999998
00799,2.2
00800,3.6
00801,0.3999999999999999
00802,2.6000000000000005
00803,2.8000000000000003
00804,-1.6
00805,1.8
00806,4.4
00807,0.3999999999999999
00808,0.6000000000000001
00809,4.4
00810,-1.6
00811,1.8
00812,4.4
00813,0.3999999999999999
00814,0.6000000000000001
00815,4.4
00816,-1.6
00817,1.8
00818,5.0
00819,2.4000000000000004
00820,3.0
00821,4.4
00822,4.6000000000000005
00823,2.8000000000000003
00824,5.0
00825,2.4000000000000004
00826,3.0
00827,4.4
00828,4.6000000000000005
00829,2.8000000000000003
00830,5.0
00831,2.4000000000000004
00832,7.200000000000001
00833,3.2000000000000006
00834,8.600000000000001
00835,7.0
00836,3.8000000000000007
00837,6.4
00838,7.200000000000001
00839,3.2000000000000006
00840,8.600000000000001
00841,7.0
00842,3.8000000000000007
00843,6.4
00844,7.200000000000001
00845,3.2000000000000006
00846,4.800000000000001
00847,4.4
00848,1.6
00849,2.2
00850,7.0
00851,-2.6000000000000005
00852,4.800000000000001
00853,4.4
00854,1.6
00855,2.2
00856,7.0
00857,-2.6000000000000005
00858,4.800000000000001
00859,4.4
00860,2.0
00861,2.2
00862,6.2
00863,-2.2
00864,4.800000000000001
00865,3.6
00866,2.0
00867,2.2
00868,6.2
00869,-2.2
00870,4.800000000000001
00871,3.6
00872,2.0
00873,2.2
00874,-2.2
00875,7.600000000000001
00876,-2.5999999999999996
00877,6.4
00878,-1.0
00879,6.4
00880,-2.2
00881,7.600000000000001
00882,-2.5999999999999996
00883,6.4
00884,-1.0
00885,6.4
00886,-2.2
00887,7.600000000000001
00888,-3.0
00889,6.000000000000001
00890,-3.0
00891,6.000000000000001
00892,-1.0
00893,6.000000000000001
00894,-3.0
00895,6.000000000000001
00896,-3.0
00897,6.000000000000001
00898,-1.0
00899,6.000000000000001
00900,-3.0
00901,6.000000000000001
00902,1.4000000000000001
00903,-0.19999999999999996
00904,2.6
00906,-0.19999999999999996
00907,1.4000000000000001
00908,1.8
00909,1.4000000000000001
00910,-0.19999999999999996
00911,2.6
00912,-0.19999999999999996
00913,1.4000000000000001
00914,1.8
00915,1.4000000000000001
00916,-0.19999999999999996
00917,3.0
00918,1.4000000000000001
00919,1.8
00920,3.4000000000000004
00921,1.8
00922,1.4000000000000001
00923,3.0
00924,1.4000000000000001
00925,1.8
00926,3.4000000000000004
00927,1.8
00928,1.4000000000000001
00929,3.0
00930,1.4000000000000001
00931,4.6000000000000005
00932,7.6000000000000005
00933,7.200000000000001
00934,5.0
00935,5.2
00936,8.0
00937,4.6000000000000005
00938,7.6000000000000005
00939,7.200000000000001
00940,5.0
00941,5.2
00942,8.0
00943,4.6000000000000005
00944,7.6000000000000005
00945,7.200000000000001
00946,5.0
00947,6.0
00948,7.600000000000001
00949,4.6000000000000005
00950,4.800000000000001
00951,7.200000000000001
00952,5.0
00953,6.0
00954,7.600000000000001
00955,4.6000000000000005
00956,4.800000000000001
00957,7.200000000000001
00958,5.0
00959,6.0
00960,7.600000000000001
00961,4.6000000000000005
00962,4.800000000000001
00963,7.200000000000001
00964,5.0
00965,6.0
00966,7.600000000000001
00967,4.6000000000000005
00968,4.800000000000001
00969,7.200000000000001
00970,5.0
00971,6.0
00972,7.600000000000001
00973,3.0
00974,4.2
00975,1.8
00976,5.0
00977,1.0
00978,3.8000000000000007
00979,3.0
00980,4.2
00981,1.8
00982,5.0
00983,1.0
00984,3.8000000000000007
00986,3.0
00987,4.2
00988,1.8
00989,4.2
00990,1.4000000000000001
00991,3.0000000000000004
00992,3.0
00993,4.6000000000000005
00994,1.8
00995,4.2
00996,1.4000000000000001
00997,3.0000000000000004
00998,3.0
00999,4.6000000000000005
01000,1.8
01001,4.2
01002,0.19999999999999973
01003,2.2
01004,2.8000000000000003
01005,1.0
01006,2.2
01007,2.4000000000000004
01008,0.19999999999999973
01009,2.2
01010,2.8000000000000003
01011,1.0
01012,2.2
01013,2.4000000000000004
01014,0.19999999999999973
01015,2.2
01016,0.8
01017,-0.20000000000000018
01018,3.8
01019,2.0
01020,-0.6000000000000003
01021,4.2
01022,0.8
01023,-0.20000000000000018
01024,3.8
01025,2.0
01026,-0.6000000000000003
01027,4.2
01028,0.8
01029,-0.20000000000000018
01030,3.4000000000000004
01031,1.2000000000000002
01032,-0.6000000000000003
01033,3.4000000000000004
01034,0.8
01035,-1.0000000000000002
01036,3.4000000000000004
01037,1.2000000000000002
01038,-0.6000000000000003
01039,3.4000000000000004
01040,0.8
01041,-1.0000000000000002
01042,3.4000000000000004
01043,1.2000000000000002
01044,2.6
01045,-1.2000000000000002
01046,1.8
01047,-1.2000000000000002
01048,3.8
01049,-1.2000000000000002
01050,2.6
01051,-1.2000000000000002
01052,1.8
01053,-1.2000000000000002
01054,3.8
01055,-1.2000000000000002
01056,2.6
01057,-1.2000000000000002
01058,1.8
01059,0.0
01060,2.4000000000000004
01061,-0.7999999999999998
01062,3.8
01063,-0.20000000000000018
01064,1.8
01065,0.0
01066,2.4000000000000004
01068,-0.7999999999999998
01069,3.8
01070,-0.20000000000000018
01071,1.8
01072,0.0
01073,3.4000000000000004
01074,4.2
01075,4.800000000000001
01076,4.800000000000001
01077,2.8000000000000003
01078,5.0
01079,3.4000000000000004
01080,4.2
01081,4.800000000000001
01082,4.800000000000001
01083,2.8000000000000003
01084,5.0
01085,3.4000000000000004
01086,4.2
01087,3.6
01088,4.800000000000001
01089,2.8000000000000003
01090,5.0
01091,3.8000000000000007
01092,3.4000000000000004
01094,3.6
01095,4.800000000000001
01096,2.8000000000000003
01097,5.0
01098,3.8000000000000007
01099,3.4000000000000004
01100,3.6
01101,4.800000000000001
01102,2.2
01103,0.5999999999999996
01104,2.2
01105,0.19999999999999973
01106,1.8
01107,1.7999999999999998
01108,2.2
01109,0.5999999999999996
01110,2.2
01111,0.19999999999999973
01112,1.8
01113,1.7999999999999998
01114,2.2
01115,0.5999999999999996
01116,3.0
01117,1.0
01118,2.2
01119,1.4
01120,3.4000000000000004
01122,0.5999999999999996
01123,3.0
01124,1.0
01125,2.2
01126,1.4
01127,3.4000000000000004
01128,0.5999999999999996
01129,3.0
01130,1.0
01131,5.8
01132,-0.5999999999999996
01133,6.6
01134,-1.0
01135,7.0
01136,0.20000000000000018
01137,5.8
01138,-0.5999999999999996
01139,6.6
01140,-1.0
01141,7.0
01142,0.20000000000000018
01143,5.8
01144,-0.5999999999999996
01145,6.6
01146,-1.0
01147,7.0
01148,0.20000000000000018
01149,5.8
01150,-0.5999999999999996
01151,6.6
01152,-1.0
01153,7.0
01154,0.20000000000000018
01155,5.8
01156,-0.5999999999999996
01157,6.6
01158,-1.0
01159,4.6000000000000005
01160,2.4000000000000004
01161,7.600000000000001
01162,4.6000000000000005
01163,2.4000000000000004
01164,7.600000000000001
01165,4.6000000000000005
01166,2.4000000000000004
01167,7.600000000000001
01168,4.6000000000000005
01169,2.4000000000000004
01170,7.600000000000001
01172,4.6000000000000005
01173,2.4000000000000004
01174,8.0
01175,5.800000000000001
01176,2.4000000000000004
01177,7.200000000000001
01178,3.8000000000000007
01179,2.4000000000000004
01180,8.0
01181,5.800000000000001
01182,2.4000000000000004
01183,7.200000000000001
01184,3.8000000000000007
01185,2.4000000000000004
01186,8.0
01187,5.800000000000001
01188,2.4000000000000004
01189,7.200000000000001
01190,3.8000000000000007
01191,2.4000000000000004
01192,8.0
01193,5.800000000000001
01194,2.4000000000000004
01195,7.200000000000001
01196,3.8000000000000007
01197,2.4000000000000004
01198,8.0
01199,5.800000000000001
01200,2.4000000000000004
01201,7.200000000000001
01202,2.6
01203,3.4000000000000004
01204,4.0
01205,-0.20000000000000018
01206,7.0
01207,1.6
01209,2.6
01210,3.4000000000000004
01211,4.0
01212,-0.20000000000000018
01213,7.0
01214,1.6
01215,2.6
01216,3.4000000000000004
01217,4.0
01218,-1.0000000000000002
01219,5.8
01220,0.8000000000000003
01221,2.6
01222,2.6
01223,4.0
01224,-1.0000000000000002
01225,5.8
01226,0.8000000000000003
01227,2.6
01228,2.6
01229,4.0
01230,-1.0000000000000002
01231,5.8
01232,1.4000000000000001
01233,-0.6000000000000003
01234,5.8
01235,2.2
01236,-1.0000000000000002
01237,5.8
01238,1.4000000000000001
01239,-0.6000000000000003
01240,5.8
01241,2.2
01242,-1.0000000000000002
01243,5.8
01244,1.4000000000000001
01245,-0.7999999999999998
01246,6.4
01247,-0.20000000000000018
01248,2.8000000000000003
01249,2.0
01250,4.6000000000000005
01251,-0.7999999999999998
01252,6.4
01253,-0.20000000000000018
01254,2.8000000000000003
01255,2.0
01256,4.6000000000000005
01257,-0.7999999999999998
01258,6.4
01259,-0.20000000000000018
01260,3.6
01261,2.0
01263,4.6000000000000005
01264,0.0
01265,6.4
01266,-0.20000000000000018
01267,3.6
01268,2.0
01269,4.6000000000000005
01270,0.0
01271,6.4
01272,-0.20000000000000018
01273,3.6
01274,1.0
01275,6.800000000000001
01276,1.0
01277,4.4
01278,1.8
01279,4.0
01280,1.0
01281,6.800000000000001
01282,1.0
01283,4.4
01284,1.8
01285,4.0
01286,1.0
01287,6.800000000000001
01288,1.0
01289,6.4
01290,3.0
01291,4.0
01292,3.0
01293,7.2
01294,1.0
01295,6.4
01296,3.0
01297,4.0
01298,3.0
01299,7.2
01300,1.0
01301,6.4
01302,4.800000000000001
01303,-0.5999999999999996
01304,5.6000000000000005
01305,4.800000000000001
01306,-0.5999999999999996
01307,6.4
01308,4.800000000000001
01309,-0.5999999999999996
01310,5.6000000000000005
01311,4.800000000000001
01312,-0.5999999999999996
01313,6.4
01314,4.800000000000001
01315,-0.5999999999999996
01316,2.8000000000000003
01317,5.8
01318,-2.2
01319,4.4
01320,7.4
01321,-2.6000000000000005
01322,2.8000000000000003
01323,5.8
01324,-2.2
01325,4.4
01326,7.4
01327,-2.6000000000000005
01328,2.8000000000000003
01329,5.8
01331,-3.8000000000000007
01332,3.6
01333,7.0
01334,-2.6000000000000005
01335,2.0
01336,7.0
01337,-3.8000000000000007
01338,3.6
01339,7.0
01340,-2.6000000000000005
01341,2.0
01342,7.0
01343,-3.8000000000000007
01344,3.6
01345,5.6
01346,3.2
01347,1.6
01348,5.6
01349,2.8000000000000003
01350,0.3999999999999999
01351,5.6
01352,3.2
01353,1.6
01354,5.6
01355,2.8000000000000003
01356,0.3999999999999999
01357,5.6
01358,3.2
01359,5.6000000000000005
01360,2.6
01361,6.800000000000001
01362,5.6000000000000005
01363,3.8
01364,8.8
01365,5.6000000000000005
01366,2.6
01367,6.800000000000001
01368,5.6000000000000005
01369,3.8
01370,8.8
01371,5.6000000000000005
01372,2.6
01373,5.4
01374,1.6
01375,1.8
01376,7.4
01377,2.8000000000000003
01378,0.6000000000000001
01380,5.4
01381,1.6
01382,1.8
01383,7.4
01384,2.8000000000000003
01385,0.6000000000000001
01386,5.4
01387,1.6
01388,0.6000000000000001
01389,4.0
01390,-0.20000000000000018
01391,3.8000000000000007
01392,0.0
01393,3.0
01394,0.6000000000000001
01395,4.0
01396,-0.20000000000000018
01397,3.8000000000000007
01398,0.0
01399,3.0
01400,0.6000000000000001
01401,4.0
01402,-1.4000000000000004
01403,4.6000000000000005
01404,1.6
01405,3.8
01406,0.6000000000000001
01407,4.800000000000001
01408,-1.4000000000000004
01409,4.6000000000000005
01410,1.6
01411,3.8
01412,0.6000000000000001
01413,4.800000000000001
01414,-1.4000000000000004
01415,4.6000000000000005
01416,1.4000000000000001
01417,4.4
01418,4.6000000000000005
01419,1.4
01420,3.6
01421,5.4
01422,1.4000000000000001
01423,4.4
01424,4.6000000000000005
01425,1.4
01426,3.6
01427,5.4
01428,1.4000000000000001
01429,4.4
01430,3.0000000000000004
01431,0.19999999999999973
01432,2.0
01433,4.2
01434,-0.19999999999999996
01435,3.2
01436,3.0000000000000004
01437,0.19999999999999973
01438,2.0
01439,4.2
01440,-0.19999999999999996
01441,3.2
01442,3.0000000000000004
01443,0.19999999999999973
01444,2.8000000000000003
01445,4.6000000000000005
01446,1.4000000000000001
01447,3.2
01448,4.6000000000000005
01449,1.4000000000000001
01450,2.8000000000000003
01451,4.6000000000000005
01452,1.4000000000000001
