고객번호,A_sum지수,B_sum지수,C_sum지수,D_sum지수
00118,1.0,2.0,2.0,0.0
00119,0.8,-1.0,0.4,0.0
00120,0.0,0.8,2.0,0.0
00121,0.8,4.0,0.0,2.4000000000000004
00122,0.0,1.0,2.0,0.0
00123,9.4,0.8,1.6,0.0
00124,0.0,-1.6,2.0,4.0
00125,-0.19999999999999996,0.8,5.0,0.0
00126,0.19999999999999996,1.4000000000000001,-3.0,0.0
00127,0.4,6.000000000000001,3.2,0.0
00128,2.0,1.4000000000000001,-2.0,0.0
00129,7.0,1.0,-0.19999999999999996,0.0
00130,-0.6000000000000001,2.4000000000000004,2.8000000000000003,0.0
00131,0.4,7.600000000000001,0.4,0.0
00132,1.8,0.4,0.19999999999999996,0.0
00133,0.4,0.4,2.0,0.0
00134,0.4,3.4000000000000004,2.0,0.0
00135,1.4000000000000001,2.4000000000000004,-2.0,0.0
00136,1.8,4.0,4.0,0.0
00137,0.8,5.2,0.0,0.0
00138,0.0,1.4000000000000001,0.0,0.0
00139,0.4,1.4000000000000001,6.000000000000001,2.8000000000000003
00140,0.0,3.0,-2.5999999999999996,0.0
00141,2.0,4.0,1.4000000000000001,0.0
00143,-1.6,1.0,0.0,2.0
00144,9.8,7.4,-1.2000000000000002,0.0
00145,1.4000000000000001,-1.2000000000000006,6.6,0.0
00146,-0.19999999999999996,0.0,0.0,0.0
00147,-0.19999999999999996,1.4000000000000001,2.0,0.0
00148,2.0,1.6,1.4000000000000001,0.0
00149,0.0,1.4000000000000001,1.0,0.0
00150,0.19999999999999996,0.4,0.0,0.0
00151,1.4000000000000001,0.4,3.6,0.0
00152,0.0,2.0,-0.19999999999999996,0.0
00153,0.4,2.8000000000000003,1.6,-3.0
00154,0.8,1.8,-2.4000000000000004,0.0
00155,0.4,8.4,2.0,0.0
00156,-0.19999999999999996,2.0,1.6,0.0
00157,1.2000000000000002,2.0,0.0,-3.0
00158,0.8,3.4000000000000004,-2.0,2.8000000000000003
00159,0.8,1.0,5.0,0.0
00160,0.4,1.0,1.6,0.0
00161,-0.6000000000000001,2.2,-2.4000000000000004,0.0
00162,0.8,1.0,-2.0000000000000004,0.0
00163,0.4,4.0,1.0,4.800000000000001
00164,0.4,7.000000000000001,5.8,0.0
00165,0.8,1.4000000000000001,1.6,0.0
00166,0.0,1.4000000000000001,1.6,0.0
00167,0.0,0.0,0.0,2.8000000000000003
00168,0.8,5.4,1.4000000000000001,0.0
00169,2.4000000000000004,0.8,5.4,0.0
00170,10.400000000000002,1.4000000000000001,2.0,0.0
00171,0.0,0.4,1.0,0.0
00172,0.4,2.0,2.0,0.0
00173,5.8,-2.2,0.0,0.0
00175,2.2,1.0,1.6,0.0
00176,0.8,2.4000000000000004,0.4,0.0
00177,-0.19999999999999996,2.8000000000000003,-3.0,0.0
00178,-0.6000000000000001,0.8,5.2,0.0
00179,0.8,0.8,0.0,2.4000000000000004
00180,0.4,-3.0,5.0,0.0
00181,0.0,9.0,5.0,0.0
00182,1.4000000000000001,7.4,0.0,2.8000000000000003
00183,4.0,0.8,2.0,0.0
00184,0.19999999999999996,2.0,5.0,0.0
00185,2.0,3.4000000000000004,2.0,0.0
00186,-0.19999999999999996,1.8,2.0,0.0
00187,0.4,6.000000000000001,1.4000000000000001,0.0
00188,3.0,1.2000000000000002,0.0,0.0
00189,0.8,-3.0,0.0,8.0
00190,0.4,0.0,0.0,0.0
00191,0.4,2.0,2.0,0.0
00192,1.0,2.4000000000000004,2.8000000000000003,2.4000000000000004
00193,-3.2000000000000006,1.4000000000000001,-1.0,0.0
00194,0.0,1.4000000000000001,1.6,0.0
00195,2.0,1.0,2.8000000000000003,0.0
00196,0.0,2.4000000000000004,0.0,5.0
00197,1.0,1.0,1.6,7.4
00198,1.4000000000000001,1.0,2.0,0.0
00199,0.0,1.4000000000000001,2.4000000000000004,0.0
00200,-0.3999999999999999,1.0,-0.6000000000000001,0.0
00201,0.4,8.4,6.0,0.0
00202,1.8,1.6,0.4,0.0
00203,2.0,1.0,2.0,0.0
00204,0.4,0.8,1.6,0.0
00205,-0.6000000000000001,0.8,1.4000000000000001,2.4000000000000004
00206,0.4,1.0,-2.8000000000000007,0.0
00207,-0.3999999999999999,1.0,1.2000000000000002,2.0
00208,-0.8,1.4000000000000001,0.0,0.0
00209,0.4,1.4000000000000001,1.0,0.0
00210,0.4,1.4000000000000001,1.0,0.0
00211,0.8,-1.0,4.0,0.0
00212,0.8,2.0,0.0,0.0
00213,0.4,1.0,0.4,0.0
00214,0.4,2.4000000000000004,0.0,0.0
00215,0.0,1.0,0.0,0.0
00216,0.8,1.4000000000000001,2.0,0.0
00217,-0.19999999999999996,3.8,1.6,0.0
00218,0.0,2.8000000000000003,0.0,6.800000000000001
00219,0.0,6.4,2.0,0.0
00220,6.000000000000001,0.8,2.0,0.0
00221,3.8000000000000007,1.0,5.0,0.0
00222,1.2000000000000002,1.4000000000000001,6.4,0.0
00223,1.0,-1.0,1.6,0.0
00224,0.4,1.8,0.0,0.0
00225,-0.6000000000000001,1.2000000000000002,5.8,0.0
00226,-2.2,1.0,0.8,0.0
00227,-1.0,0.0,0.4,0.0
00228,2.8000000000000003,0.8,2.4000000000000004,0.0
00229,1.8,5.0,4.4,0.0
00230,0.4,8.0,2.0,2.0
00231,7.800000000000001,1.0,-2.4000000000000004,0.0
00232,2.4000000000000004,5.0,0.0,0.0
00233,3.2,0.0,0.0,0.0
00234,1.0,0.8,0.3999999999999999,0.0
00235,0.4,3.0,0.4,0.0
00236,0.0,0.0,0.4,0.0
00237,0.8,7.4,0.0,0.0
00238,1.0,2.0,1.6,0.0
00239,0.4,8.0,4.0,0.0
00240,0.4,-1.4,0.0,8.4
00241,0.8,6.000000000000001,2.0,0.0
00242,2.4000000000000004,1.4000000000000001,2.0,0.0
00243,1.0,1.0,7.0,0.0
00245,0.0,7.0,1.0,0.0
00246,1.8,7.000000000000001,-2.4000000000000004,0.0
00247,0.0,2.0,1.4000000000000001,0.0
00248,0.4,1.0,2.4000000000000004,0.0
00249,0.4,5.8,2.0,6.000000000000001
00250,0.4,-2.2,1.2000000000000002,0.0
00251,-0.19999999999999996,5.0,1.4000000000000001,0.0
00252,0.8,2.0,1.6,2.0
00253,0.4,0.0,2.0,0.0
00254,-0.6000000000000001,5.0,4.0,0.0
00255,-0.6000000000000001,8.4,-2.2,0.0
00256,0.4,9.0,1.0,0.0
00257,1.8,0.8,-2.0,0.0
00258,0.0,1.0,0.4,0.0
00259,-0.20000000000000018,0.4,2.4000000000000004,0.0
00260,5.4,0.4,-2.5999999999999996,0.0
00261,0.0,-3.2000000000000006,5.0,2.4000000000000004
00262,0.0,-1.2000000000000002,1.6,0.0
00263,5.0,1.0,0.4,0.0
00264,6.0,1.4000000000000001,1.8,0.0
00265,0.0,0.0,4.0,0.0
00266,0.4,2.0,0.8,0.0
00267,0.0,0.4,3.6,0.0
00268,0.4,0.4,0.4,0.0
00269,-0.6000000000000001,6.000000000000001,0.4,0.0
00270,5.4,1.4000000000000001,1.2000000000000002,0.0
00271,0.4,2.0,0.0,2.0
00272,0.8,1.8,1.6,0.0
00273,0.8,7.000000000000001,5.0,0.0
00274,4.0,1.0,-0.3999999999999999,0.0
00275,0.4,1.0,0.0,0.0
00276,2.8000000000000003,4.4,0.0,0.0
00277,0.8,1.4000000000000001,3.6,0.0
00278,-3.6000000000000005,1.6,-0.6000000000000001,0.0
00279,0.8,4.0,2.0,0.0
00280,0.4,8.0,2.0,0.0
00281,1.2000000000000002,0.4,0.4,0.0
00282,0.0,8.0,2.0,0.0
00283,0.8,0.0,0.0,0.0
00284,0.0,1.4000000000000001,0.0,0.0
00285,0.0,1.4000000000000001,2.0,0.0
00286,0.0,1.0,3.2,0.0
00287,8.4,1.0,4.0,0.0
00288,-0.19999999999999996,1.8,2.0,0.0
00289,0.4,3.0000000000000004,6.0,0.0
00290,2.0,1.4000000000000001,0.0,0.0
00291,4.0,1.4000000000000001,-2.0000000000000004,0.0
00292,0.8,2.0,2.6,0.0
00293,0.8,1.0,1.6,0.0
00294,1.4000000000000001,2.0,3.6,2.4000000000000004
00295,1.4000000000000001,7.000000000000001,3.6,0.0
00296,-0.19999999999999996,3.2,1.4000000000000001,0.0
00297,0.4,0.0,0.4,0.0
00298,0.4,4.4,0.8,0.0
00299,-0.19999999999999996,0.8,4.0,0.0
00300,8.4,0.8,2.0,0.0
00301,0.0,-0.19999999999999973,0.0,3.2
00302,0.0,2.0,-0.6000000000000001,0.0
00303,0.19999999999999996,1.0,6.6,6.000000000000001
00304,1.4000000000000001,7.4,3.0,0.0
00305,0.4,0.8,0.4,0.0
00306,1.8,-1.0,1.6,0.0
00307,0.8,6.4,1.6,2.4000000000000004
00308,0.4,8.0,0.4,0.0
00309,-0.19999999999999996,4.800000000000001,-3.6000000000000005,0.0
00310,0.8,1.0,4.4,0.0
00311,0.0,2.4000000000000004,-1.6000000000000005,0.0
00312,7.800000000000001,3.6,0.0,0.0
00313,-0.19999999999999996,0.4,0.4,0.0
00314,-0.6000000000000001,5.0,4.0,0.0
00315,0.0,4.4,0.4,0.0
00316,0.4,6.2,0.4,0.0
00317,0.4,0.4,0.4,0.0
00318,0.0,2.4000000000000004,1.6,0.0
00319,-0.19999999999999996,-3.0,0.0,0.0
00320,0.4,1.4000000000000001,-1.6000000000000005,0.0
00321,-0.6000000000000001,-2.8000000000000007,0.4,0.0
00322,0.0,1.0,5.6000000000000005,0.0
00323,0.8,1.0,2.4000000000000004,0.0
00324,1.8,1.0,5.0,0.0
00325,0.4,2.4000000000000004,-1.6,0.0
00326,0.4,1.4000000000000001,0.0,5.0
00327,-0.19999999999999996,3.2,-2.4000000000000004,0.0
00328,0.8,2.0,2.0,0.0
00329,-0.6000000000000001,1.4000000000000001,0.4,0.0
00330,1.4000000000000001,7.4,-3.0,0.0
00331,0.8,1.0,-0.19999999999999996,0.0
00332,0.0,0.8,0.0,0.0
00333,0.4,1.4000000000000001,0.4,0.0
00334,0.0,0.0,0.0,0.0
00335,0.8,6.000000000000001,1.4000000000000001,0.0
00336,-0.6000000000000001,1.0,4.0,0.0
00337,0.0,2.8000000000000003,0.0,0.0
00338,1.4000000000000001,0.4,-0.3999999999999999,0.0
00339,2.4000000000000004,1.0,1.6,0.0
00340,0.4,3.4000000000000004,2.0,7.4
00341,1.0,6.4,-0.3999999999999999,0.0
00342,0.0,0.4,1.4000000000000001,0.0
00343,0.0,0.0,1.0,8.4
00344,0.0,1.6,0.0,0.0
00345,0.4,-1.0,1.8,0.0
00346,1.4000000000000001,7.0,5.0,0.0
00347,-0.19999999999999996,1.0,2.0,0.0
00348,2.4000000000000004,0.4,0.0,0.0
00349,0.19999999999999996,0.8,7.0,2.4000000000000004
00350,1.4000000000000001,1.0,7.0,7.000000000000001
00351,0.8,2.4000000000000004,2.4000000000000004,0.0
00352,0.4,0.8,1.6,0.0
00353,7.4,1.4000000000000001,5.4,0.0
00354,5.0,1.4000000000000001,2.0,0.0
00355,0.8,1.4000000000000001,0.0,0.0
00356,0.0,-1.2000000000000006,6.6,0.0
00357,0.4,6.2,0.0,0.0
00358,0.4,4.800000000000001,0.0,3.2
00359,0.0,0.8,0.4,2.0
00360,3.4000000000000004,1.4000000000000001,1.6,0.0
00361,0.4,2.2,-0.6000000000000001,0.0
00362,6.000000000000001,0.8,1.6,0.0
00363,-0.19999999999999996,2.0,2.0,0.0
00364,6.800000000000001,2.0,0.0,9.4
00365,-0.6000000000000001,0.8,2.0,-3.6000000000000005
00366,2.4000000000000004,1.0,1.6,0.0
00367,-0.19999999999999996,2.0,-0.6000000000000001,0.19999999999999996
00368,1.4000000000000001,1.0,0.0,0.0
00369,-0.19999999999999996,2.0,2.0,0.0
00370,-1.6000000000000005,1.4000000000000001,3.0,0.0
00371,5.0,0.8,2.0,0.0
00372,-2.2,1.4000000000000001,1.6,0.0
00373,2.0,0.4,0.8,2.8000000000000003
00374,0.4,5.4,1.6,2.4000000000000004
00375,-0.19999999999999996,0.8,0.0,2.8000000000000003
00376,0.8,1.0,0.4,2.4000000000000004
00377,-0.19999999999999996,-1.7999999999999998,4.0,0.0
00378,0.4,4.0,0.8,0.0
00379,0.4,0.0,-0.3999999999999999,2.4000000000000004
00380,2.4000000000000004,2.0,0.8,0.0
00381,0.0,0.0,0.0,0.0
00382,-0.19999999999999996,2.8000000000000003,2.4000000000000004,0.0
00383,0.0,7.4,7.0,0.0
00384,7.4,1.4000000000000001,4.800000000000001,0.0
00385,7.200000000000001,1.0,-0.7999999999999998,0.0
00386,0.4,-3.6000000000000005,-3.2000000000000006,0.0
00387,1.8,1.0,0.4,0.0
00388,-0.6000000000000001,1.2000000000000002,-2.8000000000000007,0.0
00389,-0.19999999999999996,0.8,5.0,0.0
00390,-0.5999999999999996,1.4000000000000001,1.6,0.0
00391,0.8,0.8,-0.19999999999999996,0.0
00392,1.0,0.8,2.0,0.0
00393,-0.19999999999999996,0.0,1.6,0.0
00394,-0.19999999999999996,0.0,0.0,2.0
00395,8.4,0.8,2.0,0.0
00396,0.4,0.8,0.4,0.0
00397,0.4,0.8,5.4,0.0
00398,0.4,5.6000000000000005,1.2000000000000002,0.0
00399,0.0,2.0,6.0,0.0
00400,0.0,2.4000000000000004,2.0,0.0
00401,-0.19999999999999996,8.0,1.6,0.0
00402,0.0,0.0,0.4,0.0
00403,0.8,1.0,0.0,0.0
00404,0.0,1.4000000000000001,7.0,0.0
00405,0.4,2.4000000000000004,5.0,0.0
00406,-3.0,1.0,-3.0,0.0
00407,-0.6000000000000001,0.0,5.0,0.0
00408,1.4000000000000001,8.600000000000001,-0.7999999999999998,0.0
00409,-0.19999999999999996,0.8,2.0,0.0
00410,2.4000000000000004,1.0,-3.0,0.0
00411,-0.6000000000000001,2.4000000000000004,0.19999999999999996,0.0
00412,-0.6000000000000001,1.0,0.0,0.0
00413,1.8,1.4000000000000001,1.4000000000000001,0.0
00414,-0.19999999999999996,0.8,7.4,0.0
00415,8.8,1.4000000000000001,1.6,0.0
00416,0.8,0.8,1.6,0.0
00417,0.0,-2.5999999999999996,1.6,2.0
00418,4.0,1.4000000000000001,0.0,2.8000000000000003
00419,0.4,0.0,0.0,9.0
00420,0.4,1.0,1.4000000000000001,0.0
00421,0.4,1.4000000000000001,3.2,7.000000000000001
00422,-0.19999999999999996,0.4,2.0,0.0
00423,-0.19999999999999996,-2.4000000000000004,5.0,0.0
00424,2.0,7.0,0.0,0.0
00425,0.8,1.4000000000000001,-1.2000000000000002,0.0
00426,1.4000000000000001,1.6,2.0,0.0
00427,0.4,-3.6000000000000005,1.6,0.0
00428,-0.19999999999999996,5.0,0.0,7.4
00429,0.8,6.4,0.8,0.0
00430,0.4,1.6,-3.0,0.0
00431,0.8,3.4000000000000004,1.4000000000000001,0.0
00432,0.4,-2.8000000000000007,4.0,0.0
00433,-0.19999999999999996,0.4,0.0,4.800000000000001
00434,0.4,-2.2,0.4,0.0
00435,0.4,0.0,-2.0,0.0
00436,0.8,6.000000000000001,6.000000000000001,0.0
00437,2.4000000000000004,2.0,2.4000000000000004,0.0
00438,-0.6000000000000001,1.2000000000000002,1.4000000000000001,0.0
00439,1.6,2.4000000000000004,1.4000000000000001,0.0
00440,-0.19999999999999996,6.4,0.0,2.8000000000000003
00441,1.8,1.2000000000000002,-3.0,0.0
00442,5.4,1.0,9.4,0.0
00443,1.4000000000000001,5.0,2.0,0.0
00444,1.4000000000000001,2.8000000000000003,-1.0,0.0
00445,5.8,1.0,1.6,0.0
00446,3.4000000000000004,0.8,2.4000000000000004,0.0
00447,1.4000000000000001,1.4000000000000001,-2.4000000000000004,0.0
00448,0.8,-0.19999999999999996,2.0,0.0
00449,0.0,1.4000000000000001,0.0,8.0
00450,0.8,-0.19999999999999996,0.4,0.0
00451,0.4,1.4000000000000001,-2.4000000000000004,0.0
00452,0.0,-1.6,1.0,0.0
00453,0.4,2.0,-0.7999999999999998,0.0
00454,1.4000000000000001,1.0,0.8,0.0
00455,0.4,2.4000000000000004,0.4,0.0
00456,2.4000000000000004,3.8,0.0,0.0
00457,-0.6000000000000001,-4.2,1.4000000000000001,0.0
00458,2.4000000000000004,1.4000000000000001,-0.3999999999999999,0.0
00459,0.0,-0.7999999999999998,0.0,6.4
00461,0.4,1.4000000000000001,-1.4,6.000000000000001
00462,0.4,2.8000000000000003,0.8,0.0
00463,0.4,0.0,0.0,0.0
00464,0.4,1.0,3.6,0.0
00465,1.2000000000000002,0.8,-1.4,0.0
00466,0.4,4.0,2.4000000000000004,0.0
00467,0.4,1.0,0.4,2.2
00468,0.4,1.4000000000000001,0.3999999999999999,0.0
00469,0.8,-0.3999999999999999,0.0,6.000000000000001
00470,2.8000000000000003,1.4000000000000001,0.0,0.0
00471,1.4000000000000001,-1.0,2.0,0.0
00472,2.2,1.0,-2.0,0.0
00473,-3.2000000000000006,0.8,0.0,0.0
00474,0.8,1.0,3.2,0.0
00475,0.4,0.4,5.4,0.0
00476,2.4000000000000004,0.0,0.0,0.0
00477,1.2000000000000002,0.4,2.6000000000000005,0.0
00478,0.0,2.4000000000000004,1.4000000000000001,0.0
00479,1.8,1.0,1.4000000000000001,0.0
00480,0.4,0.4,0.0,0.0
00481,0.4,0.4,0.0,8.0
00482,6.000000000000001,1.0,1.0,0.0
00483,0.8,3.6,2.0,0.0
00484,0.0,2.0,-1.4,0.0
00485,0.0,6.000000000000001,0.0,0.0
00486,-0.6000000000000001,2.0,1.6,0.0
00487,0.0,1.4000000000000001,0.0,6.0
00488,6.0,0.0,0.0,8.4
00489,-0.6000000000000001,5.4,0.4,0.0
00490,0.0,2.0,0.0,0.0
00491,0.4,2.0,0.4,0.0
00492,0.4,0.0,2.0,6.000000000000001
00493,1.2000000000000002,1.4000000000000001,-1.2000000000000002,0.0
00494,0.4,1.0,4.4,0.0
00495,1.8,4.0,0.4,0.0
00496,0.4,1.0,0.0,2.0
00497,-1.0,0.8,6.4,0.0
00498,0.8,1.0,1.6,0.0
00499,4.0,1.0,-3.0,0.0
00500,-0.19999999999999996,2.4000000000000004,1.4000000000000001,4.4
00501,1.0,10.8,2.0,0.0
00502,-0.19999999999999996,2.0,0.0,0.0
00503,0.4,1.2000000000000002,0.0,9.200000000000001
00504,-0.19999999999999996,1.2000000000000002,2.0,2.8000000000000003
00505,0.0,1.0,1.6,0.0
00506,0.8,1.0,-1.4,0.0
00507,0.0,6.4,4.6000000000000005,0.0
00508,0.4,-0.8000000000000007,2.0,0.0
00509,0.4,6.000000000000001,-1.2000000000000006,0.0
00510,-0.19999999999999996,1.0,3.4000000000000004,0.0
00511,4.0,1.4000000000000001,2.0,0.0
00512,0.0,1.0,2.0,0.0
00513,1.0,0.0,2.0,0.0
00514,1.8,1.0,2.4000000000000004,0.0
00515,0.8,-0.8000000000000007,6.4,0.0
00516,0.4,1.0,1.6,0.0
00517,0.4,2.8000000000000003,-0.6000000000000001,0.0
00518,-0.19999999999999996,2.0,2.0,0.0
00519,1.8,1.2000000000000002,0.0,0.0
00520,-0.6000000000000001,10.8,0.0,0.0
00521,0.8,0.8,2.0,0.0
00522,0.8,1.4000000000000001,2.0,0.0
00523,2.0,2.0,0.4,0.0
00524,-0.19999999999999996,0.8,2.0,0.0
00525,0.0,6.4,2.0,2.8000000000000003
00526,-0.6000000000000001,0.8,1.0,0.0
00527,-0.8000000000000007,2.4000000000000004,3.4000000000000004,0.0
00528,1.6,1.0,0.0,0.0
00529,0.4,1.4000000000000001,5.4,0.0
00530,0.0,2.4000000000000004,4.0,0.0
00531,1.4000000000000001,-1.6000000000000005,-2.5999999999999996,0.0
00532,0.8,3.2,0.0,0.0
00533,1.6,0.8,5.6000000000000005,0.0
00534,0.0,0.0,1.6,0.0
00535,0.4,8.4,0.4,0.0
00536,0.4,6.4,1.6,0.0
00537,2.0,1.0,0.0,0.0
00538,0.4,-2.4000000000000004,4.0,0.0
00539,0.0,7.000000000000001,1.6,0.0
00540,0.4,1.0,2.0,0.0
00541,0.0,0.8,-1.0,0.0
00542,0.4,0.8,2.6,0.0
00543,0.0,1.4000000000000001,4.800000000000001,0.0
00544,-0.19999999999999996,4.0,0.8,0.0
00545,1.4000000000000001,7.6000000000000005,0.0,4.2
00546,0.4,5.2,0.0,0.0
00547,0.4,1.2000000000000002,0.8,0.0
00548,0.4,1.0,-3.0,2.2
00549,0.0,3.8,0.4,0.0
00550,1.4000000000000001,2.4000000000000004,-0.5999999999999996,2.4000000000000004
00551,3.8,1.4000000000000001,2.4000000000000004,0.0
00552,0.0,0.4,2.0,0.0
00553,0.8,-3.2000000000000006,0.0,5.8
00554,0.8,7.4,-0.5999999999999996,2.8000000000000003
00555,1.0,0.4,3.0,0.0
00556,0.8,0.8,6.4,0.0
00557,-3.2000000000000006,1.4000000000000001,0.6000000000000005,0.0
00558,-0.19999999999999996,1.2000000000000002,0.0,8.0
00559,-0.6000000000000001,2.0,0.0,0.0
00560,0.4,6.0,0.20000000000000018,0.0
00561,1.4000000000000001,8.0,0.4,0.0
00562,-0.19999999999999996,4.0,2.0,0.0
00563,0.8,0.8,3.0,7.000000000000001
00564,0.4,3.6,1.8,0.0
00565,-0.19999999999999996,8.4,5.4,0.0
00566,0.4,4.0,0.0,0.0
00567,0.6000000000000001,1.4000000000000001,6.6,0.0
00568,7.0,3.8,1.0,0.0
00569,0.0,3.0,0.0,7.000000000000001
00570,5.0,2.0,-0.6000000000000001,0.0
00571,0.19999999999999996,1.2000000000000002,1.4000000000000001,0.0
00572,0.4,2.0,-1.0,0.0
00573,1.4000000000000001,2.8000000000000003,2.4000000000000004,0.0
00574,0.8,0.4,1.0,0.0
00575,0.0,1.0,-2.4000000000000004,0.0
00576,1.4000000000000001,0.8,-0.19999999999999996,0.0
00577,0.8,6.800000000000001,6.6,0.0
00578,-0.19999999999999996,1.0,-0.19999999999999996,0.0
00579,2.0,0.4,1.6,0.0
00580,0.4,1.0,-3.0,0.0
00581,0.0,0.4,6.000000000000001,0.0
00582,0.8,3.4000000000000004,0.0,2.0
00583,2.0,1.0,1.6,0.0
