고객번호,가공식품_구매지수,신선식품_구매지수,일상용품_구매지수,의약품/의료기기_구매지수,교육/문화용품_구매지수,외식_구매지수,기타_구매지수,디지털/가전_구매지수,가구/인테리어_구매지수,의류_구매지수,전문스포츠/레저_구매지수,패션잡화_구매지수,유아동_구매지수,명품_구매지수
00014,0.0,0.4,0.8,-1.2000000000000006,0.0,2.8000000000000003,5.2,-0.8000000000000007,-1.8000000000000003,-0.19999999999999996,2.4000000000000004,0.4,-3.0,6.4
00015,0.0,0.8,1.0,3.6,1.6,0.4,0.0,0.0,8.0,-3.4000000000000004,-1.6000000000000005,3.8,0.0,0.0
00016,1.0,1.0,6.4,0.0,2.4000000000000004,3.4000000000000004,0.0,2.4000000000000004,0.0,4.4,0.0,6.0,2.4000000000000004,2.0
00017,1.8,1.2000000000000002,2.6,2.8000000000000003,0.0,1.8,0.0,8.4,2.0,1.6,0.0,0.4,0.0,10.200000000000001
00018,0.0,0.4,0.8,0.0,0.0,0.4,0.0,-4.2,3.2,1.2000000000000002,4.800000000000001,-4.4,4.4,2.4000000000000004
00019,0.0,0.0,0.8,0.0,0.0,-0.19999999999999996,0.0,7.000000000000001,0.0,1.2000000000000002,7.0,-1.8000000000000003,0.0,4.800000000000001
00020,0.8,0.0,0.8,0.0,0.0,-0.6000000000000001,0.0,0.0,2.8000000000000003,2.8000000000000003,4.0,1.8,1.6,0.0
00021,1.4000000000000001,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,-4.2,10.8,6.2,10.2,-1.6000000000000005,1.8,0.0
00022,-0.6000000000000001,1.4000000000000001,2.4000000000000004,0.0,0.0,0.8,0.0,2.4000000000000004,0.0,2.4000000000000004,0.0,7.2,0.0,-4.800000000000001
00023,0.4,-3.8000000000000007,1.2000000000000002,0.0,2.0,0.4,0.0,2.4000000000000004,8.8,0.4,9.200000000000001,0.4,2.0,8.2
00024,0.4,1.0,1.0,0.0,0.0,5.2,0.0,0.0,4.4,7.200000000000001,0.19999999999999996,7.4,6.6,2.4000000000000004
00025,-0.19999999999999996,1.4000000000000001,0.6000000000000001,-3.0,0.0,0.4,0.0,0.0,0.0,1.8,0.0,0.8,0.0,0.20000000000000018
00026,1.4000000000000001,0.4,0.19999999999999996,2.0,-0.5999999999999996,0.0,0.0,7.800000000000001,6.6,-0.6000000000000001,2.4000000000000004,1.8,-1.0,-4.2
00027,1.4000000000000001,1.4000000000000001,4.2,0.0,0.0,0.4,0.0,0.0,2.4000000000000004,0.4,0.0,9.4,3.2,-1.4000000000000004
00028,0.0,1.8,2.0,0.0,1.6,2.0,0.0,0.0,0.0,-0.3999999999999999,0.0,0.0,0.0,0.0
00029,1.4000000000000001,0.0,0.4,8.8,0.0,0.4,0.0,3.2,1.8,0.4,0.0,0.0,0.20000000000000018,6.0
00030,1.0,0.0,1.4000000000000001,0.0,-0.7999999999999998,1.0,0.0,7.0,3.6,0.8,0.0,2.4000000000000004,0.0,6.0
00031,0.0,0.0,0.4,0.0,0.0,1.4000000000000001,0.0,2.0,2.4000000000000004,1.0,0.0,0.6000000000000001,1.8,0.0
00032,1.4000000000000001,1.0,1.8,2.4000000000000004,-3.0,1.0,0.0,0.0,0.0,4.4,2.0,10.400000000000002,-2.0,0.0
00033,1.0,1.4000000000000001,0.4,2.8000000000000003,0.0,-1.6000000000000005,0.0,0.0,-0.5999999999999996,5.2,-3.0,-0.3999999999999999,5.0,0.0
00034,0.0,-0.6000000000000001,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,9.4,1.4000000000000001,0.0,-3.2000000000000006,0.0,0.0
00035,0.8,0.0,0.8,0.0,0.0,1.4000000000000001,0.0,2.4000000000000004,8.4,0.4,2.4000000000000004,0.8,0.0,2.8000000000000003
00036,1.4000000000000001,1.0,1.8,1.6,0.0,1.0,0.0,-0.6000000000000005,-2.4000000000000004,9.4,0.0,6.800000000000001,5.2,0.0
00037,1.4000000000000001,0.4,2.8000000000000003,0.0,0.0,2.0,0.0,7.000000000000001,0.0,0.4,0.0,3.8000000000000007,4.0,2.4000000000000004
00038,1.0,0.4,0.4,1.6,7.4,1.0,0.0,6.4,7.800000000000001,1.2000000000000002,-1.6000000000000005,1.4000000000000001,2.4000000000000004,0.0
00039,0.0,0.0,2.6,0.0,0.0,1.0,0.0,0.0,-3.6000000000000005,-0.19999999999999996,0.0,3.4000000000000004,2.0,2.8000000000000003
00040,1.0,0.0,0.4,0.0,0.0,1.4000000000000001,0.0,12.4,2.8000000000000003,0.4,4.4,0.4,4.0,2.4000000000000004
00041,2.4000000000000004,0.4,2.4000000000000004,4.4,0.0,-0.6000000000000001,-3.6000000000000005,2.4000000000000004,2.8000000000000003,0.6000000000000005,0.0,4.800000000000001,0.0,2.4000000000000004
00042,0.4,1.0,0.0,5.2,4.0,4.4,0.0,0.0,1.8,1.2000000000000002,3.6,-1.2000000000000006,-3.0,0.0
00043,0.4,1.0,0.8,-2.0000000000000004,1.6,4.4,0.0,0.0,0.0,2.8000000000000003,1.6,2.0,0.0,0.0
00044,1.0,0.4,5.6,0.0,0.0,1.4000000000000001,0.0,4.4,3.2,0.19999999999999996,0.0,-1.2000000000000002,0.0,2.6
00045,-0.19999999999999996,1.0,1.2000000000000002,0.0,3.6,1.4000000000000001,0.0,0.0,-3.6000000000000005,0.8,2.8000000000000003,-3.8000000000000007,1.6,9.8
00046,1.0,0.8,1.2000000000000002,0.0,0.0,1.4000000000000001,0.0,7.200000000000001,2.0,0.8,6.000000000000001,2.4000000000000004,0.0,2.6000000000000005
00047,0.0,0.0,-0.19999999999999996,-1.2000000000000006,9.0,-0.19999999999999996,2.0,8.0,2.0,1.2000000000000002,2.2,4.2,-3.2000000000000006,2.8000000000000003
00048,1.4000000000000001,0.4,1.0,0.0,5.0,1.4000000000000001,-1.0,-1.7999999999999998,9.8,-0.19999999999999996,-3.0,0.8,3.2,9.8
00049,1.4000000000000001,0.4,0.19999999999999996,0.0,0.0,1.4000000000000001,0.0,9.0,8.8,0.4,0.0,2.8000000000000003,4.4,4.6000000000000005
00050,0.4,1.4000000000000001,0.4,0.0,2.8000000000000003,0.0,7.0,0.0,4.6000000000000005,0.8,4.800000000000001,-1.4000000000000004,2.4000000000000004,-1.2000000000000006
00051,0.0,0.4,0.4,-1.8000000000000003,-0.3999999999999999,0.19999999999999996,2.4000000000000004,4.0,-0.8000000000000007,1.8,0.0,0.8,0.8,0.0
00052,1.0,1.0,1.0,0.0,4.0,0.8,0.0,1.4000000000000001,2.8000000000000003,-0.6000000000000001,0.0,0.8,8.4,7.000000000000001
00053,0.4,0.0,4.800000000000001,0.0,0.0,1.4000000000000001,0.0,6.4,0.0,-0.19999999999999996,2.0,-0.6000000000000005,0.0,7.2
00054,0.0,0.4,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.7999999999999998,0.0,5.0,0.0,0.0
00055,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.4000000000000004,-1.0,0.3999999999999999,2.6,0.0,0.0
00056,0.4,0.4,0.6000000000000001,2.0,2.0,0.8,0.0,2.0,5.6000000000000005,0.8,0.0,-0.8,3.6,4.4
00057,1.4000000000000001,0.0,1.8,0.0,5.6000000000000005,0.0,0.0,0.0,2.0,4.0,2.4000000000000004,2.0,0.0,2.0
00058,1.4000000000000001,0.4,1.2000000000000002,0.0,4.2,0.0,0.0,0.0,2.4000000000000004,0.4,2.4000000000000004,2.4000000000000004,4.800000000000001,-0.6000000000000001
00059,1.0,1.0,0.4,0.0,0.0,0.0,0.0,2.4000000000000004,0.0,0.4,0.0,0.20000000000000018,0.0,4.800000000000001
00060,1.4000000000000001,1.0,2.4000000000000004,4.2,3.8000000000000007,1.4000000000000001,6.000000000000001,8.8,3.4000000000000004,0.8,4.4,5.8,7.0,0.0
00061,1.4000000000000001,0.0,0.8,0.0,2.0,0.4,0.0,2.0,1.2000000000000002,-0.6000000000000001,4.4,4.800000000000001,2.4000000000000004,2.4000000000000004
00062,1.0,0.0,1.8,0.0,-3.0,0.8,0.0,2.0,2.4000000000000004,0.8,8.4,1.6,2.4000000000000004,5.0
00063,1.0,0.0,0.4,0.0,0.0,1.4000000000000001,0.0,0.0,0.0,8.8,2.0,7.0,0.0,0.0
00064,-0.6000000000000001,-0.6000000000000001,1.2000000000000002,0.0,-0.3999999999999999,2.4000000000000004,0.0,0.0,6.0,-0.7999999999999998,0.0,0.0,0.0,0.0
00065,0.0,-0.19999999999999996,0.4,0.0,6.000000000000001,1.2000000000000002,7.4,-0.20000000000000018,4.800000000000001,2.6,4.4,-2.2,1.6,4.4
00066,1.0,0.4,0.4,0.0,-3.0,1.4000000000000001,0.0,-1.2000000000000006,2.0,-0.19999999999999996,6.000000000000001,4.6000000000000005,-0.20000000000000018,0.0
00067,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.800000000000001,2.0,2.0,0.0,0.0
00068,0.4,1.4000000000000001,0.4,0.0,8.0,0.4,1.0,5.4,2.8000000000000003,-0.19999999999999996,0.0,0.8,11.200000000000001,-4.4
00069,1.0,0.0,0.0,2.6,2.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,-2.4000000000000004,0.0
00070,1.4000000000000001,-3.6000000000000005,5.6,-3.6000000000000005,0.0,0.8,0.0,0.0,0.0,1.8,2.0,2.2,2.0,0.4
00071,0.0,0.0,0.4,0.0,2.0,4.4,0.0,0.0,2.4000000000000004,6.0,0.0,0.0,0.0,0.0
00072,1.0,1.4000000000000001,1.0,-1.2000000000000006,-2.2,2.8000000000000003,6.000000000000001,0.0,2.0,0.19999999999999996,2.4000000000000004,5.4,6.4,0.0
00073,0.19999999999999996,3.2,1.4000000000000001,-2.4000000000000004,-2.6000000000000005,3.8,0.0,6.6000000000000005,-1.0,-0.19999999999999996,0.0,0.4,2.8000000000000003,1.4000000000000001
00074,0.0,0.4,0.8,2.4000000000000004,0.0,0.0,0.0,2.4000000000000004,3.2,-0.19999999999999996,0.0,-0.19999999999999996,2.0,0.20000000000000018
00075,1.0,-0.19999999999999996,0.4,0.0,0.0,0.4,0.0,0.0,0.0,-0.3999999999999999,0.0,7.4,0.0,0.0
00076,0.0,0.0,0.8,0.0,5.6000000000000005,2.8000000000000003,0.0,2.4000000000000004,5.2,1.0,0.0,-0.3999999999999999,3.0,4.800000000000001
00077,1.0,0.0,0.4,0.0,-1.8000000000000003,1.0,0.0,0.0,0.0,0.8,2.0,-0.19999999999999996,4.0,5.8
00078,0.4,0.4,1.8,-4.2,0.0,0.4,0.0,8.4,0.19999999999999996,0.4,2.4000000000000004,0.4,0.0,0.4
00079,1.4000000000000001,0.8,0.8,0.0,-1.4,1.0,2.4000000000000004,0.0,2.0,3.4000000000000004,7.4,4.4,2.4000000000000004,0.0
00080,0.0,1.4000000000000001,1.4000000000000001,0.0,0.0,0.4,0.0,1.6,-2.5999999999999996,2.8000000000000003,2.0,7.0,2.0,0.0
00081,1.0,0.0,1.4000000000000001,0.0,0.0,0.4,-1.2000000000000006,10.600000000000001,-1.4000000000000004,-0.6000000000000001,7.0,3.8000000000000007,-1.4,2.8000000000000003
00082,-0.6000000000000001,0.4,2.2,7.000000000000001,2.0,0.0,2.4000000000000004,5.0,6.2,0.8,6.000000000000001,1.2000000000000002,7.4,6.6000000000000005
00083,1.0,0.0,1.8,0.0,0.0,1.4000000000000001,0.0,9.0,3.2,1.8,4.4,3.8,0.0,2.8000000000000003
00084,0.4,0.19999999999999996,0.4,0.0,1.6,0.0,0.0,1.7999999999999998,3.6,-0.6000000000000001,-1.2000000000000006,0.8,3.0,2.8000000000000003
00085,2.0,1.8,0.8,0.0,0.0,2.4000000000000004,0.0,6.000000000000001,0.0,2.2,5.0,1.8,0.0,0.0
00086,1.0,0.0,0.4,2.4000000000000004,0.0,1.0,0.0,7.000000000000001,9.200000000000001,0.4,4.4,6.800000000000001,3.2,2.0
00087,0.4,0.8,2.8000000000000003,0.0,0.0,0.4,-1.0,-1.5999999999999996,4.6000000000000005,10.8,0.0,1.8,6.0,8.0
00088,0.4,0.0,1.8,0.0,1.6,1.4000000000000001,0.0,8.4,2.4000000000000004,-0.6000000000000001,4.2,3.2,8.0,-3.6000000000000005
00089,0.4,1.0,0.8,2.4000000000000004,6.0,0.8,0.0,6.4,1.2000000000000002,0.19999999999999996,2.4000000000000004,5.4,7.2,0.0
00090,0.4,2.4000000000000004,0.4,0.0,0.0,0.4,0.0,8.200000000000001,3.2,-0.19999999999999996,2.4000000000000004,3.6,4.800000000000001,0.0
00091,0.4,0.0,0.4,0.0,4.6000000000000005,1.0,0.0,0.0,3.4000000000000004,0.4,0.0,6.000000000000001,2.4000000000000004,0.0
00092,1.0,0.0,0.0,6.000000000000001,7.000000000000001,1.0,8.0,4.800000000000001,4.6000000000000005,0.4,4.800000000000001,2.0,1.4000000000000001,3.0
00093,1.8,3.6,9.4,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,2.2,-1.6000000000000005,6.0
00094,2.0,3.4000000000000004,1.0,0.0,2.0,4.4,0.0,2.8000000000000003,-1.0,7.000000000000001,0.0,7.4,2.4000000000000004,10.8
00095,0.0,0.0,0.4,0.0,1.2000000000000002,0.4,0.0,0.0,3.6,0.8,0.0,3.4000000000000004,4.0,2.0
00096,0.4,0.4,0.0,0.0,0.0,2.4000000000000004,0.0,2.0,0.0,3.8000000000000007,8.4,-0.8000000000000007,0.0,2.4000000000000004
00097,0.8,0.8,0.4,1.6,4.4,3.2,0.0,0.0,2.6000000000000005,0.0,11.200000000000001,1.2000000000000002,3.8,-0.40000000000000036
00098,0.4,0.0,-0.19999999999999996,0.0,2.4000000000000004,1.4000000000000001,0.0,-3.0,4.4,1.8,2.0,-1.2000000000000006,6.000000000000001,5.2
00099,0.0,0.4,1.0,0.0,2.4000000000000004,0.8,1.0,4.4,5.6000000000000005,0.8,4.0,0.8,8.0,1.0
00100,1.4000000000000001,1.4000000000000001,2.2,0.0,0.0,1.8,0.0,5.8,2.8000000000000003,0.4,0.0,0.8,0.3999999999999999,4.800000000000001
00101,0.0,0.4,0.6000000000000001,0.0,0.0,1.8,0.0,0.0,0.0,3.4000000000000004,0.0,-1.2000000000000006,0.0,0.0
00102,1.4000000000000001,0.0,0.0,2.0,0.0,0.8,0.0,-0.6000000000000003,-1.0,0.19999999999999996,2.4000000000000004,-0.8,0.0,0.8
00103,0.0,0.0,1.4000000000000001,0.0,0.0,4.4,0.0,0.0,0.0,-2.5999999999999996,2.0,4.0,0.0,0.0
00104,1.0,0.4,0.4,0.0,6.000000000000001,5.4,0.0,0.0,0.0,4.800000000000001,0.0,1.6,4.4,0.0
00105,1.0,0.0,0.0,2.0,1.6,9.0,9.4,-0.7999999999999998,-0.19999999999999973,2.4000000000000004,2.4000000000000004,5.8,8.0,0.0
00106,1.0,0.0,0.8,2.4000000000000004,-1.0,1.4000000000000001,0.0,0.0,2.8000000000000003,-0.6000000000000001,4.800000000000001,3.4000000000000004,2.4000000000000004,5.2
00107,1.2000000000000002,1.0,0.8,0.0,0.0,0.0,0.0,2.5999999999999996,1.7999999999999998,0.8,8.4,3.8,1.8000000000000007,0.0
00108,0.0,1.0,1.8,0.0,9.4,1.4000000000000001,0.0,-3.6000000000000005,0.0,0.0,2.0,0.19999999999999996,8.0,1.6
00109,0.0,0.4,0.4,5.0,0.0,3.8000000000000007,0.0,5.0,5.0,0.6000000000000005,0.0,1.2000000000000002,2.8000000000000003,0.0
00110,0.0,0.8,1.8,0.0,2.4000000000000004,0.0,0.0,3.0,1.0,0.8,0.0,3.8,1.0,0.0
00111,0.0,0.4,1.0,0.0,2.0,2.4000000000000004,0.0,0.0,2.4000000000000004,-2.5999999999999996,0.0,6.0,0.0,0.0
00112,0.0,1.4000000000000001,1.0,0.0,8.600000000000001,0.8,0.0,10.4,-5.4,0.0,0.0,1.4000000000000001,9.0,0.0
00113,0.0,0.0,0.4,-3.6000000000000005,6.800000000000001,0.0,0.0,-0.40000000000000036,-1.0000000000000002,-0.6000000000000001,6.0,6.4,2.0,7.4
00114,-0.19999999999999996,0.4,-0.19999999999999996,0.0,0.0,0.8,0.0,0.0,0.0,1.8,-2.0000000000000004,-2.2,4.4,-1.2000000000000006
00115,1.0,0.0,1.4000000000000001,0.0,0.0,1.0,0.0,3.6,3.6,-2.8000000000000007,0.0,3.6,-2.4000000000000004,10.600000000000001
00116,0.0,0.4,0.8,0.0,0.0,2.4000000000000004,0.0,0.0,-3.6000000000000005,4.800000000000001,0.0,-1.6000000000000005,-2.4000000000000004,0.0
00117,0.8,1.8,1.4000000000000001,7.4,0.0,0.0,0.0,3.2,2.8000000000000003,-1.8000000000000003,2.0,2.0,0.0,5.2
00118,2.4000000000000004,1.4000000000000001,0.8,0.0,1.6,1.0,0.0,2.8000000000000003,2.0,0.4,0.0,0.6000000000000001,-3.6000000000000005,1.8
00119,0.4,0.4,1.4000000000000001,2.4000000000000004,2.0,0.4,0.0,4.800000000000001,6.0,0.4,0.0,1.0,1.4000000000000001,7.4
00120,1.4000000000000001,0.0,0.8,-1.8000000000000003,0.0,0.0,2.8000000000000003,2.8000000000000003,-0.8000000000000007,0.0,0.0,1.8,0.0,11.200000000000001
00121,0.4,1.4000000000000001,4.4,0.0,9.4,0.8,0.0,0.0,2.8000000000000003,1.2000000000000002,-3.6000000000000005,8.0,3.4000000000000004,-1.6000000000000005
00122,0.0,0.8,1.0,2.0,3.4000000000000004,0.0,2.4000000000000004,0.0,6.0,0.4,11.600000000000001,7.4,2.0,2.4000000000000004
00123,0.0,0.4,0.8,-1.2000000000000006,0.0,2.0,0.0,0.0,7.0,2.0,-1.4,-1.0,6.4,0.0
00124,0.0,1.0,0.4,0.0,2.0,1.4000000000000001,0.0,0.5999999999999996,-2.8000000000000003,-0.19999999999999996,5.0,0.19999999999999996,0.0,5.2
00125,0.0,0.4,-0.19999999999999996,0.0,1.6,0.4,0.0,0.0,0.0,-0.19999999999999996,4.800000000000001,-1.2000000000000006,0.0,0.5999999999999996
00126,1.0,1.0,1.2000000000000002,3.2,1.2000000000000002,0.0,0.0,3.6,2.8000000000000003,0.19999999999999996,2.0,4.0,0.0,2.8000000000000003
00127,1.4000000000000001,1.8,-0.3999999999999999,0.0,0.0,0.0,0.0,0.0,4.0,-3.2000000000000006,0.0,0.3999999999999999,1.6,2.0
00128,0.0,1.4000000000000001,0.8,2.0,0.0,0.0,0.0,0.0,2.0,2.4000000000000004,1.8,-3.0,1.6,0.0
00129,0.0,1.4000000000000001,0.6000000000000001,2.4000000000000004,2.0,5.0,0.0,0.0,4.4,2.0,-0.19999999999999973,3.0,2.0,0.0
00130,0.4,-0.19999999999999996,0.8,0.0,0.0,0.4,0.0,-1.0,6.0,-0.19999999999999996,4.0,-0.8,3.2,-1.4000000000000004
00131,1.4000000000000001,0.8,1.4000000000000001,0.0,0.0,1.0,0.0,5.2,8.4,0.8,0.0,0.8,6.4,7.800000000000001
00132,0.4,-0.6000000000000001,-0.19999999999999996,2.0,-2.5999999999999996,5.0,2.0,0.0,2.4000000000000004,0.4,-4.2,1.2000000000000002,-0.3999999999999999,0.0
00133,1.4000000000000001,0.4,0.4,2.0,2.0,1.4000000000000001,0.0,2.4000000000000004,2.4000000000000004,7.200000000000001,1.6,3.8000000000000007,0.0,6.000000000000001
00134,1.8,0.4,0.8,0.0,0.0,1.0,0.0,-2.8000000000000003,1.4000000000000001,-0.19999999999999996,0.8,0.0,5.2,1.4000000000000001
00135,1.0,0.4,2.0,0.0,0.0,1.4000000000000001,0.0,2.0,0.0,2.2,0.0,8.4,2.0,0.0
00136,0.4,1.0,9.200000000000001,0.0,0.4,2.4000000000000004,0.0,2.0,8.8,3.6,2.0,7.4,2.4000000000000004,0.0
00137,0.4,0.8,0.19999999999999996,-0.5999999999999996,2.0,2.0,0.0,3.8,-1.0,0.4,-0.8000000000000007,0.8,2.4000000000000004,2.2
00138,0.8,0.4,0.4,7.000000000000001,3.6,0.4,0.0,2.4000000000000004,5.0,0.4,0.0,0.4,4.800000000000001,1.0
00139,1.4000000000000001,0.4,0.0,2.4000000000000004,2.0,0.4,-3.0,2.0,4.2,3.8,7.0,1.8,2.0,-2.8000000000000007
00140,1.8,0.4,0.0,0.0,-2.4000000000000004,1.2000000000000002,0.0,-0.6000000000000001,2.4000000000000004,-0.6000000000000001,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8
00141,0.0,1.0,1.4000000000000001,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
00143,0.0,0.0,1.4000000000000001,2.4000000000000004,0.8,-2.2,0.0,0.0,0.0,3.4000000000000004,2.4000000000000004,2.8000000000000003,3.6,0.0
00144,0.4,-0.6000000000000001,1.4000000000000001,1.6,0.8,8.8,2.8000000000000003,2.0,2.0,9.8,2.4000000000000004,8.4,5.4,2.8000000000000003
00145,1.8,0.4,2.4000000000000004,0.0,0.0,0.4,0.0,10.600000000000001,-0.8000000000000007,0.4,13.400000000000002,2.8000000000000003,5.2,3.8
00146,-2.0000000000000004,1.4000000000000001,1.2000000000000002,0.0,0.0,0.4,0.0,2.0,2.6000000000000005,-0.19999999999999996,0.0,-0.19999999999999996,5.4,0.0
00147,1.0,0.4,0.4,0.0,2.0,0.4,2.8000000000000003,4.4,7.800000000000001,0.0,0.8,0.4,4.800000000000001,-0.8
00148,1.0,0.4,0.4,6.6,3.0000000000000004,0.0,0.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,0.0
00149,0.4,0.0,1.8,0.0,2.0,2.0,0.0,-2.5999999999999996,3.2,0.8,0.0,1.2000000000000002,0.0,4.800000000000001
00150,0.4,0.4,0.4,2.4000000000000004,0.4,2.2,0.0,3.0,-1.4000000000000004,0.19999999999999996,6.4,1.8,0.0,2.4000000000000004
00151,0.0,0.0,-0.19999999999999996,0.0,7.4,0.8,0.0,3.6,3.2,0.0,0.0,-0.8,6.2,8.0
00152,1.0,-0.19999999999999996,-0.19999999999999996,0.0,2.0,0.0,0.0,3.2,8.2,0.8,2.4000000000000004,0.8,0.0,2.0
00153,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,-3.0,0.6000000000000001,0.0,4.4,-0.5999999999999996,0.0
00154,1.0,0.4,1.4000000000000001,0.0,0.0,1.4000000000000001,0.0,0.0,0.0,4.800000000000001,0.0,-1.6000000000000005,0.0,3.2
00155,0.0,0.0,1.0,0.0,6.000000000000001,1.8,0.0,-1.0,3.6,0.0,2.4000000000000004,-2.2,0.0,9.0
00156,1.4000000000000001,0.0,1.0,0.0,0.0,2.4000000000000004,0.0,3.8000000000000007,-4.2,0.19999999999999996,2.0,1.8,0.6000000000000001,1.8
00157,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,2.4000000000000004,7.4,0.0,-3.6000000000000005
00158,0.8,0.8,1.4000000000000001,0.0,0.0,0.0,0.0,6.000000000000001,4.4,7.0,0.0,3.6,0.0,0.0
00159,1.0,0.4,0.8,0.0,2.4000000000000004,1.4000000000000001,2.4000000000000004,5.2,5.6000000000000005,0.8,1.1999999999999993,0.4,2.0,6.0
00160,0.0,0.0,0.4,0.0,0.0,1.0,0.0,2.0,9.8,0.4,6.000000000000001,1.6,2.4000000000000004,4.4
00161,1.4000000000000001,-0.6000000000000001,-0.19999999999999996,0.0,0.0,0.0,0.0,1.0,-1.2000000000000002,-0.19999999999999996,5.2,0.6000000000000001,1.2000000000000002,0.19999999999999996
00162,0.0,0.4,1.4000000000000001,0.0,2.0,0.0,0.0,2.8000000000000003,8.8,0.4,0.0,3.8000000000000007,7.4,2.4000000000000004
00163,0.0,1.0,0.0,4.2,-1.2000000000000006,1.2000000000000002,0.0,-0.7999999999999998,0.0,5.4,0.0,8.0,2.4000000000000004,0.0
00164,0.4,2.0,7.4,0.0,5.0,1.0,0.0,4.800000000000001,4.4,-0.19999999999999996,2.0,-1.8000000000000003,7.000000000000001,0.4
00165,1.4000000000000001,1.4000000000000001,3.8,0.0,0.0,0.8,0.0,5.2,5.8,-0.19999999999999996,2.4000000000000004,1.2000000000000002,-1.6000000000000005,4.800000000000001
00166,2.0,1.8,2.8000000000000003,4.4,7.800000000000001,1.4000000000000001,0.0,0.0,-0.8,0.4,8.8,0.8,3.0000000000000004,2.0
00167,1.0,1.0,1.4000000000000001,0.0,0.0,0.4,0.0,2.0,10.200000000000001,0.4,0.0,-1.4000000000000004,0.0,10.200000000000001
00168,1.0,1.4000000000000001,1.8,0.0,0.0,1.4000000000000001,0.0,3.2,5.6000000000000005,0.4,-1.2000000000000006,1.8,1.4000000000000001,8.8
00169,1.4000000000000001,1.4000000000000001,2.4000000000000004,6.000000000000001,1.6,8.4,6.000000000000001,0.0,-0.20000000000000018,1.8,-3.6000000000000005,4.800000000000001,3.6,3.0
00170,0.4,1.0,1.0,0.0,2.4000000000000004,0.0,0.0,0.0,7.4,-1.0,-1.4,7.0,5.0,0.0
00171,1.4000000000000001,1.0,1.8,4.4,1.6,1.4000000000000001,0.0,11.0,-0.8000000000000007,0.8,2.0,9.8,4.0,6.000000000000001
00172,0.4,0.0,0.0,0.0,4.0,1.4000000000000001,0.0,6.000000000000001,0.0,-0.6000000000000001,2.0,4.0,8.0,0.0
00173,0.0,1.4000000000000001,0.0,1.6,-3.0,3.2,0.0,2.4000000000000004,4.0,0.8,2.0,2.4000000000000004,7.800000000000001,2.0
00175,0.0,0.0,1.0,10.400000000000002,1.2000000000000002,3.0,2.0,0.0,-1.6000000000000005,5.4,3.6,3.0,5.0,0.0
00176,1.0,0.4,1.8,4.0,7.0,2.0,0.0,2.4000000000000004,0.0,2.0,0.0,6.0,1.8,0.0
