,고객번호,성별,CAT연령대,지역,경쟁사이용횟수,채널이용횟수,멤버십가입개수,RECENCY6,고객구분1_7,편의품구매비중,선매품구매비중,전문품구매비중,주말방문비중,주말구매비중
25,27,M,노년층,서울,11,0,0,1,증가,0.47656558993018205,0.41917506526691684,0.10425934480290112,0.5536105032822757,0.5150826075338405
26,28,F,노년층,서울,0,0,0,0,증가,0.942354185477984,0.05764581452201604,0.0,0.2232387923147301,0.223538747006657
27,29,M,노년층,인천,0,0,0,2,감소,0.15267903969299057,0.7403583031556005,0.10696265715140901,0.4231332357247437,0.3950370422867235
28,30,F,노년층,서울,0,0,0,2,증가,0.35121242898663163,0.5992024471379653,0.04958512387540307,0.1825581395348837,0.3854109864978868
29,31,F,노년층,경기,0,0,0,2,증가,0.5635469752383236,0.43645302476167636,0.0,0.74,0.7246467613965666
30,32,F,노년층,경기,0,0,0,0,증가,0.9098699087121538,0.09013009128784627,0.0,0.3066914498141264,0.3186454720224816
31,33,M,노년층,경기,0,0,0,1,증가,0.9593315122233365,0.0406684877766636,0.0,0.4640184225676453,0.5523315027929624
32,34,F,노년층,서울,5,0,0,2,감소,0.7314061819081233,0.26859381809187666,0.0,0.3341040462427745,0.3460737855844467
33,35,F,노년층,울산,10,0,0,2,증가,0.4120764565063972,0.5510156111034417,0.03690793239016114,0.5159500693481276,0.6890216270496036
34,36,M,노년층,경기,0,0,0,1,증가,0.4676623662029465,0.5323376337970536,0.0,0.2642089093701997,0.3891115226991753
35,37,F,노년층,서울,9,0,1,2,증가,0.41702240991954176,0.5788069044536148,0.004170685626843464,0.5143929912390488,0.5584672963202274
36,38,F,노년층,서울,0,0,0,0,증가,0.832863740718796,0.16713625928120399,0.0,0.2013085052843482,0.2125156849357796
37,39,F,노년층,서울,0,0,0,3,감소,0.11912496926546501,0.8728649131779354,0.00801011755659969,0.2911111111111111,0.4574689706068622
38,40,M,노년층,경기,0,0,0,0,증가,0.26182218332811663,0.7254794154401045,0.012698401231778782,0.1004566210045662,0.3239804058589633
39,41,M,노년층,서울,0,0,0,7,감소,0.6769200221194064,0.29432759637919265,0.028752381501400966,0.0907258064516129,0.2536785611852813
40,42,M,노년층,서울,0,23,0,0,증가,0.8271937960671105,0.1728062039328895,0.0,0.2673456397199236,0.3294813042309022
41,43,F,노년층,경기,2,0,1,3,감소,0.6862423501028493,0.31375764989715066,0.0,0.3027166882276843,0.2160985992415181
42,44,F,노년층,서울,0,0,1,0,증가,0.1069683710905363,0.2055878425297057,0.687443786379758,0.5086782376502003,0.251849711804091
43,45,F,노년층,경기,1,0,0,2,감소,0.07440079373225288,0.9133113144043158,0.012287891863431339,0.337979094076655,0.2792146007668848
44,46,F,노년층,서울,4,0,0,1,감소,0.12618151695149143,0.14784847305993626,0.7259700099885723,0.2429501084598698,0.3753548578504588
45,47,F,노년층,서울,0,0,0,8,감소,0.6423126906172288,0.3052610701887483,0.05242623919402285,0.3509749303621169,0.4530918027830288
46,48,F,노년층,인천,0,0,0,0,증가,0.4906538317644492,0.41286030129249895,0.09648586694305185,0.4351297405189621,0.5553045105295177
47,49,F,노년층,서울,1,0,0,1,증가,0.3421267769054223,0.4647838690753828,0.19308935401919483,0.1769230769230769,0.104740200331853
48,50,F,노년층,서울,0,0,0,0,감소,0.542913888421885,0.4451731419114324,0.011912969666682606,0.3392996108949416,0.5171676633129788
49,51,F,노년층,인천,2,0,0,0,감소,0.5492921521033389,0.450707847896661,0.0,0.3331103678929766,0.255768421110113
50,52,F,노년층,서울,0,0,0,0,감소,0.46531850287794946,0.4663811052241074,0.06830039189794311,0.3401430030643513,0.4288563051770405
51,53,M,노년층,서울,3,0,0,0,감소,0.16748230566722605,0.7878173202271567,0.044700374105617266,0.2735346358792184,0.1946349672067026
52,54,F,노년층,경기,12,0,0,0,감소,0.9044779015124444,0.09552209848755552,0.0,0.2528735632183908,0.2650897557273842
53,55,F,노년층,경기,0,0,0,0,증가,0.8701150702367834,0.12988492976321667,0.0,0.3220568335588633,0.2483593403055985
54,56,F,노년층,경기,2,0,0,0,감소,0.10156021784015473,0.6147460676326567,0.2836937145271885,0.3095652173913043,0.3765689934102835
55,57,F,노년층,경기,0,0,0,0,증가,0.9546620670919393,0.04168578172694211,0.0036521511811185067,0.2347826086956521,0.1962572498404586
56,58,F,노년층,서울,0,0,0,0,감소,0.35416149413914355,0.5506297054690653,0.09520880039179107,0.5525210084033614,0.6702104932189804
57,59,F,노년층,서울,1,0,0,1,감소,0.41844778619995415,0.5427729735479698,0.03877924025207606,0.3843797856049004,0.52622002060222
58,60,F,노년층,서울,1,0,0,1,증가,0.7058524504412137,0.29414754955878636,0.0,0.3183940242763772,0.4460080882257331
59,61,F,노년층,서울,3,0,1,1,감소,0.6440291166925828,0.3334935208161697,0.022477362491247606,0.2138314785373609,0.180971656214083
60,62,F,노년층,부산,6,0,0,1,증가,0.4165259881690406,0.581057349343864,0.0024166624870954473,0.4268292682926829,0.4169048819861128
61,63,F,노년층,경기,0,0,0,2,증가,0.8566951774581448,0.1433048225418552,0.0,0.2964601769911504,0.2662192393736018
62,64,M,노년층,경기,0,0,0,7,감소,0.9883282365669992,0.011671763433000755,0.0,0.2114882506527415,0.2192560984241675
63,65,F,노년층,서울,2,0,1,0,감소,0.5039610069054615,0.4825947204627423,0.013444272631796143,0.2892441860465116,0.2215556377397196
64,66,F,노년층,서울,0,0,0,0,감소,0.7667539445960653,0.2332460554039347,0.0,0.2891491985203452,0.2301995340656705
65,67,F,노년층,서울,0,0,0,0,증가,0.8945268007596171,0.10547319924038294,0.0,0.2011967090501122,0.1820777209492876
66,68,M,노년층,경기,1,0,0,0,감소,0.036877116251728466,0.8824801609569028,0.08064272279136868,0.2388429752066115,0.2830657508979556
67,69,F,노년층,경기,0,0,1,0,증가,0.9924896352972227,0.007510364702777317,0.0,0.2542805100182149,0.2595928263766139
68,70,M,노년층,서울,33,0,0,17,감소,0.17243613947963976,0.5420461078091231,0.2855177527112372,0.3522727272727273,0.249055422999894
69,71,F,노년층,서울,0,0,0,0,증가,0.9589631839960806,0.04103681600391935,0.0,0.2222222222222222,0.2184894995401188
70,72,F,노년층,경기,0,0,0,0,증가,0.6911426713000216,0.30885732869997834,0.0,0.3741403026134801,0.3824327112766311
71,73,F,노년층,부산,0,0,0,5,감소,0.05744317362151697,0.33057781280909954,0.6119790135693834,0.4585858585858586,0.5733639395947852
72,74,F,노년층,서울,3,42,0,12,감소,0.2395910035015245,0.6826660046973289,0.07774299180114665,0.1529790660225443,0.1645454669240526
73,75,M,노년층,서울,0,0,0,4,증가,0.9365912309735123,0.06340876902648769,0.0,0.2788605697151424,0.2554591710267695
74,76,F,노년층,경기,0,0,1,2,증가,0.46895199996839765,0.5019694413975967,0.02907855863400563,0.5979680696661829,0.7593982998809206
75,77,F,노년층,부산,13,0,0,4,감소,0.5070895731616094,0.4408863868792982,0.05202403995909244,0.0408415841584158,0.0385345851062773
76,78,F,노년층,경기,0,0,0,1,증가,0.19122996192387218,0.7051006934778202,0.10366934459830758,0.3451443569553806,0.3742435842952385
77,79,F,노년층,서울,5,0,1,0,증가,0.8192619147743901,0.18073808522560983,0.0,0.1293272370999346,0.1656943496905
78,80,F,노년층,서울,0,0,0,1,증가,0.8338585728615721,0.166141427138428,0.0,0.3076305220883534,0.3993670141204851
79,81,F,노년층,서울,0,0,0,0,증가,0.2439572768277055,0.6589813157983367,0.09706140737395778,0.3850085178875639,0.4885536847726538
80,82,F,노년층,서울,0,0,0,1,증가,0.12551324287792986,0.7061384637035607,0.1683482934185094,0.3336898395721925,0.2643115973331969
81,83,F,노년층,서울,1,0,1,0,증가,0.2373064878605048,0.7543479817036203,0.008345530435874975,0.3463969658659924,0.4129346375738059
82,84,F,노년층,경기,0,0,0,1,감소,0.11571491764235751,0.8315205052415638,0.05276457711607865,0.3659147869674185,0.4351223819004877
83,85,F,노년층,경기,6,0,0,1,증가,0.7817328432755954,0.2182671567244045,0.0,0.4044750430292599,0.5111463787411448
84,86,F,노년층,경기,0,0,0,0,증가,0.6188874760255715,0.3796761299862898,0.0014363939881387004,0.4186991869918699,0.4085010952504159
85,87,M,노년층,서울,1,0,1,1,감소,0.14003842450644327,0.8599615754935568,0.0,0.5135746606334841,0.3078352913194035
86,88,F,노년층,서울,14,0,0,0,증가,0.4601379141174365,0.5326703264449099,0.007191759437653695,0.477112676056338,0.6144301141602263
87,89,F,노년층,서울,4,0,0,1,증가,0.6535021607963416,0.3464978392036584,0.0,0.3096060815480304,0.3245117183898656
88,90,F,노년층,서울,1,0,0,1,증가,0.21579868882850511,0.7842013111714949,0.0,0.4201474201474201,0.6229695725847415
89,91,F,노년층,경기,0,0,0,0,증가,0.901629290000151,0.09837070999984895,0.0,0.1807407407407407,0.1164713917771841
90,92,F,노년층,경기,0,0,0,3,증가,0.47030023551906247,0.5282442920943258,0.00145547238661169,0.3995633187772925,0.2776969383976051
91,93,F,노년층,부산,1,0,0,2,증가,0.08554449208924847,0.689884740935867,0.2245707669748845,0.3084479371316306,0.3415968937839232
92,94,F,노년층,경기,0,14,1,1,증가,0.4505125622175348,0.47271800754412524,0.07676943023834001,0.3828715365239294,0.2681911121864933
93,95,M,노년층,경기,0,0,0,1,증가,0.7365325328224871,0.25486697533258534,0.008600491844927628,0.3013698630136986,0.3993583345044336
94,96,F,노년층,서울,1,0,1,5,감소,0.6672082645230003,0.3115714359188249,0.02122029955817478,0.3188153310104529,0.5274099446526535
95,97,M,노년층,경북,0,0,0,1,감소,0.12513741094624933,0.862925739606235,0.011936849447515637,0.4577572964669739,0.4300425903315499
96,98,F,노년층,서울,0,0,1,1,증가,0.6899337994169988,0.2104821171878642,0.09958408339513702,0.3888888888888889,0.3946535231618489
97,99,F,노년층,경기,0,0,1,1,증가,0.07415126935845902,0.5605890432225088,0.3652596874190322,0.261599210266535,0.2334442645412934
98,100,F,노년층,서울,0,0,1,4,증가,0.524458427055494,0.46649722611020666,0.00904434683429943,0.3321858864027538,0.2801297704479639
99,101,F,노년층,서울,5,0,1,3,감소,0.8004831091323983,0.19951689086760177,0.0,0.3226890756302521,0.4909607528683358
100,102,F,노년층,서울,13,0,0,3,감소,0.2574399863716721,0.26409850284167213,0.4784615107866558,0.2162162162162162,0.418160560170436
101,103,F,노년층,서울,0,0,0,1,증가,0.9190268041097012,0.08097319589029887,0.0,0.3038922155688622,0.2862393981030188
102,104,F,노년층,서울,0,0,0,1,증가,0.8500070124428386,0.1499929875571614,0.0,0.3204359673024523,0.3957352188198642
103,105,M,노년층,경기,0,0,0,1,증가,0.8756242609612487,0.12437573903875127,0.0,0.2553075666848122,0.2812783979860501
104,106,F,노년층,경기,0,0,0,2,감소,0.15822760078995934,0.822988551397429,0.018783847812611634,0.2783505154639175,0.3446273433634853
105,107,F,노년층,서울,2,0,0,0,증가,0.08161325628183151,0.9183867437181685,0.0,0.352112676056338,0.2261602141883904
106,108,F,노년층,서울,0,0,0,1,증가,0.4806798011983075,0.5178678820640832,0.0014523167376092527,0.3005698005698006,0.3517491644305213
107,109,F,노년층,경기,0,0,0,2,감소,0.7571289789581109,0.24287102104188904,0.0,0.3351111111111111,0.273311203247778
108,110,M,노년층,서울,2,0,0,0,증가,0.5507619974251872,0.4492380025748129,0.0,0.5621198957428323,0.6296624025792997
109,111,F,노년층,부산,0,0,0,0,감소,0.9608556206970809,0.039144379302919134,0.0,0.3444055944055944,0.3832272960688696
110,112,F,노년층,인천,6,17,1,1,증가,0.261597642783843,0.738402357216157,0.0,0.3060897435897436,0.2172553766559112
111,113,F,노년층,서울,9,0,0,0,감소,0.2595423961460444,0.544463464685847,0.1959941391681085,0.3733741392501912,0.3551030524863224
112,114,F,노년층,경기,2,0,0,0,감소,0.30647805816836604,0.6706215780744496,0.022900363757184423,0.3222748815165877,0.4947394778380576
113,115,F,노년층,서울,10,0,0,1,증가,0.21929341075714381,0.442741451356644,0.3379651378862122,0.3194444444444444,0.4516699743605911
114,116,F,노년층,서울,0,0,0,0,감소,0.869521966262698,0.130478033737302,0.0,0.2411985018726591,0.298599456405019
115,117,F,노년층,서울,2,0,1,2,감소,0.46563742169114963,0.48719774993438203,0.047164828374468296,0.2843511450381679,0.3632576492944235
116,118,F,노년층,부산,2,0,0,3,증가,0.24779989719720918,0.7051865416402692,0.04701356116252167,0.2841328413284132,0.3512122469058605
117,119,M,노년층,대구,3,0,0,3,증가,0.18928885924101432,0.6144995519027271,0.19621158885625856,0.3057247259439707,0.4165268415272842
118,120,F,노년층,서울,0,0,0,1,감소,0.03407066203059612,0.9559998875194118,0.009929450449992053,0.2538975501113585,0.2116640605614306
119,121,F,노년층,부산,4,0,0,1,감소,0.6045203524309355,0.3509442276867126,0.0445354198823519,0.2982171799027552,0.4146199326059897
120,122,F,노년층,서울,0,27,0,1,증가,0.34513761113956126,0.6486382761395968,0.006224112720841925,0.4604486422668241,0.3804670991776843
121,123,F,노년층,서울,0,10,0,1,감소,0.9028995951215455,0.0971004048784545,0.0,0.3043137254901961,0.3775299439459773
122,124,F,노년층,서울,0,0,0,1,감소,0.12014362778129199,0.8182274097364611,0.06162896248224689,0.6032388663967612,0.509871744202485
123,125,F,노년층,서울,0,0,1,3,감소,0.5801859153290091,0.300374614904844,0.11943946976614686,0.4289985052316891,0.5258270353512831
124,126,F,노년층,서울,0,0,0,0,감소,0.30607096598436817,0.6468977664232338,0.04703126759239804,0.2620689655172414,0.1660661583718252
125,127,F,노년층,부산,1,0,0,3,감소,0.7619381468595816,0.23253700599769786,0.005524847142720519,0.2393162393162393,0.2170293316039926
126,128,F,노년층,서울,0,0,0,0,증가,0.8010178580540104,0.19898214194598965,0.0,0.2872841444270015,0.2039422248142952
127,129,F,노년층,대전,0,8,0,0,증가,0.898857182940349,0.10114281705965099,0.0,0.2880116959064328,0.2807372403047539
128,130,F,노년층,서울,3,0,0,3,감소,0.3673348905977633,0.5845036597756513,0.048161449626585334,0.4623773173391494,0.4736452659441958
129,131,F,노년층,서울,0,0,1,0,증가,0.5756552654534923,0.40413849204535685,0.020206242501150846,0.4050785973397823,0.5392745999065682
130,132,F,노년층,경기,11,0,0,3,감소,0.8330392871997739,0.16696071280022604,0.0,0.3820558526440879,0.4055088506853903
131,133,M,노년층,경기,0,0,0,0,증가,0.6914818098514346,0.3085181901485654,0.0,0.1071428571428571,0.0770172355118416
132,134,F,노년층,경기,1,0,0,2,감소,0.1302776662024934,0.610085819308501,0.2596365144890056,0.3633217993079585,0.492498376643099
133,135,F,노년층,경기,0,0,0,2,증가,0.42659537811826337,0.5734046218817366,0.0,0.3462214411247803,0.2061793554045264
134,136,F,노년층,경기,10,0,1,5,증가,0.40675283758275965,0.5932471624172403,0.0,0.545,0.6023667189545495
135,137,F,노년층,서울,0,0,0,1,증가,0.16702803778602002,0.4248686064763742,0.40810335573760576,0.3159117305458769,0.5240812205821813
136,138,M,노년층,경남,1,4,1,3,감소,0.42190653493113156,0.44549049093993126,0.1326029741289372,0.3594674556213018,0.3560417344626098
137,139,M,노년층,서울,6,0,0,1,증가,0.4437326724026485,0.4259507008563489,0.13031662674100258,0.3081896551724138,0.2559589823144907
138,140,F,노년층,서울,0,0,0,0,증가,0.2559342146820986,0.09305116580354282,0.6510146195143586,0.3729946524064171,0.315867541874889
139,141,F,노년층,서울,0,0,0,0,증가,0.9912758203909523,0.008724179609047701,0.0,0.1675447839831401,0.1619285629900048
140,143,F,노년층,서울,0,0,0,2,증가,0.9095840067813918,0.09041599321860812,0.0,0.8352422907488987,0.8052015938425701
141,144,F,노년층,서울,0,0,0,0,감소,0.897518257005653,0.08879976985480971,0.01368197313953724,0.0307307486153296,0.0214865895878416
142,145,F,노년층,서울,0,0,0,4,증가,0.15363521708295746,0.7731411187785918,0.07322366413845068,0.6827794561933535,0.5731058027160983
143,146,F,노년층,부산,0,0,0,0,감소,0.08846634096593385,0.2993990812927968,0.6121345777412693,0.255,0.3537610347299958
144,147,M,노년층,경남,1,0,0,1,감소,0.18892578631583457,0.34432518530186745,0.466749028382298,0.0632716049382716,0.2005013633942486
145,148,F,노년층,서울,10,0,0,1,증가,0.9724702914599221,0.027529708540077823,0.0,0.2737752161383285,0.2714098422571849
146,149,F,노년층,서울,13,0,0,0,감소,0.5024687749427708,0.45910582805570815,0.03842539700152108,0.293354943273906,0.3600490859202279
147,150,F,노년층,서울,0,0,0,0,감소,0.34825302133513647,0.6424495959297306,0.009297382735132875,0.3525083612040133,0.2839596219740745
148,151,M,노년층,서울,0,0,0,6,증가,0.23631950800516838,0.7636804919948316,0.0,0.3219047619047619,0.5808695742736336
149,152,F,노년층,서울,1,0,0,0,감소,0.35867506000531585,0.6397495732371848,0.0015753667574993516,0.3346560846560846,0.5252143508640684
150,153,F,노년층,서울,0,0,0,0,감소,0.47632999919967006,0.52367000080033,0.0,0.2844932844932845,0.1909675601386563
151,154,M,노년층,부산,12,0,0,0,감소,0.23987811019496186,0.10318067000376797,0.6569412198012702,0.5971370143149284,0.9223382156297798
152,155,M,노년층,광주,12,0,0,4,증가,0.3523696097514732,0.6448940064481287,0.002736383800398179,0.2839160839160839,0.4336958850455152
153,156,F,노년층,대전,0,0,0,3,감소,0.24280840934956963,0.7515274074327372,0.005664183217693172,0.4886363636363636,0.4920775689804032
154,157,F,노년층,서울,6,0,0,0,증가,0.561517202006548,0.3971270992654617,0.041355698727990366,0.2275769745649263,0.4339444738092941
155,158,M,노년층,부산,0,0,1,0,증가,0.9601198232585986,0.03988017674140141,0.0,0.3848964677222899,0.3151150816318644
156,159,F,노년층,부산,1,0,0,5,감소,0.06911980080935937,0.6973185610755823,0.23356163811505834,0.203862660944206,0.23137891273471
157,160,F,노년층,경기,0,0,0,1,감소,0.6713983146033404,0.30726896214628546,0.02133272325037416,0.2840579710144927,0.1998800651675662
158,161,F,노년층,경기,3,0,1,26,감소,0.1280365158342528,0.6680922110981483,0.20387127306759895,0.3419243986254295,0.3714975905653963
159,162,F,노년층,대전,1,0,0,0,증가,0.1938157849639815,0.803122990851587,0.003061224184431522,0.3900966183574879,0.1542448414983845
160,163,F,노년층,서울,5,0,0,1,증가,0.9427460665756769,0.05725393342432308,0.0,0.3728522336769759,0.4420507446296906
161,164,M,노년층,서울,0,0,0,0,감소,0.1643050320856947,0.1910695677255141,0.6446254001887912,0.1442495126705653,0.4419453217280313
162,165,M,노년층,경기,0,0,0,5,증가,0.17008710975627075,0.8035368065019832,0.026376083741746062,0.3719211822660098,0.4266527191545578
163,166,M,노년층,경기,32,0,1,1,증가,0.37679045007574924,0.6219965592305984,0.001212990693652367,0.4655819774718398,0.455149931916854
164,167,F,노년층,경기,0,0,0,2,증가,0.3024815377127454,0.5667502758153374,0.13076818647191724,0.2581143740340031,0.2944356145331711
165,168,F,노년층,서울,0,0,0,1,감소,0.2080781266180929,0.7734350259522157,0.01848684742969144,0.2669735327963176,0.3240343806063932
166,169,F,노년층,인천,0,0,0,1,증가,0.5752360062725227,0.41337414887453855,0.011389844852938763,0.2439807383627608,0.307365581008534
167,170,F,노년층,부산,0,0,0,5,증가,0.9451915737533728,0.054808426246627164,0.0,0.2222222222222222,0.2165726178738394
168,171,F,노년층,서울,1,0,0,0,증가,0.5048108099375269,0.49518919006247303,0.0,0.2804428044280442,0.5842536104997471
169,172,F,노년층,서울,0,0,1,6,증가,0.84180763729563,0.15819236270437,0.0,0.1770736253494874,0.1971304164383374
170,173,F,노년층,경기,9,0,0,1,증가,0.6744865170407811,0.3224347318072173,0.0030787511520015665,0.2868632707774799,0.2826931679316001
171,175,F,노년층,서울,0,0,0,1,증가,0.8483895476814296,0.15161045231857037,0.0,0.0896761693883199,0.0728044825556475
172,176,F,노년층,서울,11,0,0,1,감소,0.8145584338078037,0.1854415661921963,0.0,0.2946341463414634,0.2856530749871266
173,177,F,노년층,경기,0,0,0,1,감소,0.3304379209021143,0.6695620790978857,0.0,0.3200757575757575,0.2967100921487732
174,178,F,노년층,서울,0,0,0,0,감소,0.631175185635642,0.3489543325651859,0.01987048179917211,0.2460966542750929,0.1971571208338667
175,179,F,노년층,경기,14,0,0,2,감소,0.549176042739305,0.44877701535769465,0.002046941903000317,0.5649466192170819,0.4972829082613786
176,180,F,노년층,서울,1,0,0,2,감소,0.6828759254945407,0.04699190268658414,0.27013217181887517,0.3227611940298507,0.3159640731287215
177,181,F,노년층,부산,3,0,0,2,증가,0.28970645745689816,0.7045357290750695,0.005757813468032389,0.215962441314554,0.1780484052468881
178,182,F,노년층,부산,0,0,0,0,증가,0.43643378115719844,0.5524514676279829,0.011114751214818641,0.1505968778696051,0.2179317886267979
179,183,F,노년층,경기,2,0,0,0,감소,0.8649041695951267,0.1350958304048733,0.0,0.3287671232876712,0.3967262253708401
180,184,F,노년층,경기,0,0,0,2,감소,0.2324700919080442,0.6679189436407704,0.09961096445118536,0.365702479338843,0.3065428827295394
181,185,F,노년층,경기,0,0,1,2,증가,0.9060495172118401,0.09395048278815982,0.0,0.3513513513513513,0.3580297534248762
182,186,F,노년층,서울,0,0,0,5,감소,0.4378589208029381,0.4762104083813037,0.08593067081575827,0.2454545454545454,0.3287599941298924
183,187,F,노년층,부산,0,0,1,2,감소,0.2932833219806578,0.6566217831225802,0.05009489489676189,0.3923766816143498,0.3676991060464233
184,188,F,노년층,서울,11,0,0,0,증가,0.9811077670228916,0.01889223297710841,0.0,0.1857461024498886,0.2307967488356176
185,189,F,노년층,경기,2,0,0,0,증가,0.344481516598293,0.6275157454536026,0.02800273794810437,0.1775325977933801,0.4205245802419527
186,190,M,노년층,경기,0,0,1,0,감소,0.5023536289853232,0.4032049247113848,0.09444144630329196,0.6170921198668147,0.6610038834745987
187,191,F,노년층,서울,1,0,1,0,증가,0.11220162986283715,0.8378318999359098,0.04996647020125303,0.3861111111111111,0.4240953936030729
188,192,F,노년층,서울,0,0,1,0,증가,0.36790612170704523,0.12094238445898718,0.5111514938339675,0.3019801980198019,0.1283956315514348
189,193,F,노년층,서울,1,2,1,3,증가,0.8753206100757466,0.1246793899242534,0.0,0.2160377358490566,0.2057428204366644
190,194,F,노년층,서울,0,0,1,0,증가,0.6611408999962262,0.33885910000377384,0.0,0.2342054881940012,0.2787030789790087
191,195,M,노년층,경기,3,0,1,1,증가,0.5702061639894362,0.42979383601056376,0.0,0.2356020942408377,0.2580136497377158
192,196,F,노년층,서울,0,0,0,7,증가,0.3831865564673248,0.6132091430500368,0.0036043004826383615,0.3227360308285164,0.2614925504842368
193,197,F,노년층,서울,1,0,0,0,증가,0.14565952800199328,0.8543404719980068,0.0,0.2476190476190476,0.5622366887729422
194,198,F,노년층,부산,0,3,1,1,증가,0.44550356973314215,0.550535464934934,0.003960965331923931,0.2919921875,0.2536823575824491
195,199,F,노년층,대구,0,0,1,1,증가,0.6257590921486305,0.35935321957506067,0.01488768827630885,0.3055934515688949,0.4272371329814551
196,200,F,노년층,인천,0,0,0,0,감소,0.7822732949455937,0.21772670505440625,0.0,0.3319838056680162,0.4472851412824734
197,201,F,노년층,서울,5,0,0,1,증가,0.40387983436993585,0.5961201656300642,0.0,0.4711286089238845,0.4842453729075099
198,202,F,노년층,서울,0,0,0,0,증가,0.2871855559357031,0.6617637758534409,0.05105066821085598,0.1640287769784172,0.2977641679536302
199,203,F,노년층,경기,0,0,0,0,증가,0.7875908694905018,0.2124091305094981,0.0,0.4267734553775744,0.4207154920570977
200,204,F,노년층,광주,0,0,1,0,증가,0.35288290907597725,0.6471170909240227,0.0,0.2032258064516129,0.2047264672316935
201,205,F,노년층,서울,0,4,1,0,감소,0.555371464047069,0.4446285359529309,0.0,0.2595744680851063,0.4500490638476215
202,206,M,노년층,경기,4,8,0,2,증가,0.7341290390897119,0.25886642753126216,0.007004533379025864,0.29464861379755,0.3771038167953472
203,207,F,노년층,서울,5,0,1,1,증가,0.9254599818860808,0.07454001811391918,0.0,0.1718918918918918,0.1837313846395619
204,208,F,노년층,경기,0,0,0,32,감소,0.05733066062904691,0.6345776790735908,0.3080916602973624,0.5511221945137157,0.6829093059140793
205,209,F,노년층,서울,8,0,0,0,감소,0.2169682386124644,0.7206225799815998,0.06240918140593571,0.2845849802371542,0.2890880463305534
