,고객번호,성별,CAT연령대,지역,경쟁사이용횟수,채널이용횟수,멤버십가입개수,RECENCY7,고객구분1_8,편의품구매비중,선매품구매비중,전문품구매비중,주말방문비중,주말구매비중
16,18,F,노년층,인천,0,0,0,2,감소,0.12197017792968806,0.8725206751221954,0.005509146948116543,0.3314285714285714,0.2594572276674219
17,19,F,노년층,경기,0,0,0,7,감소,0.6369360089485745,0.3561323646864,0.0069316263650254905,0.3385214007782101,0.4413693494262654
18,20,M,노년층,서울,25,0,0,2,감소,0.8196179900855876,0.18038200991441244,0.0,0.2590233545647558,0.2241538312397888
19,21,M,노년층,서울,0,0,1,0,감소,0.7304091345720051,0.26959086542799493,0.0,0.3983005841741901,0.3739449444769607
20,22,F,노년층,서울,0,0,0,0,증가,0.2661130781196303,0.011273316641215062,0.7226136052391546,0.4116222760290557,0.2501358172548958
21,23,M,노년층,서울,0,0,0,14,증가,0.49724812588548467,0.3843985523821374,0.11835332173237795,0.5287817938420348,0.450334463488457
22,24,M,노년층,서울,0,0,0,1,증가,0.5633282029025882,0.4002177267318465,0.03645407036556526,0.2439024390243902,0.2216090903404771
23,25,F,노년층,부산,10,0,0,7,증가,0.14351991375669737,0.7902017881068906,0.066278298136412,0.2177419354838709,0.1253133376658392
24,26,F,노년층,부산,1,0,0,2,감소,0.1088691061631343,0.7816059922521396,0.10952490158472611,0.3695408734602463,0.4711703429805611
25,27,M,노년층,서울,11,0,0,1,감소,0.5529856662144205,0.36966956695096487,0.07734476683461466,0.533678756476684,0.4961501934230735
26,28,F,노년층,서울,0,0,0,4,감소,0.9563897233079359,0.04361027669206404,0.0,0.2115987460815047,0.1940410703262669
27,29,M,노년층,인천,0,0,0,1,증가,0.16110602775785654,0.7445891139303114,0.09430485831183212,0.405,0.4063357953249636
28,30,F,노년층,서울,0,0,0,1,증가,0.37879941918581683,0.5783880806960036,0.04281250011817962,0.1763841254287114,0.3813846887573686
29,31,F,노년층,경기,0,0,0,1,증가,0.5789002840280967,0.4210997159719033,0.0,0.7324766355140186,0.7262232766977907
30,32,F,노년층,경기,0,0,0,0,증가,0.9200212415611293,0.07997875843887073,0.0,0.2935635792778649,0.30367018453883
31,33,M,노년층,경기,0,0,0,2,감소,0.9651345428052678,0.034865457194732254,0.0,0.4378250591016548,0.5103754024741891
32,34,F,노년층,서울,5,0,0,1,감소,0.699495681614724,0.300504318385276,0.0,0.3485838779956427,0.3687626662970783
33,35,F,노년층,울산,10,0,0,10,증가,0.4092330786240036,0.559254043681832,0.0315128776941645,0.4959537572254335,0.6951010626648696
34,36,M,노년층,경기,0,0,0,1,감소,0.4903921266010372,0.5096078733989627,0.0,0.2620519159456119,0.3723582603296533
35,37,F,노년층,서울,9,0,1,2,증가,0.42299398069726957,0.5733044346675009,0.003701584635229503,0.4864016736401673,0.5563509891404526
36,38,F,노년층,서울,0,0,0,0,증가,0.8152896514180236,0.18471034858197646,0.0,0.2100768573868488,0.2142208411158423
37,39,F,노년층,서울,0,0,0,7,감소,0.11367610154126874,0.8789346384483635,0.007389260010367765,0.2681017612524461,0.4488298283398896
38,40,M,노년층,경기,0,0,0,0,증가,0.229439220719527,0.7608827451103023,0.009678034170170725,0.1001317523056653,0.3772597940953066
39,41,M,노년층,서울,0,0,0,5,증가,0.7068405138407063,0.26774176094503604,0.025417725214257583,0.075,0.2305488341191437
40,42,M,노년층,서울,0,23,0,2,증가,0.8370598957187647,0.16294010428123526,0.0,0.2651236191478169,0.3207077526587107
41,43,F,노년층,경기,2,0,1,4,감소,0.7244326032580584,0.27556739674194164,0.0,0.2737487231869254,0.2126586337128969
42,44,F,노년층,서울,0,0,1,0,증가,0.11052460109752937,0.1867612920079226,0.702714106894548,0.4815668202764977,0.2300657816225604
43,45,F,노년층,경기,1,0,0,0,증가,0.07669460729610776,0.8975682150882913,0.025737177615600893,0.3271889400921659,0.2586350982385209
44,46,F,노년층,서울,4,0,0,0,감소,0.14198213480141691,0.19048679154728415,0.6675310736512989,0.2545126353790614,0.3872520596777504
45,47,F,노년층,서울,0,0,0,10,감소,0.642590914079871,0.30808882094348256,0.04932026497664646,0.353936239427456,0.4534319362859418
46,48,F,노년층,인천,0,0,0,1,증가,0.5133895671004451,0.3881197922466283,0.09849064065292655,0.4264705882352941,0.5747031941922223
47,49,F,노년층,서울,1,0,0,0,감소,0.2611089934733054,0.5564590984156561,0.18243190811103843,0.1858552631578947,0.2800353027348445
48,50,F,노년층,서울,0,0,0,0,감소,0.5546209019053974,0.43491516200450014,0.010463936090102478,0.3242894056847545,0.4946039896268348
49,51,F,노년층,인천,2,0,0,5,감소,0.5666687058026788,0.4333312941973212,0.0,0.3265060240963855,0.2593751562667769
50,52,F,노년층,서울,0,0,0,0,감소,0.47587003539989714,0.4490235045722673,0.07510646002783551,0.3146666666666666,0.4118530275365685
51,53,M,노년층,서울,3,0,0,0,감소,0.18814791053119553,0.7691400353601693,0.042712054108635135,0.275808936825886,0.2051275337789383
52,54,F,노년층,경기,12,0,0,0,감소,0.8969926714936508,0.10300732850634917,0.0,0.259904912836767,0.2873885868967187
53,55,F,노년층,경기,0,0,0,2,감소,0.8859194236837004,0.1140805763162996,0.0,0.3184931506849315,0.2594262040340665
54,56,F,노년층,경기,2,0,0,0,감소,0.11263896746629193,0.6141324254497393,0.2732286070839688,0.3161094224924012,0.3793136573157105
55,57,F,노년층,경기,0,0,0,0,감소,0.9516247543834179,0.04521672442512144,0.0031585211914606885,0.2207943925233645,0.1838001110469555
56,58,F,노년층,서울,0,0,0,0,증가,0.3558506093742113,0.5580331019474923,0.0861162886782964,0.5287569573283859,0.6244407760056684
57,59,F,노년층,서울,1,0,0,5,감소,0.4215829691887018,0.5447635081388775,0.033653522672420694,0.3663101604278075,0.51791696798166
58,60,F,노년층,서울,1,0,0,0,증가,0.7248774824415914,0.2751225175584085,0.0,0.322007722007722,0.4237448868222829
59,61,F,노년층,서울,3,0,1,7,감소,0.64793647166837,0.3246796027680546,0.027383925563575398,0.2218607677293428,0.1794240619563119
60,62,F,노년층,부산,6,0,0,2,증가,0.43717732460937647,0.5588069816541992,0.004015693736424368,0.4045077105575326,0.4006256589497441
61,63,F,노년층,경기,0,0,0,0,증가,0.8136768686649147,0.18632313133508527,0.0,0.3007518796992481,0.2510629202059918
62,64,M,노년층,경기,0,0,0,8,감소,0.9868436344644492,0.013156365535550744,0.0,0.2136422136422136,0.2197229547889881
63,65,F,노년층,서울,2,0,1,5,증가,0.5162247506308308,0.47136517400744626,0.01241007536172289,0.2860962566844919,0.2158769868736021
64,66,F,노년층,서울,0,0,0,0,감소,0.767730769873844,0.23226923012615602,0.0,0.2920818038804404,0.2402982837941293
65,67,F,노년층,서울,0,0,0,0,증가,0.9127091463323882,0.08729085366761186,0.0,0.1888619854721549,0.1729484395143912
66,68,M,노년층,경기,1,0,0,4,감소,0.04010873129397963,0.8850059257492844,0.07488534295673603,0.2366573033707865,0.2818853462684622
67,69,F,노년층,경기,0,0,1,0,증가,0.9915169309912457,0.008483069008754306,0.0,0.2430555555555555,0.2486897982722509
68,70,M,노년층,서울,33,0,0,0,감소,0.1634734790307366,0.5275646455222844,0.308961875446979,0.3543307086614173,0.2739798323821855
69,71,F,노년층,서울,0,0,0,1,감소,0.9612132957341952,0.03878670426580478,0.0,0.2107843137254902,0.2130390642100838
70,72,F,노년층,경기,0,0,0,5,증가,0.6996032722609454,0.30039672773905457,0.0,0.3877551020408163,0.3909078769056037
71,73,F,노년층,부산,0,0,0,0,감소,0.05534565626055213,0.31648293311938885,0.628171410620059,0.4947368421052631,0.5918400465775642
72,74,F,노년층,서울,3,42,0,5,감소,0.2530243461896212,0.6717151301131324,0.07526052369724631,0.141812865497076,0.1601044528326375
73,75,M,노년층,서울,0,0,0,0,증가,0.939534962416393,0.06046503758360694,0.0,0.2709923664122137,0.2522910371935674
74,76,F,노년층,경기,0,0,1,0,증가,0.48135305646386994,0.4932100871245928,0.025436856411537236,0.5468940316686967,0.7139302016499592
75,77,F,노년층,부산,13,0,0,0,증가,0.5106589254352405,0.4391588599689187,0.05018221459584076,0.0372736954206602,0.0356844628253496
76,78,F,노년층,경기,0,0,0,5,감소,0.19336355159919288,0.6841684398041211,0.12246800859668601,0.3322222222222222,0.3827766909225303
77,79,F,노년층,서울,5,0,1,1,감소,0.8309885487198313,0.16901145128016873,0.0,0.139989148128052,0.1856298607801972
78,80,F,노년층,서울,0,0,0,0,증가,0.8544439153159873,0.14555608468401268,0.0,0.2994542974079127,0.3899766184515278
79,81,F,노년층,서울,0,0,0,0,감소,0.2142377732951131,0.7105255391601497,0.07523668754473714,0.3672316384180791,0.5368375038755456
80,82,F,노년층,서울,0,0,0,0,증가,0.10613890458639083,0.7215685343213359,0.17229256109227323,0.3200379867046534,0.265823441303156
81,83,F,노년층,서울,1,0,1,14,증가,0.21503655866768556,0.7787607014605974,0.006202739871717001,0.3329842931937172,0.3341595431206904
82,84,F,노년층,경기,0,0,0,7,감소,0.11960841431591912,0.8291995692592466,0.05119201642483425,0.3325740318906606,0.4221542811204508
83,85,F,노년층,경기,6,0,0,0,증가,0.8002396237148064,0.19976037628519366,0.0,0.4139344262295082,0.4927556122964255
84,86,F,노년층,경기,0,0,0,6,증가,0.6359475104816187,0.36284825587754016,0.0012042336408410836,0.4103194103194103,0.4123600441206503
85,87,M,노년층,서울,1,0,1,2,감소,0.13812252387743043,0.7857074834958635,0.07616999262670605,0.5088408644400786,0.3519865006209684
86,88,F,노년층,서울,14,0,0,1,증가,0.4516098738916846,0.5419450984266825,0.006445027681632935,0.4733231707317073,0.5925263176706563
87,89,F,노년층,서울,4,0,0,1,증가,0.6782219469600254,0.32177805303997464,0.0,0.2960602549246813,0.3113686423973872
88,90,F,노년층,서울,1,0,0,0,증가,0.23054016785660003,0.7694598321434,0.0,0.396694214876033,0.6412787147003729
89,91,F,노년층,경기,0,0,0,0,감소,0.8666178353892945,0.13338216461070557,0.0,0.1794228356336261,0.1059686845957275
90,92,F,노년층,경기,0,0,0,2,증가,0.4704787299853029,0.5192102541348406,0.01031101587985654,0.3757687576875769,0.2590596383253737
91,93,F,노년층,부산,1,0,0,0,증가,0.10248308328138353,0.7031029685654978,0.1944139481531187,0.2640117994100295,0.3191881364140535
92,94,F,노년층,경기,0,14,1,0,증가,0.3607640900773638,0.4267170465980326,0.2125188633246036,0.3619631901840491,0.2203724929389789
93,95,M,노년층,경기,0,0,0,1,감소,0.7223895224928116,0.27043363081841315,0.0071768466887751825,0.3212709620476611,0.4225547909183608
94,96,F,노년층,서울,1,0,1,5,감소,0.6719026384281258,0.3090924618212494,0.019004899750624783,0.3257918552036199,0.5152131658817585
95,97,M,노년층,경북,0,0,0,0,감소,0.12667463715547794,0.8626704806669288,0.010654882177593247,0.4303630363036304,0.3984354365653783
96,98,F,노년층,서울,0,0,1,0,감소,0.6720006354776729,0.24027857473321484,0.08772078978911227,0.38205499276411,0.399859910672751
97,99,F,노년층,경기,0,0,1,2,증가,0.0794298191617151,0.5086375241977107,0.41193265664057427,0.2428330522765598,0.2332543011945024
98,100,F,노년층,서울,0,0,1,2,감소,0.5403718738678436,0.451284883677211,0.008343242454945419,0.3362573099415205,0.2845366082058461
99,101,F,노년층,서울,5,0,1,0,감소,0.8174627193205017,0.1825372806794982,0.0,0.3402777777777778,0.488268883079477
100,102,F,노년층,서울,13,0,0,4,감소,0.26689464893046805,0.2564752127955068,0.47663013827402523,0.2166320166320166,0.3958938270658035
101,103,F,노년층,서울,0,0,0,4,감소,0.9331017468630918,0.06689825313690821,0.0,0.2908415841584158,0.2648941592445082
102,104,F,노년층,서울,0,0,0,0,감소,0.8723169599286887,0.12768304007131126,0.0,0.3244325767690253,0.3937330126539096
103,105,M,노년층,경기,0,0,0,0,감소,0.8394637436760539,0.16053625632394605,0.0,0.2570621468926554,0.2727327142890789
104,106,F,노년층,경기,0,0,0,1,증가,0.1566222871357637,0.8274334813166575,0.015944231547578794,0.271513353115727,0.3499855791430819
105,107,F,노년층,서울,2,0,0,7,증가,0.09015465780996995,0.90984534219003,0.0,0.3537414965986394,0.2216684597660633
106,108,F,노년층,서울,0,0,0,1,증가,0.5220497450084566,0.47674391303326996,0.0012063419582735223,0.3286549707602339,0.3671586760680377
107,109,F,노년층,경기,0,0,0,0,감소,0.7733166446116992,0.22668335538830073,0.0,0.3271173271173271,0.2706133926120441
108,110,M,노년층,서울,2,0,0,0,감소,0.534616942640513,0.465383057359487,0.0,0.5564759036144579,0.6375785513543745
109,111,F,노년층,부산,0,0,0,1,감소,0.9649324540175697,0.035067545982430365,0.0,0.3370288248337029,0.3674230910492081
110,112,F,노년층,인천,6,17,1,0,증가,0.24876771644099743,0.7512322835590026,0.0,0.3105134474327628,0.2547608249720203
111,113,F,노년층,서울,9,0,0,0,감소,0.27068144916737996,0.5331428024360608,0.19617574839655924,0.3278902677988243,0.3352139694985324
112,114,F,노년층,경기,2,0,0,0,감소,0.3218163536673638,0.6566113843491972,0.02157226198343908,0.3152777777777777,0.4792590444221506
113,115,F,노년층,서울,10,0,0,0,증가,0.24158012904585416,0.4197866513242286,0.33863321962991727,0.3296903460837887,0.4387596249506166
114,116,F,노년층,서울,0,0,0,0,감소,0.8814038026616293,0.11859619733837064,0.0,0.2355673523556735,0.2982052917281148
115,117,F,노년층,서울,2,0,1,0,감소,0.5120572018944547,0.4448751521599034,0.04306764594564183,0.2811140121845082,0.342512428523205
116,118,F,노년층,부산,2,0,0,0,증가,0.23378610383132575,0.7141482099995315,0.052065686169142714,0.2896440129449838,0.3306006167379029
117,119,M,노년층,대구,3,0,0,1,감소,0.18546195662729376,0.6198050864957225,0.19473295687698366,0.3176972281449893,0.3866253531123373
118,120,F,노년층,서울,0,0,0,0,감소,0.033722393035236865,0.9565910104619195,0.00968659650284356,0.2367688022284122,0.1937006313509075
119,121,F,노년층,부산,4,0,0,0,증가,0.6296062851367942,0.33227519493335395,0.03811851992985191,0.2862694300518135,0.4107525271827609
120,122,F,노년층,서울,0,27,0,0,증가,0.34601667800172675,0.6488559183338014,0.005127403664471817,0.4608610567514677,0.382083214130572
121,123,F,노년층,서울,0,10,0,4,감소,0.9100785275448702,0.08992147245512987,0.0,0.3204081632653061,0.3842182849555459
122,124,F,노년층,서울,0,0,0,7,증가,0.13194162107168111,0.8097828809178887,0.0582754980104302,0.5957446808510638,0.518539069660638
123,125,F,노년층,서울,0,0,1,7,감소,0.5934755577741058,0.2923609868606027,0.11416345536529149,0.4098591549295775,0.5072229848488721
124,126,F,노년층,서울,0,0,0,1,증가,0.3240945879915821,0.6323477995884166,0.0435576124200013,0.2688953488372093,0.173615646326028
125,127,F,노년층,부산,1,0,0,2,증가,0.787791117643508,0.20729149780820302,0.004917384548289055,0.2321116928446771,0.221372174114752
126,128,F,노년층,서울,0,0,0,1,감소,0.7667284314629687,0.2332715685370314,0.0,0.2948885976408912,0.2461348093535936
127,129,F,노년층,대전,0,8,0,0,증가,0.9146907658304018,0.08530923416959826,0.0,0.2862108922363847,0.288126700514634
128,130,F,노년층,서울,3,0,0,8,감소,0.3816868295699733,0.5720375533180754,0.04627561711195137,0.4752774974772956,0.4898155513933898
129,131,F,노년층,서울,0,0,1,0,감소,0.5849443890362824,0.3963416109258903,0.01871400003782725,0.40463009562154,0.5368022432980382
130,132,F,노년층,경기,11,0,0,6,감소,0.8261340784263015,0.1738659215736985,0.0,0.3682413204325555,0.39192860348498
131,133,M,노년층,경기,0,0,0,0,증가,0.7205622912466889,0.2700798348745693,0.009357873878741757,0.0993676603432701,0.0896052336782698
132,134,F,노년층,경기,1,0,0,0,감소,0.1346286424272351,0.5724526225981458,0.2929187349746191,0.344927536231884,0.4511442016819842
133,135,F,노년층,경기,0,0,0,0,감소,0.40472954085009544,0.5952704591499045,0.0,0.3608562691131498,0.2007720542676243
134,136,F,노년층,경기,10,0,1,7,증가,0.40319749272886857,0.5968025072711314,0.0,0.5477272727272727,0.6050607977147551
135,137,F,노년층,서울,0,0,0,0,증가,0.1433730736872345,0.36409354475429184,0.49253338155847365,0.296981499513145,0.4888015969527644
136,138,M,노년층,경남,1,4,1,0,증가,0.443751712212739,0.43332330517877976,0.12292498260848124,0.3493397358943577,0.3551454917280831
137,139,M,노년층,서울,6,0,0,0,감소,0.4394014104384332,0.4465576486845989,0.11404094087696784,0.2679628064243449,0.2401694430816011
138,140,F,노년층,서울,0,0,0,2,감소,0.21856092512263434,0.07824735150397825,0.7031917233733874,0.3772032902467685,0.287091430250452
139,141,F,노년층,서울,0,0,0,0,증가,0.9932326188576701,0.0067673811423299085,0.0,0.1686851211072664,0.153514013010693
140,143,F,노년층,서울,0,0,0,1,증가,0.9133453467858754,0.08665465321412454,0.0,0.8435672514619883,0.8152614503877021
141,144,F,노년층,서울,0,0,0,7,감소,0.8355416596155256,0.15237273532602988,0.012085605058444453,0.0350395053246307,0.0235720619091769
142,145,F,노년층,서울,0,0,0,1,증가,0.16696465957543302,0.6459703697740079,0.18706497065055908,0.6633165829145728,0.5472178539425008
143,146,F,노년층,부산,0,0,0,0,감소,0.08991472220933648,0.2907957426139728,0.6192895351766907,0.2410714285714285,0.3386216387561658
144,147,M,노년층,경남,1,0,0,0,감소,0.219998116533212,0.341385782617469,0.438616100849319,0.0559796437659033,0.1931860307314439
145,148,F,노년층,서울,10,0,0,0,증가,0.9763965674811783,0.023603432518821667,0.0,0.2783171521035599,0.2677815630689928
146,149,F,노년층,서울,13,0,0,0,증가,0.5141533247709345,0.4501351750285925,0.035711500200473006,0.2894736842105263,0.3517422731013299
147,150,F,노년층,서울,0,0,0,5,감소,0.35550668975577115,0.635746626783029,0.008746683461199906,0.3480096501809409,0.3016525868010139
148,151,M,노년층,서울,0,0,0,5,증가,0.21540780955366814,0.6449355341451557,0.1396566563011762,0.314662273476112,0.6273279789062587
149,152,F,노년층,서울,1,0,0,7,감소,0.3319140944666385,0.6667566472288202,0.0013292583045412577,0.3655913978494624,0.5562963046278299
150,153,F,노년층,서울,0,0,0,0,감소,0.5151392240847814,0.4848607759152186,0.0,0.2707692307692307,0.1848099662312853
151,154,M,노년층,부산,12,0,0,0,감소,0.19473429633784908,0.10408550082287374,0.7011802028392772,0.5349593495934959,0.9126604253166236
152,155,M,노년층,광주,12,0,0,2,감소,0.40177095440034855,0.5812194865708223,0.017009559028829037,0.2932692307692308,0.3728523086199538
153,156,F,노년층,대전,0,0,0,1,증가,0.26406648057537085,0.7301920783126488,0.00574144111198036,0.4780775716694772,0.4739396576599097
154,157,F,노년층,서울,6,0,0,0,증가,0.5289038362125966,0.43759374489507996,0.0335024188923234,0.2143671607753705,0.4419710701751036
155,158,M,노년층,부산,0,0,1,0,증가,0.9439072231299187,0.05609277687008134,0.0,0.358974358974359,0.3023851112969452
156,159,F,노년층,부산,1,0,0,5,증가,0.06912472878681054,0.7109720600804806,0.21990321113270878,0.1965973534971644,0.2316657663617656
157,160,F,노년층,경기,0,0,0,0,감소,0.6875185875393162,0.2937680928033073,0.018713319657376586,0.2497945768282662,0.1828096510752709
158,161,F,노년층,경기,3,0,1,5,감소,0.13416799445016514,0.6592825161925828,0.20654948935725204,0.3338557993730408,0.3615347449813694
159,162,F,노년층,대전,1,0,0,1,증가,0.19809767130890432,0.7991218850557247,0.002780443635371055,0.4195953141640042,0.1792757627049486
160,163,F,노년층,서울,5,0,0,1,감소,0.8476006861054132,0.15239931389458683,0.0,0.3776119402985075,0.4936947814226844
161,164,M,노년층,서울,0,0,0,0,감소,0.16638062001719078,0.16695478674202224,0.666664593240787,0.1222651222651222,0.4180773396757806
162,165,M,노년층,경기,0,0,0,0,증가,0.17404122911090644,0.8009547588336947,0.02500401205539884,0.3574561403508772,0.4112446956528867
163,166,M,노년층,경기,32,0,1,5,증가,0.3714130509366607,0.6275404221877791,0.0010465268755601752,0.4334433443344334,0.4477856869240199
164,167,F,노년층,경기,0,0,0,1,감소,0.34826178459738044,0.5298121026357774,0.12192611276684216,0.2435897435897435,0.2800274239049121
165,168,F,노년층,서울,0,0,0,7,증가,0.21734236278021182,0.7631369291925615,0.019520708027226674,0.2816901408450704,0.3434667862869741
166,169,F,노년층,인천,0,0,0,0,감소,0.6589982517197321,0.31590979283030896,0.0250919554499589,0.2224824355971897,0.2580379279768253
167,170,F,노년층,부산,0,0,0,1,증가,0.9507421154253792,0.04925788457462082,0.0,0.1956656346749226,0.1857676954384535
168,171,F,노년층,서울,1,0,0,0,증가,0.4366561121438822,0.5587470607575883,0.004596827098529483,0.2824207492795389,0.5310082867547491
169,172,F,노년층,서울,0,0,1,5,감소,0.8488635807380136,0.15113641926198643,0.0,0.180544747081712,0.1905751807707261
170,173,F,노년층,경기,9,0,0,0,증가,0.6969540891717623,0.3003096687528067,0.002736242075431093,0.3007900677200903,0.2879885316425566
171,175,F,노년층,서울,0,0,0,1,증가,0.8331928326128817,0.16680716738711834,0.0,0.0859887535145267,0.0759210659895515
172,176,F,노년층,서울,11,0,0,4,감소,0.8164154320853529,0.18358456791464706,0.0,0.2990732940185341,0.2869048492667673
173,177,F,노년층,경기,0,0,0,2,증가,0.3284615571788864,0.6715384428211135,0.0,0.307563025210084,0.3040471404346253
174,178,F,노년층,서울,0,0,0,0,감소,0.6569104543984384,0.3261086100637002,0.016980935537861445,0.2228228228228228,0.1818902083367048
175,179,F,노년층,경기,14,0,0,0,감소,0.5586777259599034,0.43381317166304645,0.007509102377050106,0.5312989045383412,0.477393642378172
176,180,F,노년층,서울,1,0,0,5,증가,0.7000550865718845,0.044131017812079,0.2558138956160364,0.3252818035426731,0.3253250051184135
177,181,F,노년층,부산,3,0,0,5,증가,0.2832896440901548,0.7120139344702681,0.004696421439577157,0.2175,0.1694605803048616
178,182,F,노년층,부산,0,0,0,1,증가,0.42186385553255606,0.5321460103689324,0.04599013409851161,0.1597588545591559,0.2256777964487392
179,183,F,노년층,경기,2,0,0,1,감소,0.8755934487608489,0.1244065512391511,0.0,0.3006253006253006,0.3707770403345496
180,184,F,노년층,경기,0,0,0,2,감소,0.24629675681009966,0.6566099126695293,0.0970933305203711,0.3802559414990859,0.3099369517337142
181,185,F,노년층,경기,0,0,1,4,증가,0.905045866578281,0.09495413342171898,0.0,0.3628383321141185,0.3909399992728958
182,186,F,노년층,서울,0,0,0,2,감소,0.4537752273535498,0.46704101159445977,0.07918376105199043,0.241923365890308,0.3416746352868507
183,187,F,노년층,부산,0,0,1,1,감소,0.34823179719505754,0.6092827386139116,0.04248546419103097,0.3544973544973545,0.3594877841314624
184,188,F,노년층,서울,11,0,0,4,증가,0.9790102990772045,0.020989700922795528,0.0,0.2019508670520231,0.2462770490876372
185,189,F,노년층,경기,2,0,0,6,증가,0.3582969173303844,0.6101565398001908,0.031546542869424855,0.1847826086956521,0.3998006936181086
186,190,M,노년층,경기,0,0,1,5,증가,0.5184896323321705,0.3928935789317432,0.08861678873608629,0.5817641228939544,0.6303766436924952
187,191,F,노년층,서울,1,0,1,1,감소,0.09477707395104605,0.8181241992157462,0.08709872683320774,0.420814479638009,0.4188650018680746
188,192,F,노년층,서울,0,0,1,0,증가,0.4359164716849566,0.11932466310259077,0.4447588652124526,0.2872872872872873,0.1542211048154897
189,193,F,노년층,서울,1,2,1,0,증가,0.8673043472747849,0.1326956527252151,0.0,0.2125796178343949,0.2101077523841698
190,194,F,노년층,서울,0,0,1,0,감소,0.6763742591593306,0.32061365771862116,0.0030120831220482526,0.2293868921775898,0.2711252073254463
191,195,M,노년층,경기,3,0,1,5,감소,0.6335088114568954,0.3664911885431046,0.0,0.2489510489510489,0.2540215347781455
192,196,F,노년층,서울,0,0,0,1,증가,0.41984534339025725,0.5769874340295295,0.003167222580213298,0.3236449332285939,0.2573875131803268
193,197,F,노년층,서울,1,0,0,2,증가,0.1332677995836013,0.8644781733555515,0.0022540270608471026,0.2482517482517482,0.4189966180649535
194,198,F,노년층,부산,0,3,1,0,증가,0.46687144521703505,0.5024329753378471,0.03069557944511787,0.2895816242821985,0.2532718845454771
195,199,F,노년층,대구,0,0,1,1,증가,0.6499821535060183,0.3369873615806299,0.013030484913351818,0.3171007927519819,0.4209033815289635
196,200,F,노년층,인천,0,0,0,1,감소,0.7912654429496543,0.20873455705034577,0.0,0.3255813953488372,0.4398918830678813
197,201,F,노년층,서울,5,0,0,0,감소,0.39687670057228713,0.5637356219380387,0.039387677489674144,0.4654161781946073,0.4625496096178339
198,202,F,노년층,서울,0,0,0,0,증가,0.2960127060117612,0.6567362151953436,0.047251078792895106,0.1667703795892968,0.2701414868044146
199,203,F,노년층,경기,0,0,0,1,감소,0.7957967128353364,0.2042032871646636,0.0,0.4382896015549077,0.4373500279792242
200,204,F,노년층,광주,0,0,1,1,감소,0.3669581184804082,0.6330418815195917,0.0,0.2130937098844672,0.218187509935413
201,205,F,노년층,서울,0,4,1,1,감소,0.5830643990275565,0.4169356009724436,0.0,0.2562814070351759,0.4370735073612669
202,206,M,노년층,경기,4,8,0,0,증가,0.74136240670021,0.25269414771908705,0.0059434455807029175,0.2718715393133998,0.3458574735301782
203,207,F,노년층,서울,5,0,1,4,감소,0.9165191097302116,0.08348089026978847,0.0,0.1520572450805009,0.1631314147206651
204,208,F,노년층,경기,0,0,0,24,감소,0.0601831748196851,0.6345492738321665,0.3052675513481483,0.5641646489104116,0.6858159041193544
205,209,F,노년층,서울,8,0,0,0,감소,0.23142162302163555,0.7128375413998325,0.055740835578532,0.2861842105263157,0.2718924807624132
