고객번호,가공식품_방문지수,신선식품_방문지수,일상용품_방문지수,의약품/의료기기_방문지수,교육/문화용품_방문지수,외식_방문지수,기타_방문지수,디지털/가전_방문지수,가구/인테리어_방문지수,의류_방문지수,전문스포츠/레저_방문지수,패션잡화_방문지수,유아동_방문지수,명품_방문지수
00020,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,0.0,0.0,0.19999999999999996,0.0,0.0,0.4,3.2,0.8,0.0,0.4,0.0
00021,0.4,2.0,1.4000000000000001,0.0,1.0,0.0,0.0,-0.6000000000000001,3.6,3.2,2.6,-0.8,1.4000000000000001,0.0
00022,-0.6000000000000001,-0.8,1.2000000000000002,0.0,0.0,1.4000000000000001,0.0,0.8,0.0,0.8,0.0,1.2000000000000002,0.0,-0.20000000000000018
00023,-0.8,-2.5999999999999996,1.2000000000000002,0.0,0.8,0.0,0.0,0.4,1.4000000000000001,2.2,4.4,2.8000000000000003,0.4,3.0
00024,-0.6000000000000001,0.8,1.4000000000000001,0.0,0.0,0.8,0.0,0.0,2.8000000000000003,6.0,1.8,3.2,1.8,1.2000000000000002
00025,1.2000000000000002,0.4,0.6000000000000001,-0.6000000000000001,0.0,1.8,0.0,0.0,0.0,3.4000000000000004,0.0,2.0,0.0,1.8
00026,0.8,1.2000000000000002,0.6000000000000001,0.4,0.0,0.8,0.0,4.800000000000001,2.6,-1.2000000000000002,0.8,2.0,-0.19999999999999996,-1.6
00027,0.4,1.4000000000000001,5.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.4,1.8,0.0,4.2,1.2000000000000002,-0.6000000000000003
00028,0.8,0.8,2.2,0.0,0.4,0.8,0.0,0.0,0.0,-1.0000000000000002,0.0,0.19999999999999996,0.0,0.0
00029,1.4000000000000001,1.4000000000000001,1.2000000000000002,1.4000000000000001,0.0,0.8,0.0,0.8,-1.4000000000000004,1.2000000000000002,0.0,1.2000000000000002,1.4000000000000001,2.8000000000000003
00030,1.4000000000000001,1.0,0.4,0.0,-0.19999999999999996,2.2,0.0,1.4000000000000001,1.6,-0.19999999999999996,0.0,2.2,0.0,2.8000000000000003
00031,1.0,0.4,0.8,0.0,0.0,1.8,0.0,0.4,0.8,3.2,0.0,3.4000000000000004,0.4,0.0
00032,0.0,1.0,1.2000000000000002,0.4,-0.6000000000000001,2.4000000000000004,0.0,0.0,0.0,1.2000000000000002,0.4,4.6000000000000005,-0.19999999999999996,0.0
00033,0.4,1.0,0.19999999999999996,1.8,0.0,-0.19999999999999996,0.0,0.0,0.6000000000000001,1.2000000000000002,-0.6000000000000001,1.4000000000000001,1.0,0.0
00034,0.19999999999999996,0.19999999999999996,-0.19999999999999996,0.0,0.0,-0.3999999999999999,0.0,0.0,5.6000000000000005,2.6,0.0,-1.0000000000000002,0.0,0.0
00035,1.4000000000000001,0.4,0.6000000000000001,0.0,0.0,1.8,0.0,0.4,1.8,1.0,1.2000000000000002,2.2,0.0,1.6
00036,1.8,1.4000000000000001,2.2,0.4,0.0,2.8000000000000003,0.0,1.0,-1.0000000000000002,5.2,0.0,2.6,2.4000000000000004,0.0
00037,2.4000000000000004,1.2000000000000002,3.0000000000000004,0.0,0.0,3.6,0.0,1.0,0.0,1.6,0.0,3.6,0.8,0.8
00038,1.0,1.0,-0.19999999999999996,0.4,4.6000000000000005,1.8,0.0,4.0,4.0,1.4000000000000001,-0.3999999999999999,4.2,2.2,0.0
00039,0.8,1.4000000000000001,3.2,0.0,0.0,4.2,0.0,0.0,-0.6000000000000001,-1.4000000000000004,0.0,1.8,0.4,0.8
00040,0.8,-0.8,-0.19999999999999996,0.0,0.0,3.8000000000000007,0.0,6.6,0.8,1.8,0.0,4.0,1.6,1.2000000000000002
00041,2.0,1.0,2.8000000000000003,0.8,0.0,1.2000000000000002,-0.6000000000000001,0.4,0.4,0.8000000000000003,0.0,1.4000000000000001,0.0,1.2000000000000002
00042,1.0,2.0,1.8,2.4000000000000004,3.6,1.6,0.0,0.0,1.6,2.0,0.8,0.0,-0.6000000000000001,0.0
00043,0.4,1.4000000000000001,-0.6000000000000001,-1.4000000000000004,0.4,1.2000000000000002,0.0,0.0,0.0,1.0,0.4,0.4,0.0,0.0
00044,1.8,1.8,1.6,0.0,0.0,1.2000000000000002,0.0,1.6,1.6,2.6,0.0,1.4000000000000001,0.0,2.2
00045,0.4,1.6,1.4000000000000001,0.0,0.8,1.8,0.0,0.0,-0.6000000000000001,1.8,0.4,-0.6000000000000003,0.4,4.6000000000000005
00046,2.4000000000000004,-0.19999999999999996,1.2000000000000002,0.0,0.0,3.2,0.0,1.6,1.0,3.0,2.0,2.0,0.0,2.2
00047,-0.8,-0.19999999999999996,-1.0000000000000002,-0.8,5.2,1.2000000000000002,0.8,1.4000000000000001,0.8,0.8,0.0,0.3999999999999999,-3.6000000000000005,0.4
00048,0.4,0.4,1.4000000000000001,0.0,2.0,0.8,0.6000000000000001,0.6000000000000001,4.4,0.19999999999999996,-0.6000000000000001,1.2000000000000002,0.8,4.6000000000000005
00049,1.8,-0.19999999999999996,0.6000000000000001,0.0,0.0,0.8,0.0,3.6,2.8000000000000003,0.19999999999999996,0.0,2.0,1.2000000000000002,0.3999999999999999
00050,0.4,1.0,-0.19999999999999996,0.0,2.0,0.8,1.8,0.0,0.8000000000000003,1.8,1.2000000000000002,-0.6000000000000003,1.2000000000000002,-1.4000000000000004
00051,-0.6000000000000001,0.19999999999999996,-0.8,-0.19999999999999996,-0.19999999999999996,1.0,0.4,0.8,0.19999999999999973,1.2000000000000002,0.0,-0.19999999999999996,-0.6000000000000003,0.0
00052,-0.19999999999999996,0.8,0.8,0.0,1.6,2.8000000000000003,0.0,1.2000000000000002,1.2000000000000002,-1.0000000000000002,0.0,2.0,2.2,3.6
00053,1.8,-0.19999999999999996,2.6,0.0,0.0,1.4000000000000001,0.0,1.4000000000000001,0.0,0.19999999999999996,0.4,0.19999999999999973,0.0,2.8000000000000003
00054,2.0,0.4,-1.0000000000000002,0.0,0.0,0.8,0.0,0.0,0.0,0.6000000000000001,0.0,5.6000000000000005,0.0,0.0
00055,0.0,0.8,0.19999999999999996,0.0,0.0,1.0,0.0,0.0,0.8,-0.3999999999999999,-0.19999999999999996,0.4,0.0,0.0
00056,0.8,1.4000000000000001,0.8000000000000003,0.4,0.8,2.2,0.0,0.4,1.6,1.4000000000000001,0.0,0.3999999999999999,0.5999999999999996,-1.2000000000000006
00057,0.4,0.8,2.2,0.0,1.4000000000000001,0.0,0.0,0.0,0.4,2.0,0.4,0.8,0.0,0.4
00058,-0.19999999999999996,0.4,3.2,0.0,2.4000000000000004,0.19999999999999996,0.0,-0.19999999999999996,0.8,0.19999999999999996,0.8,1.2000000000000002,1.2000000000000002,1.4000000000000001
00059,0.8,0.19999999999999996,0.4,0.0,0.0,-0.19999999999999996,0.0,0.4,0.0,1.0,0.0,-1.0000000000000002,0.0,1.2000000000000002
00060,1.4000000000000001,1.0,2.8000000000000003,3.2,1.6,1.4000000000000001,3.0000000000000004,3.2,0.0,1.6,2.0,2.8000000000000003,2.2,0.0
00061,0.4,0.4,0.6000000000000001,0.0,0.8,0.3999999999999999,0.0,0.4,0.0,-1.4000000000000004,1.2000000000000002,1.4000000000000001,0.8,2.8000000000000003
00062,0.8,1.2000000000000002,0.6000000000000001,0.0,-1.2000000000000002,1.2000000000000002,0.0,0.4,1.2000000000000002,1.6,2.8000000000000003,4.0,2.2,1.0
00063,0.8,0.4,1.2000000000000002,0.0,0.0,2.2,0.0,0.0,0.0,3.2,0.4,2.4000000000000004,0.0,0.0
00064,-2.5999999999999996,-1.8000000000000003,-0.3999999999999999,0.0,0.19999999999999996,0.8,0.0,0.0,2.2,-0.19999999999999996,0.0,0.0,0.0,0.0
00065,-0.19999999999999996,0.19999999999999996,1.8,0.0,3.0000000000000004,2.8000000000000003,1.0,-0.20000000000000018,1.6,2.0,0.8,-0.3999999999999999,0.4,1.2000000000000002
00066,0.0,0.4,-0.6000000000000001,0.0,-0.6000000000000001,1.8,0.0,-0.8,0.8,0.8,2.4000000000000004,0.19999999999999996,0.19999999999999996,0.0
00067,1.4000000000000001,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.8,1.2000000000000002,0.4,1.2000000000000002,0.0,0.0
00068,1.4000000000000001,1.4000000000000001,-0.19999999999999996,0.0,1.8,2.6,2.4000000000000004,2.6,0.4,1.8,0.0,-0.19999999999999996,5.800000000000001,-3.4000000000000004
00069,1.0,0.0,0.0,0.4,1.6,0.0,0.0,0.0,0.0,1.2000000000000002,1.0,0.4,-1.8000000000000003,0.0
00070,-1.6,-3.0,2.2,-0.6000000000000001,0.0,1.2000000000000002,0.0,0.0,0.0,0.19999999999999996,0.4,0.8,0.4,1.2000000000000002
00071,0.0,-0.19999999999999996,2.2,0.0,0.8,1.8,0.0,0.0,0.4,1.4000000000000001,0.0,0.0,0.0,0.0
00072,2.4000000000000004,1.0,2.4000000000000004,-0.8,-0.6000000000000003,0.19999999999999996,1.0,0.0,0.4,2.4000000000000004,1.2000000000000002,2.2,2.4000000000000004,0.0
00073,-0.3999999999999999,0.19999999999999996,-0.3999999999999999,-0.6000000000000001,-0.8,3.6,0.0,5.2,-0.6000000000000003,-0.3999999999999999,0.0,2.2,0.8,2.8000000000000003
00074,0.4,1.8,0.0,0.4,0.0,1.6,0.0,0.4,0.0,-1.4000000000000004,0.0,-0.6000000000000003,0.4,-0.20000000000000018
00075,1.0,-0.3999999999999999,-0.19999999999999996,0.0,0.0,-0.19999999999999996,0.0,0.0,0.0,-0.19999999999999996,0.0,3.0,0.0,0.0
00076,0.4,0.19999999999999996,0.6000000000000001,0.0,1.2000000000000002,4.4,0.0,1.2000000000000002,3.2,4.2,0.0,0.5999999999999996,0.8,0.8
00077,1.0,0.4,3.0,0.0,-1.2000000000000002,0.8,0.0,0.0,0.0,2.8000000000000003,0.8,1.0,1.2000000000000002,4.0
00078,0.19999999999999996,0.4,1.2000000000000002,-0.6000000000000001,0.0,1.8,0.0,3.2,1.2000000000000002,1.8,0.8,0.4,0.0,3.6
00079,1.4000000000000001,0.8,0.4,0.0,-2.0,2.0,0.4,0.0,0.4,1.2000000000000002,2.2,2.0,1.2000000000000002,0.0
00080,-0.6000000000000001,0.4,1.2000000000000002,0.0,0.0,1.4000000000000001,0.0,0.4,-0.6000000000000001,1.6,0.4,1.8,0.4,0.0
00081,3.4000000000000004,0.4,1.8,0.0,0.0,2.2,-0.6000000000000003,2.2,-2.0,0.0,1.4000000000000001,1.4000000000000001,-1.0000000000000002,1.6
00082,-0.19999999999999996,1.4000000000000001,0.8,3.0000000000000004,0.8,0.19999999999999996,0.4,1.0,3.0,1.6,1.0,1.2000000000000002,2.2,4.4
00083,2.8000000000000003,0.4,2.2,0.0,0.0,2.0,0.0,3.2,0.8,3.8000000000000007,0.8,4.6000000000000005,0.0,0.8
00084,0.6000000000000001,0.0,-1.0000000000000002,0.0,0.4,0.3999999999999999,0.0,-0.3999999999999999,-0.3999999999999999,-1.0000000000000002,-0.19999999999999996,3.6,1.4000000000000001,1.2000000000000002
00085,1.0,2.4000000000000004,1.8,0.0,0.0,3.2,0.0,1.0,0.0,0.8,1.0,1.0,0.0,0.0
00086,1.4000000000000001,0.4,0.4,1.2000000000000002,0.6000000000000001,2.8000000000000003,0.0,3.0000000000000004,2.2,5.2,1.2000000000000002,4.4,2.2,0.4
00087,0.19999999999999996,1.2000000000000002,1.8,0.0,0.0,1.6,-0.19999999999999996,-0.7999999999999998,0.8,5.6000000000000005,0.0,0.8,1.4000000000000001,3.0000000000000004
00088,-0.19999999999999996,0.4,1.4000000000000001,0.0,0.4,3.8000000000000007,0.0,3.8000000000000007,1.2000000000000002,1.8,3.0,1.2000000000000002,2.0,-0.6000000000000001
00089,1.8,1.0,0.8,0.4,2.8000000000000003,2.2,0.0,1.4000000000000001,2.4000000000000004,0.6000000000000001,0.4,2.6,2.2,0.0
00090,-0.19999999999999996,3.4000000000000004,1.6,0.0,0.0,1.8,0.0,3.4000000000000004,2.0,2.6,0.4,1.8,1.6,0.0
00091,0.4,0.0,0.19999999999999996,0.0,1.2000000000000002,1.2000000000000002,0.0,0.0,0.4,1.4000000000000001,0.0,3.4000000000000004,0.4,0.0
00092,0.4,0.4,0.8,1.0,6.2,1.2000000000000002,3.2,1.6,4.800000000000001,1.4000000000000001,2.2,0.8,1.2000000000000002,0.4
00093,2.6,3.4000000000000004,2.6,0.0,0.0,3.0,0.0,0.0,0.0,1.6,0.0,0.8000000000000003,-0.19999999999999996,4.4
00094,3.4000000000000004,4.2,3.8000000000000007,0.0,1.4000000000000001,5.8,0.0,0.8,-0.19999999999999996,6.4,0.0,5.8,0.8,7.600000000000001
00095,0.4,-0.8,3.2,0.0,1.4000000000000001,1.2000000000000002,0.0,0.0,1.8,2.6,0.0,-0.3999999999999999,1.0,0.8
00096,0.8,0.4,1.2000000000000002,0.0,0.0,2.8000000000000003,0.0,0.4,0.0,3.2,2.4000000000000004,0.0,0.0,0.8
00097,0.4,0.8,0.19999999999999996,0.4,1.6,1.6,0.0,-0.6000000000000001,2.0,1.6,5.8,0.19999999999999996,1.2000000000000002,0.19999999999999973
00098,0.0,0.19999999999999996,-0.3999999999999999,0.0,1.2000000000000002,3.0,0.0,-0.6000000000000001,0.8,0.8,0.4,-1.4000000000000004,1.0,1.6
00099,0.8,0.8,2.2,0.0,1.2000000000000002,0.8,1.4000000000000001,1.2000000000000002,3.6,1.2000000000000002,0.8,1.4000000000000001,1.4000000000000001,1.2000000000000002
00100,0.8,0.4,0.19999999999999996,0.0,0.0,2.4000000000000004,0.0,2.2,1.6,3.0,0.0,1.6,0.6000000000000001,1.2000000000000002
00101,0.8,1.8,-2.0,0.0,0.0,1.6,0.0,0.0,0.0,0.8,0.0,-1.0000000000000002,0.0,0.0
00102,0.8,-0.19999999999999996,-0.19999999999999996,0.4,0.0,1.6,0.0,1.6,-0.19999999999999996,2.2,0.4,-1.0000000000000002,0.0,0.19999999999999973
00103,0.8,0.8,0.19999999999999996,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,-0.8,0.4,1.2000000000000002,0.0,0.0
00104,0.4,1.8,0.4,0.0,1.0,2.2,0.0,0.0,0.0,1.8,0.0,0.4,0.8,0.0
00105,-0.6000000000000001,0.0,0.8,0.4,0.8,3.4000000000000004,1.4000000000000001,-0.19999999999999996,1.0,3.2,0.8,1.6,2.8000000000000003,0.0
00106,1.8,1.2000000000000002,0.8,0.4,0.6000000000000001,2.2,0.0,0.0,0.8,1.2000000000000002,1.6,1.6,0.8,1.6
00107,0.8,0.4,-0.8,0.0,0.0,1.6,0.0,0.8,1.6,1.2000000000000002,2.2,2.8000000000000003,1.0,0.0
00108,0.8,0.0,0.8,0.0,2.4000000000000004,4.4,0.0,-0.6000000000000001,0.0,2.0,0.4,1.2000000000000002,2.4000000000000004,0.4
00109,0.4,-0.6000000000000001,0.6000000000000001,1.2000000000000002,0.0,0.19999999999999996,0.0,2.0,1.0,0.0,0.0,0.4,-1.2000000000000002,0.0
00110,-0.19999999999999996,0.8,1.8,0.0,0.4,0.6000000000000001,0.0,1.2000000000000002,0.6000000000000001,1.4000000000000001,0.0,3.0,-0.3999999999999999,0.0
00111,0.0,0.4,2.2,0.0,0.8,0.8,0.0,0.0,1.2000000000000002,-0.19999999999999996,0.0,1.4000000000000001,0.0,0.0
00112,1.0,3.0000000000000004,2.8000000000000003,0.0,1.8,3.4000000000000004,0.0,4.4,-1.0000000000000002,1.2000000000000002,0.0,3.2,2.4000000000000004,0.0
00113,0.0,0.4,0.4,-0.6000000000000001,6.2,2.2,0.0,0.0,0.3999999999999999,-0.3999999999999999,5.6000000000000005,4.2,1.2000000000000002,6.6
00114,-0.3999999999999999,1.2000000000000002,-0.19999999999999996,0.0,0.0,3.4000000000000004,0.0,0.0,0.0,5.4,-0.8,0.0,0.8,-0.19999999999999996
00115,1.2000000000000002,-0.19999999999999996,-0.3999999999999999,0.0,0.0,2.6,0.0,1.6,1.6,-1.0000000000000002,0.0,2.8000000000000003,-0.6000000000000001,4.6000000000000005
00116,0.8,0.4,-0.19999999999999996,0.0,0.0,0.4,0.0,0.0,-1.8000000000000003,2.2,0.0,0.6000000000000001,-0.6000000000000001,0.0
00117,-0.19999999999999996,-0.19999999999999996,1.6,2.6,0.0,-0.3999999999999999,0.0,2.8000000000000003,1.2000000000000002,-0.6000000000000003,0.4,0.4,0.0,1.6
00118,3.2,2.2,0.8,0.0,0.4,1.2000000000000002,0.0,0.8,1.2000000000000002,0.6000000000000001,0.0,0.0,-1.2000000000000002,4.800000000000001
00119,0.8,0.4,2.2,0.4,1.6,0.6000000000000001,0.0,0.8,4.0,2.2,0.0,0.0,-0.3999999999999999,4.6000000000000005
00120,2.2,0.4,0.6000000000000001,-0.8,0.0,1.8,0.8,0.8,0.19999999999999996,0.4,0.0,4.4,0.0,5.0
00121,0.8,1.4000000000000001,3.8000000000000007,0.0,6.4,1.2000000000000002,0.0,0.0,0.8,1.8,-0.6000000000000001,4.2,0.6000000000000001,-0.19999999999999996
00122,1.8,2.2,2.4000000000000004,0.4,6.0,2.0,0.4,1.0,3.6,2.2,3.2,4.4,2.4000000000000004,0.8
00123,0.0,-0.19999999999999996,0.8,-0.19999999999999996,0.0,0.4,0.0,0.0,2.2,-0.19999999999999996,-0.19999999999999996,-2.0,2.2,0.0
00124,0.4,1.4000000000000001,-0.3999999999999999,0.0,0.4,0.0,0.0,0.6000000000000001,-2.0,1.6,1.0,1.6,0.0,2.4000000000000004
00125,0.8,-0.8,-0.3999999999999999,0.0,0.4,-0.3999999999999999,0.0,0.0,0.0,0.6000000000000001,1.6,0.19999999999999996,0.0,0.6000000000000001
00126,0.4,0.8,1.8,1.0,0.4,0.6000000000000001,0.0,1.2000000000000002,0.4,1.0,0.4,1.6,0.0,1.2000000000000002
00127,1.8,2.2,1.2000000000000002,0.0,0.0,2.8000000000000003,0.0,0.0,0.8,-1.0000000000000002,0.0,0.6000000000000001,0.4,0.4
00128,0.4,2.4000000000000004,0.6000000000000001,0.4,0.0,0.0,0.0,0.0,0.8,1.6,1.2000000000000002,-0.19999999999999996,0.4,0.0
00129,0.4,2.0,-1.4000000000000004,0.4,0.0,2.0,0.0,0.0,2.4000000000000004,0.4,1.0,1.8,1.2000000000000002,0.0
00130,-1.2000000000000002,0.4,-0.19999999999999996,0.0,0.0,-0.3999999999999999,0.0,-0.19999999999999996,2.4000000000000004,0.8000000000000003,0.8,0.3999999999999999,-0.20000000000000018,1.0
00131,0.19999999999999996,1.6,0.4,0.0,0.0,1.4000000000000001,0.0,2.8000000000000003,2.8000000000000003,4.6000000000000005,0.0,1.2000000000000002,2.0,3.8
00132,0.6000000000000001,-0.3999999999999999,0.0,0.8,0.0,1.0,0.8,0.0,0.4,1.8,-1.2000000000000002,-0.8,-0.19999999999999996,0.0
00133,0.4,0.4,1.0,0.4,0.8,1.8,0.0,1.2000000000000002,0.4,4.4,0.8,2.6,0.0,1.0
00134,3.2,0.8,1.8,0.0,0.0,2.4000000000000004,0.0,-2.0,1.2000000000000002,1.6,2.8000000000000003,4.800000000000001,0.0,4.800000000000001
00135,0.4,0.4,1.4000000000000001,0.0,0.0,1.6,0.0,0.4,0.0,3.2,0.0,3.8000000000000007,0.4,0.0
00136,0.19999999999999996,2.2,3.0,0.0,3.4000000000000004,4.6000000000000005,0.0,0.4,3.2,3.6,0.4,4.6000000000000005,1.6,0.0
00137,0.4,0.8,0.19999999999999996,-0.19999999999999996,0.4,4.4,0.0,1.6,1.0,0.8,0.6000000000000001,1.2000000000000002,2.4000000000000004,5.4
00138,1.8,1.8,1.4000000000000001,2.0,0.8,0.8,0.0,0.4,3.4000000000000004,2.6,0.0,-0.3999999999999999,1.4000000000000001,1.8
00139,2.0,0.8,2.2,0.8,0.4,-0.3999999999999999,-0.6000000000000001,0.4,3.8,5.4,2.4000000000000004,3.4000000000000004,0.4,-1.6
00140,-0.6000000000000001,-0.6000000000000001,1.6,0.0,-0.6000000000000001,1.2000000000000002,0.0,0.19999999999999996,1.2000000000000002,0.8,0.4,1.6,0.4,1.2000000000000002
00141,1.4000000000000001,-0.19999999999999996,-0.19999999999999996,0.4,2.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0
00143,0.0,0.0,2.8000000000000003,0.8,0.8,-0.3999999999999999,0.0,0.0,0.0,1.0,0.8000000000000003,1.0,2.0,0.0
00144,-1.4000000000000004,-1.8000000000000003,1.6,0.8,3.2,3.2,0.4,0.8,1.2000000000000002,5.6000000000000005,1.2000000000000002,3.8000000000000007,4.4,0.8
00145,-0.19999999999999996,-0.19999999999999996,3.6,0.0,0.0,0.19999999999999996,0.0,5.2,1.0,1.2000000000000002,6.6000000000000005,2.2,0.8,8.0
00146,-0.8,1.2000000000000002,2.0,0.0,0.0,-0.19999999999999996,0.0,0.4,0.8000000000000003,0.19999999999999996,0.0,1.0,3.0,-0.3999999999999999
00147,0.0,0.4,1.4000000000000001,0.0,2.8000000000000003,0.6000000000000001,0.4,1.6,4.0,2.0,3.2,2.4000000000000004,1.6,-1.2000000000000002
00148,0.0,0.0,-0.19999999999999996,2.4000000000000004,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
00149,1.0,0.19999999999999996,1.6,0.0,0.4,2.2,0.0,-0.19999999999999996,1.2000000000000002,1.8,0.0,2.0,0.0,1.2000000000000002
00150,-0.6000000000000001,-0.19999999999999996,1.4000000000000001,0.4,3.2,0.19999999999999996,0.0,1.4000000000000001,-1.0,2.8000000000000003,1.2000000000000002,1.0,0.0,0.8
00151,-0.6000000000000001,0.4,1.8,0.0,1.4000000000000001,-0.19999999999999996,0.0,2.0,1.2000000000000002,2.6,0.0,-1.0000000000000002,0.6000000000000001,1.0
00152,-0.6000000000000001,-2.4000000000000004,-1.4000000000000004,0.0,0.4,1.8,0.0,1.2000000000000002,3.0,1.4000000000000001,0.4,4.2,0.0,0.8
00153,1.4000000000000001,-0.6000000000000001,1.2000000000000002,0.0,0.0,0.8,0.0,0.0,-0.6000000000000001,0.0,0.0,1.6,-0.3999999999999999,0.0
00154,2.8000000000000003,2.4000000000000004,0.6000000000000001,0.0,0.0,0.8,0.0,0.0,0.0,2.0,0.0,-0.8,0.0,0.8000000000000003
00155,0.8,0.0,0.4,0.0,4.0,1.0,0.0,0.0,3.8000000000000007,1.8,0.4,-1.2000000000000002,0.0,1.8
00156,-0.19999999999999996,0.4,0.19999999999999996,0.0,0.0,0.8,0.0,1.6,-0.6000000000000001,0.19999999999999996,0.4,3.6,-1.0,-0.8
00157,0.4,0.0,0.4,0.0,0.0,0.8,0.0,0.0,0.0,1.2000000000000002,0.4,4.0,0.0,-0.6000000000000001
00158,1.8,1.4000000000000001,1.8,0.0,3.0,-0.19999999999999996,0.0,2.0,1.2000000000000002,1.4000000000000001,0.0,1.6,0.0,0.0
00159,1.6,0.6000000000000001,1.0,0.0,1.2000000000000002,2.6,0.8,2.2,1.2000000000000002,0.8,0.6000000000000001,0.6000000000000001,2.6,2.4000000000000004
00160,0.4,0.19999999999999996,0.8,0.0,0.0,2.2,0.0,0.4,1.8,3.2,2.2,2.2,0.8,1.2000000000000002
00161,0.8,-0.3999999999999999,-0.19999999999999996,0.0,0.0,-0.3999999999999999,0.0,-0.6000000000000003,0.5999999999999996,0.0,1.4000000000000001,1.4000000000000001,-1.4,1.0
00162,-0.6000000000000001,-1.2000000000000002,1.8,0.0,0.4,1.6,0.0,1.2000000000000002,2.6,1.0,0.0,4.2,5.2,0.4
00163,-0.19999999999999996,0.0,-0.19999999999999996,2.0,-1.4000000000000004,2.6,0.0,-0.19999999999999996,0.0,3.0,0.0,2.2,0.8,0.0
00164,2.0,5.2,4.800000000000001,0.0,1.0,3.4000000000000004,0.0,1.6,0.8,2.6,0.4,-0.6000000000000003,6.000000000000001,1.6
00165,1.8,2.4000000000000004,4.0,0.0,0.0,0.8,0.0,1.2000000000000002,4.0,1.0,0.4,3.0,-1.4000000000000004,1.2000000000000002
00166,3.8000000000000007,3.4000000000000004,5.2,1.2000000000000002,3.4000000000000004,2.8000000000000003,0.0,-0.3999999999999999,1.8,4.6000000000000005,2.6,0.8,2.4000000000000004,0.4
00167,0.4,0.4,1.6,0.0,0.0,0.19999999999999996,0.0,0.4,4.800000000000001,0.8,0.0,-0.7999999999999998,0.0,2.2
