고객번호,가공식품_방문지수,신선식품_방문지수,일상용품_방문지수,의약품/의료기기_방문지수,교육/문화용품_방문지수,외식_방문지수,기타_방문지수,디지털/가전_방문지수,가구/인테리어_방문지수,의류_방문지수,전문스포츠/레저_방문지수,패션잡화_방문지수,유아동_방문지수,명품_방문지수
00017,1.8,2.6,2.2,2.0,0.0,1.6,0.0,1.4000000000000001,0.8,0.19999999999999996,0.0,1.2000000000000002,0.0,3.6
00018,-0.8,0.8,-0.8,0.0,0.0,0.19999999999999996,0.0,-1.2000000000000002,0.4,-4.800000000000001,0.8,-1.6,0.8,0.8
00019,-0.19999999999999996,1.2000000000000002,0.4,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,3.6,1.4000000000000001,-0.19999999999999996,0.0,2.4000000000000004
00020,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,0.0,0.0,0.8,0.0,0.0,0.4,1.2000000000000002,0.8,1.2000000000000002,0.4,0.0
00021,0.4,2.0,1.4000000000000001,0.0,2.2,0.0,0.0,-0.6000000000000001,2.6,4.4,3.2,-0.19999999999999996,3.2,0.0
00022,0.0,-0.8,1.8,0.0,0.0,2.6,0.0,0.8,0.0,0.8,0.0,1.8,0.0,1.6
00023,-0.19999999999999996,-0.8,1.2000000000000002,0.0,0.8,0.6000000000000001,0.0,-0.6000000000000001,0.4,2.2,0.4,1.8,0.4,2.0
00024,-0.6000000000000001,0.8,1.4000000000000001,0.0,0.0,1.4000000000000001,0.0,0.0,0.8,3.0,-1.2000000000000002,1.2000000000000002,0.8,1.2000000000000002
00025,1.8,0.4,1.2000000000000002,-0.6000000000000001,0.0,0.8,0.0,0.0,0.0,5.2,0.0,3.2,0.0,3.6
00026,1.4000000000000001,1.8,1.2000000000000002,0.4,0.0,0.8,0.0,2.8000000000000003,4.4,-1.2000000000000002,0.8,2.6,-0.19999999999999996,-1.0000000000000002
00027,0.4,0.4,1.0,0.0,0.0,0.8,0.0,0.0,1.0,0.8,0.0,1.2000000000000002,3.0000000000000004,0.0
00028,0.8,0.8,2.2,0.0,0.4,-0.19999999999999996,0.0,0.0,0.0,-1.0000000000000002,0.0,0.8,0.0,0.0
00029,1.4000000000000001,1.4000000000000001,0.19999999999999996,0.4,0.0,0.8,0.0,0.8,-2.4000000000000004,2.4000000000000004,0.0,1.2000000000000002,3.2,3.4000000000000004
00030,1.4000000000000001,0.0,0.4,0.0,0.4,2.8000000000000003,0.0,0.4,2.8000000000000003,0.4,0.0,2.2,0.0,4.0
00031,1.0,0.4,0.8,0.0,0.0,1.8,0.0,0.4,0.8,3.8000000000000007,0.0,-0.6000000000000003,-0.6000000000000001,0.0
00032,0.0,1.0,1.2000000000000002,1.0,-0.6000000000000001,1.4000000000000001,0.0,0.0,0.0,1.2000000000000002,1.0,1.6,-0.19999999999999996,0.0
00033,0.4,0.0,-0.8,1.8,0.0,0.4,0.0,0.0,0.6000000000000001,1.8,-0.6000000000000001,3.2,1.0,0.0
00034,0.19999999999999996,0.8,-0.19999999999999996,0.0,0.0,0.8,0.0,0.0,1.6,3.2,0.0,-1.0000000000000002,0.0,0.0
00035,1.4000000000000001,0.4,1.8,0.0,0.0,2.4000000000000004,0.0,0.4,0.8,1.0,1.8,0.19999999999999996,0.0,1.6
00036,1.8,1.4000000000000001,2.2,0.4,0.0,1.8,0.0,2.2,0.19999999999999996,2.2,0.0,2.6,4.2,0.0
00037,1.4000000000000001,0.19999999999999996,3.0000000000000004,0.0,0.0,3.6,0.0,1.0,0.0,2.2,0.0,1.6,0.8,0.8
00038,1.0,1.0,-0.19999999999999996,0.4,3.6,0.8,0.0,1.0,2.0,-1.6,0.8,0.19999999999999996,2.2,0.0
00039,1.4000000000000001,1.4000000000000001,3.2,0.0,0.0,4.800000000000001,0.0,0.0,-0.6000000000000001,-0.19999999999999996,0.0,-0.19999999999999996,0.4,0.8
00040,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,0.0,0.0,2.8000000000000003,0.0,3.6,2.0,2.4000000000000004,-2.0,1.0,1.6,1.2000000000000002
00041,2.0,1.0,0.8,1.4000000000000001,0.0,0.19999999999999996,-0.6000000000000001,0.4,0.4,2.6,0.0,-0.6000000000000003,0.0,1.2000000000000002
00042,1.0,2.0,1.8,4.2,2.6,2.2,0.0,0.0,0.6000000000000001,2.6,1.4000000000000001,0.6000000000000001,-0.6000000000000001,0.0
00043,0.4,1.4000000000000001,0.0,-0.8,0.4,1.2000000000000002,0.0,0.0,0.0,0.0,1.0,-0.6000000000000001,0.0,0.0
00044,1.8,1.8,2.2,0.0,0.0,1.2000000000000002,0.0,2.2,1.6,3.8000000000000007,0.0,2.6,0.0,2.2
00045,0.4,2.2,1.4000000000000001,0.0,0.8,2.4000000000000004,0.0,0.0,-0.6000000000000001,3.6,1.0,0.0,0.4,2.6
00046,1.4000000000000001,0.4,0.19999999999999996,0.0,0.0,2.2,0.0,0.6000000000000001,2.2,3.6,0.0,2.0,0.0,1.2000000000000002
00047,-0.19999999999999996,-0.19999999999999996,0.8,-0.8,1.2000000000000002,1.2000000000000002,0.8,0.4,0.8,0.8,0.6000000000000001,-0.6000000000000003,-2.4000000000000004,0.4
00048,-0.6000000000000001,-0.6000000000000001,0.4,0.0,0.0,1.4000000000000001,1.8,0.6000000000000001,3.4000000000000004,0.8,-0.6000000000000001,0.19999999999999996,0.8,4.6000000000000005
00049,0.8,-0.19999999999999996,0.6000000000000001,0.0,0.0,0.8,0.0,0.6000000000000001,3.4000000000000004,0.8,0.0,2.6,1.8,0.3999999999999999
00050,0.4,1.0,-0.19999999999999996,0.0,0.0,-0.19999999999999996,1.8,0.0,1.4000000000000001,0.8,0.19999999999999996,0.0,0.19999999999999996,-0.8
00051,-0.6000000000000001,-0.8,-1.8000000000000003,-0.19999999999999996,-0.19999999999999996,2.8000000000000003,0.4,-0.19999999999999996,1.4000000000000001,2.4000000000000004,0.0,-0.19999999999999996,1.2000000000000002,0.0
00052,1.0,1.4000000000000001,1.4000000000000001,0.0,2.8000000000000003,2.8000000000000003,0.0,0.19999999999999996,1.2000000000000002,-1.0000000000000002,0.0,2.0,2.8000000000000003,4.800000000000001
00053,0.8,-0.19999999999999996,2.6,0.0,0.0,2.0,0.0,1.4000000000000001,0.0,1.4000000000000001,0.4,1.4000000000000001,0.0,3.4000000000000004
00054,2.0,-0.6000000000000001,0.19999999999999996,0.0,0.0,0.8,0.0,0.0,0.0,0.6000000000000001,0.0,0.6000000000000001,0.0,0.0
00055,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.8,-0.3999999999999999,-0.19999999999999996,-0.6000000000000001,0.0,0.0
00056,0.8,1.4000000000000001,2.6,0.4,0.8,1.2000000000000002,0.0,0.4,2.8000000000000003,2.6,0.0,2.8000000000000003,3.0,0.5999999999999996
00057,0.4,-1.2000000000000002,0.19999999999999996,0.0,0.4,0.0,0.0,0.0,0.4,2.0,0.4,0.8,0.0,0.4
00058,0.4,1.0,2.2,0.0,2.4000000000000004,0.19999999999999996,0.0,0.4,0.8,0.8,0.8,1.2000000000000002,1.8,2.6
00059,0.8,0.8,0.4,0.0,0.0,0.4,0.0,0.4,0.0,1.0,0.0,-0.3999999999999999,0.0,1.8
00060,1.4000000000000001,1.0,1.8,3.2,-1.4000000000000004,1.4000000000000001,0.0,1.2000000000000002,-1.0000000000000002,2.2,4.4,0.8000000000000003,1.2000000000000002,0.0
00061,0.4,-0.6000000000000001,-0.3999999999999999,0.0,0.8,0.3999999999999999,0.0,-0.6000000000000001,0.0,-1.4000000000000004,1.2000000000000002,-0.6000000000000003,0.8,-0.19999999999999996
00062,0.8,0.19999999999999996,-1.4000000000000004,0.0,-1.2000000000000002,1.8,0.0,1.0,3.0000000000000004,3.4000000000000004,0.8,0.0,2.2,1.0
00063,1.4000000000000001,0.4,1.8,0.0,0.0,2.2,0.0,0.0,0.0,3.2,1.0,2.4000000000000004,0.0,0.0
00064,-0.19999999999999996,0.0,-0.3999999999999999,0.0,0.19999999999999996,2.0,0.0,0.0,1.2000000000000002,-0.19999999999999996,0.0,0.0,0.0,0.0
00065,-0.19999999999999996,0.8,1.8,0.0,0.0,4.6000000000000005,1.0,1.6,2.2,3.2,0.8,1.4000000000000001,0.4,1.8
00066,0.0,0.4,-0.6000000000000001,0.0,-0.6000000000000001,2.4000000000000004,0.0,-0.8,0.8,0.8,3.0000000000000004,-0.8,0.19999999999999996,0.0
00067,0.4,1.0,0.4,0.4,0.0,0.0,0.0,0.0,1.4000000000000001,2.4000000000000004,0.4,1.2000000000000002,0.0,0.0
00068,1.4000000000000001,0.4,-1.2000000000000002,0.0,2.4000000000000004,0.6000000000000001,2.4000000000000004,-0.3999999999999999,0.4,3.0,0.0,-1.2000000000000002,2.8000000000000003,-3.4000000000000004
00069,1.0,0.0,0.0,-0.6000000000000001,1.6,0.0,0.0,0.0,0.0,1.8,0.0,0.4,-1.8000000000000003,0.0
00070,-2.5999999999999996,-3.0,2.8000000000000003,-0.6000000000000001,0.0,-1.7999999999999998,0.0,0.0,0.0,0.19999999999999996,0.4,1.4000000000000001,0.4,-0.8
00071,0.0,-0.19999999999999996,1.2000000000000002,0.0,0.8,3.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
00072,2.4000000000000004,1.0,2.4000000000000004,-0.8,0.0,0.8,0.0,0.0,1.0,3.6,1.8,4.0,1.4000000000000001,0.0
00073,-1.4000000000000004,0.19999999999999996,-0.3999999999999999,-0.6000000000000001,-0.8,2.6,0.0,1.2000000000000002,1.2000000000000002,-0.3999999999999999,0.0,1.2000000000000002,0.8,1.8
00074,1.0,1.8,1.2000000000000002,1.0,0.0,1.6,0.0,0.4,0.6000000000000001,-1.4000000000000004,0.0,1.2000000000000002,0.4,-0.20000000000000018
00075,1.0,-2.4000000000000004,-0.19999999999999996,0.0,0.0,-0.19999999999999996,0.0,0.0,0.0,-0.19999999999999996,0.0,3.6,0.0,0.0
00076,0.4,-0.8,1.2000000000000002,0.0,1.8,4.4,0.0,1.2000000000000002,4.4,4.800000000000001,0.0,1.2000000000000002,-0.19999999999999996,1.4000000000000001
00077,1.0,0.4,3.6,0.0,0.0,1.4000000000000001,0.0,0.0,0.0,2.8000000000000003,0.8,1.6,1.2000000000000002,1.0
00078,1.4000000000000001,0.4,1.8,-0.6000000000000001,0.0,1.8,0.0,3.2,2.4000000000000004,1.8,0.8,1.0,0.0,-0.3999999999999999
00079,1.4000000000000001,-0.19999999999999996,0.4,0.0,-2.0,2.0,0.4,0.0,0.4,-1.8000000000000003,1.2000000000000002,3.2,1.8,0.0
00080,-0.6000000000000001,0.4,0.19999999999999996,0.0,0.0,-0.6000000000000001,0.0,0.4,-0.6000000000000001,4.0,0.4,0.8,0.4,0.0
00081,2.4000000000000004,0.4,0.8,0.0,0.0,2.2,-0.6000000000000003,1.2000000000000002,-1.4000000000000004,1.8,0.4,1.4000000000000001,-1.0000000000000002,2.8000000000000003
00082,0.4,1.4000000000000001,0.8,1.0,0.8,1.4000000000000001,0.4,1.0,3.0,1.6,1.0,-0.8,2.8000000000000003,4.4
00083,1.8,0.4,1.2000000000000002,0.0,0.0,2.0,0.0,1.2000000000000002,0.8,2.8000000000000003,0.8,0.6000000000000001,0.0,0.8
00084,1.2000000000000002,1.2000000000000002,0.8,0.0,1.0,1.6,0.0,2.0,-1.4000000000000004,0.19999999999999996,0.4,1.6,-0.6000000000000001,3.0000000000000004
00085,1.0,2.4000000000000004,0.8,0.0,0.0,3.8000000000000007,0.0,1.0,0.0,1.4000000000000001,0.0,1.0,0.0,0.0
00086,1.4000000000000001,1.0,0.4,1.8,1.2000000000000002,2.8000000000000003,0.0,1.0,1.2000000000000002,4.2,1.8,3.4000000000000004,2.8000000000000003,1.0
00087,0.8,1.8,0.8,0.0,0.0,2.2,-0.19999999999999996,-0.20000000000000018,-0.19999999999999996,4.6000000000000005,0.0,1.4000000000000001,2.6,0.0
00088,-0.19999999999999996,0.4,0.4,0.0,0.4,4.4,0.0,3.8000000000000007,1.2000000000000002,0.8,1.0,1.2000000000000002,0.0,-0.6000000000000001
00089,2.4000000000000004,1.0,0.8,0.4,3.4000000000000004,1.2000000000000002,0.0,0.4,3.6,1.2000000000000002,0.4,3.2,1.2000000000000002,0.0
00090,0.4,2.4000000000000004,0.6000000000000001,0.0,0.0,1.8,0.0,0.3999999999999999,2.6,3.2,0.4,2.4000000000000004,1.6,0.0
00091,0.4,0.0,0.8,0.0,1.8,1.8,0.0,0.0,-0.6000000000000001,0.4,0.0,3.4000000000000004,0.4,0.0
00092,-0.6000000000000001,-0.6000000000000001,-0.19999999999999996,0.0,4.2,0.19999999999999996,3.8000000000000007,2.8000000000000003,-1.2000000000000002,1.4000000000000001,0.19999999999999996,1.4000000000000001,2.4000000000000004,-0.6000000000000001
00093,0.6000000000000001,1.4000000000000001,1.6,0.0,0.0,2.0,0.0,0.0,0.0,1.6,0.0,2.6,-0.19999999999999996,8.0
00094,3.4000000000000004,4.2,2.8000000000000003,0.0,1.4000000000000001,5.8,0.0,0.8,-0.19999999999999996,6.4,0.0,3.8000000000000007,0.8,1.6
00095,0.4,-0.19999999999999996,3.2,0.0,2.0,1.8,0.0,0.0,-0.19999999999999996,0.6000000000000001,0.0,-1.4000000000000004,1.0,0.8
00096,-1.2000000000000002,0.4,-0.8,0.0,0.0,2.8000000000000003,0.0,0.4,0.0,0.19999999999999973,0.4,0.0,0.0,0.8
00097,0.4,1.4000000000000001,0.8,0.4,1.6,0.6000000000000001,0.0,0.0,-1.0000000000000002,2.2,3.8000000000000007,0.19999999999999996,1.8,0.19999999999999973
00098,0.0,0.19999999999999996,-0.3999999999999999,0.0,1.2000000000000002,4.2,0.0,-0.6000000000000001,0.8,0.8,1.0,-1.4000000000000004,0.0,2.8000000000000003
00099,-0.19999999999999996,-0.19999999999999996,2.2,0.0,3.0000000000000004,1.4000000000000001,1.4000000000000001,1.8,4.800000000000001,2.4000000000000004,1.4000000000000001,3.2,0.4,1.8
00100,-0.19999999999999996,-0.6000000000000001,-0.8,0.0,0.0,1.4000000000000001,0.0,2.8000000000000003,1.6,3.0,0.0,-0.3999999999999999,0.6000000000000001,1.2000000000000002
00101,0.8,0.8,-1.4000000000000004,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,-0.19999999999999996,0.0,-1.0000000000000002,0.0,0.0
00102,1.4000000000000001,-0.19999999999999996,-0.19999999999999996,0.4,0.0,1.6,0.0,2.2,-0.19999999999999996,2.2,0.4,0.19999999999999996,0.0,0.19999999999999973
00103,-0.19999999999999996,0.8,0.8,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,-0.8,0.4,1.2000000000000002,0.0,0.0
00104,0.4,1.8,0.4,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,2.4000000000000004,0.0,0.4,1.4000000000000001,0.0
00105,-0.6000000000000001,0.0,1.4000000000000001,0.4,0.8,2.4000000000000004,1.4000000000000001,0.4,2.8000000000000003,2.2,1.4000000000000001,0.6000000000000001,2.8000000000000003,0.0
00106,0.8,1.2000000000000002,0.8,0.4,1.2000000000000002,1.2000000000000002,0.0,0.0,2.0,1.8,2.2,2.8000000000000003,0.8,1.6
00107,1.4000000000000001,0.4,-0.8,0.0,0.0,2.8000000000000003,0.0,-0.19999999999999996,3.4000000000000004,2.4000000000000004,3.4000000000000004,4.6000000000000005,1.6,0.0
00108,-0.19999999999999996,0.0,0.8,0.0,0.4,4.4,0.0,-0.6000000000000001,0.0,3.2,0.4,2.4000000000000004,0.4,1.0
00109,0.4,-0.6000000000000001,0.6000000000000001,1.8,0.0,-0.8,0.0,0.0,0.0,1.2000000000000002,0.0,0.4,-1.2000000000000002,0.0
00110,-0.19999999999999996,0.8,0.8,0.0,0.4,-0.3999999999999999,0.0,1.2000000000000002,1.2000000000000002,1.4000000000000001,0.0,1.0,-1.4000000000000004,0.0
00111,0.0,0.4,2.8000000000000003,0.0,2.0,2.0,0.0,0.0,1.2000000000000002,-0.19999999999999996,0.0,1.4000000000000001,0.0,0.0
00112,1.0,2.0,1.8,0.0,0.8,2.4000000000000004,0.0,0.4,-1.0000000000000002,1.8,0.0,3.2,1.4000000000000001,0.0
00113,0.0,-0.6000000000000001,0.4,-0.6000000000000001,3.2,2.2,0.0,1.2000000000000002,2.8000000000000003,1.4000000000000001,2.6,5.4,1.2000000000000002,4.6000000000000005
00114,0.19999999999999996,1.2000000000000002,0.4,0.0,0.0,4.0,0.0,0.0,0.0,5.4,-0.8,0.6000000000000001,1.4000000000000001,-0.19999999999999996
00115,1.8,0.4,0.19999999999999996,0.0,0.0,3.8000000000000007,0.0,2.2,1.6,0.8,0.0,4.6000000000000005,-0.6000000000000001,7.0
00116,1.4000000000000001,-0.6000000000000001,-0.19999999999999996,0.0,0.0,1.0,0.0,0.0,-1.8000000000000003,3.4000000000000004,0.0,2.4000000000000004,-0.6000000000000001,0.0
00117,1.0,0.4,3.4000000000000004,3.8000000000000007,0.0,0.19999999999999996,0.0,4.6000000000000005,2.4000000000000004,0.6000000000000001,0.4,0.4,0.0,2.2
00118,2.2,0.19999999999999996,0.8,0.0,0.4,0.19999999999999996,0.0,0.8,3.6,1.2000000000000002,0.0,0.0,-1.2000000000000002,4.800000000000001
00119,1.4000000000000001,0.4,2.2,0.4,1.6,0.6000000000000001,0.0,0.8,4.0,1.2000000000000002,0.0,0.6000000000000001,0.19999999999999996,2.6
00120,2.2,0.4,1.2000000000000002,-0.8,0.0,0.8,2.0,0.8,0.19999999999999996,0.4,0.0,3.4000000000000004,0.0,2.0
00121,0.8,1.4000000000000001,1.8,0.0,5.4,1.2000000000000002,0.0,0.0,0.8,1.8,-0.6000000000000001,3.2,1.2000000000000002,-0.19999999999999996
00122,1.8,2.8000000000000003,1.4000000000000001,0.4,2.0,2.0,0.4,1.6,6.0,2.8000000000000003,1.2000000000000002,3.4000000000000004,2.4000000000000004,2.0
00123,0.0,0.4,0.8,0.4,0.0,0.4,0.0,0.0,1.2000000000000002,-1.2000000000000002,0.4,-2.0,2.2,0.0
00124,0.4,1.4000000000000001,0.19999999999999996,0.0,0.4,0.0,0.0,1.2000000000000002,-2.0,2.8000000000000003,0.0,2.8000000000000003,0.0,4.800000000000001
00125,0.8,0.4,0.8,0.0,0.4,0.19999999999999996,0.0,0.0,0.0,1.8,2.8000000000000003,0.19999999999999996,0.0,1.2000000000000002
00126,0.4,1.4000000000000001,0.8,1.6,0.4,1.8,0.0,2.4000000000000004,1.0,1.6,0.4,3.4000000000000004,0.0,2.4000000000000004
00127,1.8,1.2000000000000002,1.2000000000000002,0.0,0.0,2.8000000000000003,0.0,0.0,0.8,-1.0000000000000002,0.0,-0.3999999999999999,0.4,0.4
00128,1.0,2.4000000000000004,0.6000000000000001,0.4,0.0,0.0,0.0,0.0,2.0,-0.3999999999999999,0.19999999999999996,-0.19999999999999996,0.4,0.0
00129,0.4,1.0,-0.8,0.4,-1.0000000000000002,0.0,0.0,0.0,2.4000000000000004,0.4,1.0,1.8,1.2000000000000002,0.0
00130,-0.6000000000000001,0.4,0.4,0.0,0.0,-0.3999999999999999,0.0,-0.19999999999999996,2.4000000000000004,2.6,0.8,1.6,-1.2000000000000002,1.0
00131,0.19999999999999996,-0.3999999999999999,0.4,0.0,0.0,1.4000000000000001,0.0,0.8,1.8,5.2,0.0,1.2000000000000002,2.0,5.0
00132,-0.3999999999999999,-1.4000000000000004,1.2000000000000002,2.0,0.6000000000000001,1.0,0.8,0.0,0.4,2.4000000000000004,-1.2000000000000002,-0.19999999999999996,-0.19999999999999996,0.0
00133,-0.6000000000000001,0.4,1.0,0.4,0.8,1.8,0.0,2.4000000000000004,0.4,5.0,0.8,1.6,0.0,0.0
00134,2.2,0.8,0.8,0.0,0.0,1.4000000000000001,0.0,-1.4000000000000004,3.0,0.6000000000000001,0.8,4.800000000000001,-1.0000000000000002,6.000000000000001
00135,0.4,0.4,1.4000000000000001,0.0,0.0,1.6,0.0,0.4,0.0,3.2,0.0,0.8,0.4,0.0
00136,0.8,2.2,4.2,0.0,4.0,4.6000000000000005,0.0,1.0,1.2000000000000002,6.6,0.4,2.6,1.6,0.0
00137,1.0,0.8,0.8,-0.19999999999999996,1.0,5.0,0.0,1.6,1.0,0.8,0.6000000000000001,-0.8,3.0000000000000004,3.4000000000000004
00138,1.8,1.8,1.4000000000000001,2.0,1.4000000000000001,1.4000000000000001,0.0,0.4,1.4000000000000001,4.4,0.0,0.8,2.0,3.0
00139,1.0,1.4000000000000001,0.19999999999999996,0.8,0.4,-1.4000000000000004,-0.6000000000000001,0.4,5.0,1.4000000000000001,0.4,4.6000000000000005,1.0,-1.6
00140,0.0,-0.6000000000000001,0.6000000000000001,0.0,-0.6000000000000001,0.19999999999999996,0.0,0.19999999999999996,1.2000000000000002,1.4000000000000001,0.4,-1.4000000000000004,0.4,-0.8
00141,1.4000000000000001,-0.19999999999999996,-0.19999999999999996,1.0,3.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0
00143,0.0,0.0,2.8000000000000003,2.0,0.8,1.4000000000000001,0.0,0.0,0.0,0.0,2.6,1.0,2.6,0.0
00144,-0.8,-1.8000000000000003,-0.3999999999999999,0.8,-0.8,2.2,0.4,0.8,1.2000000000000002,3.6,1.2000000000000002,3.8000000000000007,2.4000000000000004,0.8
00145,0.4,-0.19999999999999996,3.6,0.0,0.0,0.8,0.0,5.800000000000001,1.0,1.8,3.6,2.2,1.4000000000000001,3.0
00146,-0.19999999999999996,2.4000000000000004,1.0,0.0,0.0,-0.19999999999999996,0.0,0.4,2.6,0.19999999999999996,0.0,2.8000000000000003,3.0,-0.3999999999999999
00147,0.0,-0.6000000000000001,0.4,0.0,0.8,0.6000000000000001,1.0,1.6,2.0,2.6,1.2000000000000002,2.4000000000000004,2.8000000000000003,1.2000000000000002
00148,0.0,0.0,0.4,1.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
00149,1.0,0.8,2.2,0.0,0.4,4.0,0.0,-0.19999999999999996,3.0000000000000004,0.8,0.0,3.2,0.0,1.8
00150,0.0,-0.19999999999999996,1.4000000000000001,0.4,2.2,0.19999999999999996,0.0,-0.6000000000000001,1.4000000000000001,3.4000000000000004,1.8,1.6,0.0,0.8
00151,-0.6000000000000001,0.4,1.8,0.0,0.4,0.4,0.0,2.6,1.2000000000000002,3.2,0.0,-0.3999999999999999,-1.4000000000000004,0.0
00152,-0.6000000000000001,-1.8000000000000003,-0.8,0.0,0.4,0.8,0.0,3.0000000000000004,3.6,0.4,0.4,1.2000000000000002,0.0,0.8
00153,1.4000000000000001,-0.6000000000000001,-0.8,0.0,0.0,0.8,0.0,0.0,-0.6000000000000001,1.8,0.0,1.6,-0.3999999999999999,0.0
00154,2.8000000000000003,1.4000000000000001,1.2000000000000002,0.0,0.0,0.8,0.0,0.0,0.0,-1.0000000000000002,0.0,-0.19999999999999996,0.0,-4.2
00155,-0.19999999999999996,0.0,0.4,0.0,0.0,2.2,0.0,0.0,0.8,1.8,1.0,-1.2000000000000002,0.0,0.8
00156,0.4,0.4,0.19999999999999996,0.0,0.0,-0.19999999999999996,0.0,0.6000000000000001,-0.6000000000000001,1.4000000000000001,1.0,3.6,1.4000000000000001,-1.8000000000000003
00157,0.4,0.0,0.4,0.0,0.0,1.4000000000000001,0.0,0.0,0.0,1.2000000000000002,0.4,3.0000000000000004,0.0,-0.6000000000000001
00158,2.4000000000000004,1.4000000000000001,1.8,0.0,4.2,-0.19999999999999996,0.0,0.0,0.19999999999999996,0.4,0.0,2.2,0.0,0.0
00159,1.6,1.8,1.6,0.0,1.2000000000000002,1.6,0.8,2.8000000000000003,1.8,1.4000000000000001,0.6000000000000001,0.6000000000000001,3.2,2.4000000000000004
00160,0.4,0.19999999999999996,0.8,0.0,0.0,2.2,0.0,0.4,1.8,3.8000000000000007,2.8000000000000003,2.8000000000000003,2.0,1.2000000000000002
00161,0.8,0.19999999999999996,-0.19999999999999996,0.0,0.0,0.19999999999999996,0.0,0.0,1.8,1.8,0.3999999999999999,1.4000000000000001,0.3999999999999999,2.8000000000000003
00162,-0.6000000000000001,-0.6000000000000001,1.8,0.0,0.4,-0.3999999999999999,0.0,1.2000000000000002,1.6,2.8000000000000003,0.0,4.800000000000001,3.2,1.0
00163,0.4,0.0,-0.19999999999999996,2.0,-1.4000000000000004,3.2,0.0,-0.19999999999999996,0.0,0.0,0.0,2.8000000000000003,2.0,0.0
00164,2.0,3.2,2.8000000000000003,0.0,0.0,4.0,0.0,0.6000000000000001,0.8,1.6,1.0,0.0,3.0000000000000004,0.6000000000000001
00165,1.8,2.4000000000000004,1.0,0.0,0.0,0.8,0.0,1.2000000000000002,2.0,2.2,0.4,3.0,-1.4000000000000004,1.2000000000000002
00166,3.8000000000000007,4.0,4.2,1.2000000000000002,2.4000000000000004,3.4000000000000004,0.0,0.19999999999999996,0.8,1.6,1.6,0.8,3.0000000000000004,1.0
