고객번호,분기_sum지수
00349,3.0
00350,-1.0000000000000002
00351,-0.6000000000000003
00352,3.0
00353,-1.0000000000000002
00354,-0.6000000000000003
00355,3.0
00356,0.19999999999999996
00357,0.0
00358,3.0
00359,0.19999999999999996
00360,0.0
00361,3.0
00362,0.19999999999999996
00363,0.0
00364,3.0
00365,0.19999999999999996
00366,0.0
00367,3.0
00368,0.19999999999999996
00369,-1.4000000000000004
00370,3.8
00371,0.8
00372,-1.4000000000000004
00373,3.8
00374,0.8
00375,-1.4000000000000004
00376,3.8
00377,0.8
00378,-1.4000000000000004
00379,3.8
00380,0.8
00381,-1.4000000000000004
00382,3.8
00383,1.2000000000000002
00384,-1.4000000000000004
00385,2.2
00386,1.2000000000000002
00387,-1.4000000000000004
00388,2.2
00389,1.2000000000000002
00390,-1.4000000000000004
00391,2.2
00392,1.2000000000000002
00393,-1.4000000000000004
00394,2.2
00395,1.2000000000000002
00396,-1.4000000000000004
00397,1.2000000000000002
00398,1.8
00399,-1.4000000000000004
00400,1.2000000000000002
00401,1.8
00402,-1.4000000000000004
00403,1.2000000000000002
00404,1.8
00405,-1.4000000000000004
00406,1.2000000000000002
00407,1.8
00408,-1.4000000000000004
00409,1.2000000000000002
00410,1.8
00411,-1.4000000000000004
00412,1.2000000000000002
00413,2.4000000000000004
00414,-1.4000000000000004
00415,1.2000000000000002
00416,2.4000000000000004
00417,-1.4000000000000004
00418,1.2000000000000002
00419,2.4000000000000004
00420,-1.4000000000000004
00421,1.2000000000000002
00422,2.4000000000000004
00423,-1.4000000000000004
00424,1.2000000000000002
00425,2.8000000000000003
00426,-1.4000000000000004
00427,0.8
00428,2.8000000000000003
00429,-1.4000000000000004
00430,0.8
00431,2.8000000000000003
00432,-1.4000000000000004
00433,0.8
00434,2.8000000000000003
00435,-1.4000000000000004
00436,0.8
00437,2.8000000000000003
00438,-1.4000000000000004
00439,1.8
00440,2.2
00441,-0.8
00442,1.8
00443,2.2
00444,-0.8
00445,1.8
00446,2.2
00447,-0.8
00448,1.8
00449,2.2
00450,-0.8
00451,1.8
00452,2.2
00453,-0.19999999999999996
00454,1.8
00455,1.4000000000000001
00456,-0.19999999999999996
00457,1.8
00458,1.4000000000000001
00459,-0.19999999999999996
00461,1.8
00462,1.4000000000000001
00463,-0.19999999999999996
00464,1.8
00465,1.4000000000000001
00466,-0.19999999999999996
00467,1.8
00468,-0.20000000000000018
00469,0.8
00470,1.0
00471,2.0
00472,-1.4000000000000004
00473,3.2
00474,-0.20000000000000018
00475,0.8
00476,1.0
00477,2.0
00478,-1.4000000000000004
00479,3.2
00480,-0.20000000000000018
00481,0.8
00482,0.0
00483,2.2
00484,-2.4000000000000004
00485,2.6
00486,0.3999999999999999
00487,0.6000000000000001
00488,0.0
00489,2.2
00490,-2.4000000000000004
00491,2.6
00492,0.3999999999999999
00493,0.6000000000000001
00494,0.0
00495,2.2
00496,-2.5999999999999996
00497,3.8000000000000007
00498,-1.4000000000000004
00499,2.2
00500,-0.20000000000000018
00501,3.8000000000000007
00502,-2.5999999999999996
00503,3.8000000000000007
00504,-1.4000000000000004
00505,2.2
00506,-0.20000000000000018
00507,3.8000000000000007
00508,-2.5999999999999996
00509,3.8000000000000007
00510,-1.4000000000000004
00511,2.2
00512,-1.4000000000000004
00513,5.0
00514,-2.2
00515,4.2
00516,-1.4000000000000004
00517,2.2
00518,-1.4000000000000004
00519,5.0
00520,-2.2
00521,4.2
00522,-1.4000000000000004
00523,2.2
00524,0.19999999999999996
00525,-1.4000000000000004
00526,1.4000000000000001
00527,-1.4000000000000004
00528,0.6000000000000001
00529,-1.0000000000000002
00530,0.19999999999999996
00531,-1.4000000000000004
00532,1.4000000000000001
00533,-1.4000000000000004
00534,0.6000000000000001
00535,-1.0000000000000002
00536,0.19999999999999996
00537,-1.4000000000000004
00538,1.8
00539,-1.0000000000000002
00540,1.0
00541,0.19999999999999973
00542,0.19999999999999996
00543,-1.4000000000000004
00544,1.8
00545,-1.0000000000000002
00546,1.0
00547,0.19999999999999973
00548,0.19999999999999996
00549,-1.4000000000000004
00550,1.8
00551,-1.0000000000000002
00552,2.2
00553,1.2000000000000002
00554,-1.4000000000000004
00555,2.6
00556,0.8000000000000003
00557,-0.20000000000000018
00558,2.2
00559,1.2000000000000002
00560,-1.4000000000000004
00561,2.6
00562,0.8000000000000003
00563,-0.20000000000000018
00564,2.2
00565,1.2000000000000002
00566,-2.0
00567,1.6
00568,0.19999999999999973
00569,0.0
00570,2.8000000000000003
00571,-0.20000000000000018
00572,-2.0
00573,1.6
00574,0.19999999999999973
00575,0.0
00576,2.8000000000000003
00577,-0.20000000000000018
00578,-2.0
00579,1.6
00580,0.3999999999999999
00581,2.0
00582,6.200000000000001
00583,-0.3999999999999999
00584,1.6
00585,4.6000000000000005
00586,0.3999999999999999
00587,2.0
00588,6.200000000000001
00589,-0.3999999999999999
00590,1.6
00591,4.6000000000000005
00592,0.3999999999999999
00593,2.0
00594,3.8
00595,-1.2000000000000002
00596,3.2
00597,0.8000000000000003
00598,0.6000000000000001
00599,1.0
00600,3.8
00601,-1.2000000000000002
00602,3.2
00603,0.8000000000000003
00604,0.6000000000000001
00605,1.0
00606,3.8
00607,-1.2000000000000002
00608,3.6
00609,0.3999999999999999
00610,0.19999999999999996
00611,1.4000000000000001
00612,3.4000000000000004
00613,-1.6
00614,3.6
00615,0.3999999999999999
00616,0.19999999999999996
00617,1.4000000000000001
00618,3.4000000000000004
00619,-1.6
00620,3.6
00621,0.3999999999999999
00622,2.6
00623,0.3999999999999999
00624,2.6
00625,0.3999999999999999
00626,2.6
00627,0.3999999999999999
00628,2.6
00629,0.3999999999999999
00630,2.6
00631,0.3999999999999999
00632,2.6
00633,0.3999999999999999
00634,2.6
00635,0.3999999999999999
00636,2.2
00637,2.4000000000000004
00638,3.0
00639,2.4000000000000004
00640,3.0
00641,2.0
00642,2.2
00643,2.4000000000000004
00644,3.0
00645,2.4000000000000004
00646,3.0
00647,2.0
00648,2.2
00649,2.4000000000000004
00650,3.8
00651,2.6000000000000005
00652,3.8
00653,2.6000000000000005
00654,1.8
00655,2.6000000000000005
00656,3.8
00657,2.6000000000000005
00658,3.8
00659,2.6000000000000005
00660,1.8
00661,2.6000000000000005
00662,3.8
00663,2.6000000000000005
00664,2.6000000000000005
00665,1.4000000000000001
00666,0.19999999999999996
00667,1.0
00668,2.6000000000000005
00669,2.6000000000000005
00670,2.6000000000000005
00671,1.4000000000000001
00672,0.19999999999999996
00673,1.0
00674,2.6000000000000005
00675,2.6000000000000005
00676,2.6000000000000005
00677,1.4000000000000001
00678,1.0
00679,5.0
00680,2.2
00681,5.800000000000001
00682,1.8
00683,4.6000000000000005
00684,1.0
00685,5.0
00686,2.2
00687,5.800000000000001
00688,1.8
00689,4.6000000000000005
00690,1.0
00691,5.0
00692,1.8
00693,1.0
00694,1.4000000000000001
00695,1.0
00696,0.6000000000000001
00697,1.0
00698,1.8
00699,1.0
00700,1.4000000000000001
00701,1.0
00702,0.6000000000000001
00703,1.0
00704,1.8
00705,1.0
00706,5.2
00707,3.2
00708,5.6000000000000005
00709,2.8000000000000003
00710,5.2
00711,2.8000000000000003
00712,5.2
00713,3.2
00714,5.6000000000000005
00715,2.8000000000000003
00716,5.2
00717,2.8000000000000003
00718,5.2
00719,3.2
00720,3.0
00721,2.0
00722,2.6000000000000005
00723,2.2
00724,4.4
00725,-1.0000000000000002
00726,3.0
00727,2.0
00728,2.6000000000000005
00729,2.2
00730,4.4
00731,-1.0000000000000002
00732,3.0
00733,2.0
00734,-1.0
00735,2.8000000000000003
00736,2.4
00737,0.0
00738,0.5999999999999996
00739,2.6
00740,-1.0
00741,2.8000000000000003
00742,2.4
00743,0.0
00744,0.5999999999999996
00745,2.6
00746,-1.0
00747,2.8000000000000003
00748,2.0
00749,0.8000000000000003
00750,0.5999999999999996
00751,2.2
00752,-1.4
00753,2.0
00754,2.0
00755,0.8000000000000003
00756,0.5999999999999996
00757,2.2
00758,-1.4
00759,2.0
00760,2.0
00761,0.8000000000000003
00762,1.8
00763,0.0
00764,1.4000000000000001
00765,1.2000000000000002
00766,1.8
00767,0.3999999999999999
00768,1.8
00769,0.0
00770,1.4000000000000001
00771,1.2000000000000002
00772,1.8
00773,0.3999999999999999
00774,1.8
00775,0.0
00776,1.8
00777,-0.3999999999999999
00778,2.6000000000000005
00779,0.8000000000000003
00780,1.8
00781,0.0
00782,1.8
00783,-0.3999999999999999
00784,2.6000000000000005
00785,0.8000000000000003
00786,1.8
00787,0.0
00788,1.8
00789,-0.3999999999999999
00790,3.4000000000000004
00791,1.8
00792,2.6
00793,1.8
00794,2.6
00795,2.2
00796,3.4000000000000004
00797,1.8
00798,2.6
00799,1.8
00800,2.6
00801,2.2
00802,3.4000000000000004
00803,1.8
00804,2.6
00805,1.4000000000000001
00806,3.4000000000000004
00807,2.6000000000000005
00808,2.2
00809,3.0
00810,2.6
00811,1.4000000000000001
00812,3.4000000000000004
00813,2.6000000000000005
00814,2.2
00815,3.0
00816,2.6
00817,1.4000000000000001
00818,4.800000000000001
00819,0.0
00820,-1.2000000000000002
00821,4.800000000000001
00822,1.6
00823,-1.6
00824,4.800000000000001
00825,0.0
00826,-1.2000000000000002
00827,4.800000000000001
00828,1.6
00829,-1.6
00830,4.800000000000001
00831,0.0
00832,2.4000000000000004
00833,4.800000000000001
00834,3.6
00835,2.0
00836,4.800000000000001
00837,2.0
00838,2.4000000000000004
00839,4.800000000000001
00840,3.6
00841,2.0
00842,4.800000000000001
00843,2.0
00844,2.4000000000000004
00845,4.800000000000001
00846,2.4000000000000004
00847,2.8000000000000003
00848,5.2
00849,3.6
00850,3.2
00851,6.0
00852,2.4000000000000004
00853,2.8000000000000003
00854,5.2
00855,3.6
00856,3.2
00857,6.0
00858,2.4000000000000004
00859,2.8000000000000003
00860,3.6
00861,5.2
00862,6.4
00863,3.6
00864,2.8000000000000003
00865,7.2
00866,3.6
00867,5.2
00868,6.4
00869,3.6
00870,2.8000000000000003
00871,7.2
00872,3.6
00873,5.2
00874,1.0
00875,4.2
00876,0.19999999999999996
00877,3.4000000000000004
00878,1.8
00879,4.2
00880,1.0
00881,4.2
00882,0.19999999999999996
00883,3.4000000000000004
00884,1.8
00885,4.2
00886,1.0
00887,4.2
00888,2.6
00889,2.8000000000000003
00890,-1.0000000000000002
00891,5.8
00892,0.3999999999999999
00893,2.2
00894,2.6
00895,2.8000000000000003
00896,-1.0000000000000002
00897,5.8
00898,0.3999999999999999
00899,2.2
00900,2.6
00901,2.8000000000000003
00902,-1.0000000000000002
00903,3.2
00904,0.3999999999999999
00906,-0.8
00907,1.4000000000000001
00908,0.6000000000000001
00909,-1.0000000000000002
00910,3.2
00911,0.3999999999999999
00912,-0.8
00913,1.4000000000000001
00914,0.6000000000000001
00915,-1.0000000000000002
00916,3.2
00917,0.3999999999999999
00918,0.3999999999999999
00919,1.4000000000000001
00920,1.8
00921,-1.0000000000000002
00922,4.4
00923,0.3999999999999999
00924,0.3999999999999999
00925,1.4000000000000001
00926,1.8
00927,-1.0000000000000002
00928,4.4
00929,0.3999999999999999
00930,0.3999999999999999
00931,2.6
00932,3.0
00933,5.8
00934,1.8
00935,3.4000000000000004
00936,5.0
00937,2.6
00938,3.0
00939,5.8
00940,1.8
00941,3.4000000000000004
00942,5.0
00943,2.6
00944,3.0
00945,5.4
00946,1.0
00947,3.4000000000000004
00948,4.2
00949,2.2
00950,1.8
00951,5.4
00952,1.0
00953,3.4000000000000004
00954,4.2
00955,2.2
00956,1.8
00957,5.4
00958,1.0
00959,1.4000000000000001
00960,1.8
00961,0.19999999999999996
00962,-0.6000000000000003
00963,3.4000000000000004
00964,-1.4
00965,1.4000000000000001
00966,1.8
00967,0.19999999999999996
00968,-0.6000000000000003
00969,3.4000000000000004
00970,-1.4
00971,1.4000000000000001
00972,1.8
00973,1.4000000000000001
00974,1.2000000000000002
00975,1.0
00976,2.0
00977,0.19999999999999996
00978,1.6
00979,1.4000000000000001
00980,1.2000000000000002
00981,1.0
00982,2.0
00983,0.19999999999999996
00984,1.6
00986,1.4000000000000001
00987,1.2000000000000002
00988,1.0
00989,4.0
00990,0.19999999999999996
00991,3.6
00992,1.4000000000000001
00993,3.2
00994,1.0
00995,4.0
00996,0.19999999999999996
00997,3.6
00998,1.4000000000000001
00999,3.2
01000,1.0
01001,4.0
01002,1.6
01003,0.6000000000000001
01004,3.4000000000000004
01005,1.2000000000000002
01006,0.6000000000000001
01007,3.0
01008,1.6
01009,0.6000000000000001
01010,3.4000000000000004
01011,1.2000000000000002
01012,0.6000000000000001
01013,3.0
01014,1.6
01015,0.6000000000000001
01016,2.6
01017,-1.2000000000000002
01018,1.0
01019,0.6000000000000001
01020,2.0
01021,-1.0000000000000002
01022,2.6
01023,-1.2000000000000002
01024,1.0
01025,0.6000000000000001
01026,2.0
01027,-1.0000000000000002
01028,2.6
01029,-1.2000000000000002
01030,0.6000000000000001
01031,0.6000000000000001
01032,1.6
01033,-1.0000000000000002
01034,2.2
01035,-1.2000000000000002
01036,0.6000000000000001
01037,0.6000000000000001
01038,1.6
01039,-1.0000000000000002
01040,2.2
01041,-1.2000000000000002
01042,0.6000000000000001
01043,0.6000000000000001
01044,-1.0000000000000002
01045,0.19999999999999973
01046,-1.8000000000000003
01047,0.19999999999999973
01048,-0.6000000000000003
01049,0.19999999999999973
01050,-1.0000000000000002
01051,0.19999999999999973
01052,-1.8000000000000003
01053,0.19999999999999973
01054,-0.6000000000000003
01055,0.19999999999999973
01056,-1.0000000000000002
01057,0.19999999999999973
01058,0.4
01059,1.6
01060,2.8000000000000003
01061,0.3999999999999999
01062,3.2
01063,1.2000000000000002
01064,0.4
01065,1.6
01066,2.8000000000000003
01068,0.3999999999999999
01069,3.2
01070,1.2000000000000002
01071,0.4
01072,1.6
01073,2.8000000000000003
01074,0.8000000000000003
01075,3.2
01076,1.6
01077,0.4
01078,2.0
01079,2.8000000000000003
01080,0.8000000000000003
01081,3.2
01082,1.6
01083,0.4
01084,2.0
01085,2.8000000000000003
01086,0.8000000000000003
01087,3.2
01088,1.8
01089,1.6
01090,2.2
01091,3.2
01092,0.19999999999999973
01094,3.2
01095,1.8
01096,1.6
01097,2.2
01098,3.2
01099,0.19999999999999973
01100,3.2
01101,1.8
01102,1.2000000000000002
01103,2.2
01104,0.4
01105,1.8
01106,0.8
01107,2.6000000000000005
01108,1.2000000000000002
01109,2.2
01110,0.4
01111,1.8
01112,0.8
01113,2.6000000000000005
01114,1.2000000000000002
01115,2.2
01116,1.6
01117,1.0
01118,-0.3999999999999999
01119,4.800000000000001
01120,0.19999999999999973
01122,0.3999999999999999
01123,1.6
01124,1.0
01125,-0.3999999999999999
01126,4.800000000000001
01127,0.19999999999999973
01128,0.3999999999999999
01129,1.6
01130,1.0
01131,1.6
01132,3.4000000000000004
01133,1.8
01134,-0.6000000000000003
01135,4.0
01136,0.3999999999999999
01137,1.6
01138,3.4000000000000004
01139,1.8
01140,-0.6000000000000003
01141,4.0
01142,0.3999999999999999
01143,1.6
01144,3.4000000000000004
01145,1.8
01146,-0.6000000000000003
01147,4.0
01148,0.3999999999999999
01149,1.6
01150,3.4000000000000004
01151,1.8
01152,-0.6000000000000003
01153,4.0
01154,0.3999999999999999
01155,1.6
01156,3.4000000000000004
01157,1.8
01158,-0.6000000000000003
01159,1.4000000000000001
01160,2.2
01161,5.0
01162,1.4000000000000001
01163,2.2
01164,5.0
01165,1.4000000000000001
01166,2.2
01167,5.0
01168,1.4000000000000001
01169,2.2
01170,5.0
01172,1.4000000000000001
01173,2.2
01174,5.4
01175,3.4000000000000004
01176,2.2
01177,4.6000000000000005
01178,1.8
01179,2.2
01180,5.4
01181,3.4000000000000004
01182,2.2
01183,4.6000000000000005
01184,1.8
01185,2.2
01186,5.4
01187,3.4000000000000004
01188,2.2
01189,4.6000000000000005
01190,1.8
01191,2.2
01192,5.4
01193,3.4000000000000004
01194,2.2
01195,4.6000000000000005
01196,1.8
01197,2.2
01198,5.4
01199,3.4000000000000004
01200,2.2
01201,4.6000000000000005
01202,1.8
01203,7.600000000000001
01204,3.8000000000000007
01205,2.6
01206,7.200000000000001
01207,5.4
01209,1.8
01210,7.600000000000001
01211,3.8000000000000007
01212,2.6
01213,7.200000000000001
01214,5.4
01215,1.8
01216,7.600000000000001
01217,3.2
01218,-0.3999999999999999
01219,6.6
01220,2.4000000000000004
01221,1.2000000000000002
01222,4.2
01223,3.2
01224,-0.3999999999999999
01225,6.6
01226,2.4000000000000004
01227,1.2000000000000002
01228,4.2
01229,3.2
01230,-0.3999999999999999
01231,6.2
01232,2.0
01233,1.6
01234,4.6000000000000005
01235,4.0
01236,-0.3999999999999999
01237,6.2
01238,2.0
01239,1.6
01240,4.6000000000000005
01241,4.0
01242,-0.3999999999999999
01243,6.2
01244,2.0
01245,1.6
01246,3.6
01247,-2.0000000000000004
01248,4.800000000000001
01249,0.0
01250,1.6
01251,1.6
01252,3.6
01253,-2.0000000000000004
01254,4.800000000000001
01255,0.0
01256,1.6
01257,1.6
01258,3.6
01259,-2.8000000000000007
01260,4.800000000000001
01261,0.3999999999999999
01263,0.8000000000000003
01264,1.6
01265,4.0
01266,-2.8000000000000007
01267,4.800000000000001
01268,0.3999999999999999
01269,0.8000000000000003
01270,1.6
01271,4.0
01272,-2.8000000000000007
01273,4.800000000000001
01274,0.3999999999999999
01275,1.8
01276,1.2000000000000002
01277,3.8000000000000007
01278,-2.4000000000000004
01279,4.6000000000000005
01280,0.3999999999999999
01281,1.8
01282,1.2000000000000002
01283,3.8000000000000007
01284,-2.4000000000000004
01285,4.6000000000000005
01286,0.3999999999999999
01287,1.8
01288,0.19999999999999973
01289,5.2
01290,1.7999999999999998
01291,4.800000000000001
01292,1.4
01293,6.4
01294,0.19999999999999973
01295,5.2
01296,1.7999999999999998
01297,4.800000000000001
01298,1.4
01299,6.4
01300,0.19999999999999973
01301,5.2
01302,2.6000000000000005
01303,1.6
01304,5.6000000000000005
01305,3.4000000000000004
01306,0.8000000000000003
01307,6.4
01308,2.6000000000000005
01309,1.6
01310,5.6000000000000005
01311,3.4000000000000004
01312,0.8000000000000003
01313,6.4
01314,2.6000000000000005
01315,1.6
01316,7.0
01317,2.4000000000000004
01318,2.2
01319,7.800000000000001
01320,3.6
01321,1.4000000000000001
01322,7.0
01323,2.4000000000000004
01324,2.2
01325,7.800000000000001
01326,3.6
01327,1.4000000000000001
01328,7.0
01329,2.4000000000000004
01331,3.2
01332,5.2
01333,2.4000000000000004
01334,2.4000000000000004
01335,4.800000000000001
01336,1.6
01337,3.2
01338,5.2
01339,2.4000000000000004
01340,2.4000000000000004
01341,4.800000000000001
01342,1.6
01343,3.2
01344,5.2
01345,1.4000000000000001
01346,7.0
01347,1.4000000000000001
01348,1.4000000000000001
01349,6.6
01350,1.4000000000000001
01351,1.4000000000000001
01352,7.0
01353,1.4000000000000001
01354,1.4000000000000001
01355,6.6
01356,1.4000000000000001
01357,1.4000000000000001
01358,7.0
01359,1.8
01360,0.19999999999999996
01361,7.0
01362,1.0
01363,0.6000000000000001
01364,6.2
01365,1.8
01366,0.19999999999999996
01367,7.0
01368,1.0
01369,0.6000000000000001
01370,6.2
01371,1.8
01372,0.19999999999999996
01373,7.600000000000001
01374,2.2
01375,-0.20000000000000018
01376,7.600000000000001
01377,4.2
01378,-1.4000000000000004
01380,7.600000000000001
01381,2.2
01382,-0.20000000000000018
01383,7.600000000000001
01384,4.2
01385,-1.4000000000000004
01386,7.600000000000001
01387,2.2
01388,-0.7999999999999998
01389,5.8
01390,0.5999999999999996
01391,3.0
01392,0.8
01393,4.4
01394,-0.7999999999999998
01395,5.8
01396,0.5999999999999996
01397,3.0
01398,0.8
01399,4.4
01400,-0.7999999999999998
01401,5.8
01402,-0.6000000000000003
01403,2.2
01404,0.8
01405,3.6
01406,-2.0
01407,5.4
01408,-0.6000000000000003
01409,2.2
01410,0.8
01411,3.6
01412,-2.0
01413,5.4
01414,-0.6000000000000003
01415,2.2
01416,1.8
01417,0.8000000000000003
01418,4.800000000000001
01419,-1.2000000000000002
01420,3.8000000000000007
01421,1.8
01422,1.8
01423,0.8000000000000003
01424,4.800000000000001
01425,-1.2000000000000002
01426,3.8000000000000007
01427,1.8
01428,1.8
01429,0.8000000000000003
01430,4.4
01431,-2.0
01432,3.4000000000000004
01433,1.0
01434,1.4000000000000001
01435,0.0
01436,4.4
01437,-2.0
01438,3.4000000000000004
01439,1.0
01440,1.4000000000000001
01441,0.0
01442,4.4
01443,-2.0
01444,1.6
01445,3.2
01446,1.2000000000000002
01447,3.0
01448,2.6
01449,1.8
01450,1.6
01451,3.2
01452,1.2000000000000002
01453,3.0
01454,2.6
01455,1.8
01456,1.6
01457,3.2
01458,1.2000000000000002
